"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"M";"S";35;0;180;24;500;"1"
"F";"C";54;0;24;0;196;"0"
"F";"C";20;0;48;12;240;"1"
"F";"S";53;0;300;24;180;"0"
"F";"S";34;0;12;12;400;"0"
"F";"S";46;0;24;72;615;"0"
"F";"S";23;0;36;12;256;"0"
"F";"S";41;0;492;144;300;"1"
"F";"S";38;0;420;36;273;"1"
"M";"C";27;0;204;24;360;"0"
"F";"O";30;0;24;72;800;"1"
"M";"S";30;0;120;48;667;"0"
"F";"C";22;0;48;48;933;"0"
"M";"C";35;0;180;24;520;"1"
"M";"O";20;0;240;12;690;"0"
"F";"C";52;0;120;0;800;"0"
"F";"O";37;0;444;228;1189;"1"
"F";"C";42;0;96;96;246;"0"
"F";"S";18;0;12;12;250;"1"
"F";"C";36;0;12;0;0;"0"
"F";"C";40;0;24;60;284;"0"
"F";"C";34;0;336;24;400;"0"
"F";"C";33;0;336;336;600;"0"
"F";"S";54;0;648;72;336;"0"
"F";"S";22;0;144;0;480;"1"
"F";"C";71;0;480;84;1000;"0"
"F";"S";35;0;372;0;250;"1"
"F";"S";29;0;360;36;345;"0"
"M";"S";17;0;12;12;212;"0"
"F";"S";19;0;0;0;300;"0"
"M";"S";24;0;288;0;532;"0"
"F";"S";23;0;288;12;456;"0"
"F";"S";40;0;240;0;500;"1"
"F";"S";21;0;252;12;300;"0"
"F";"S";22;0;12;12;220;"1"
"F";"S";38;0;192;36;422;"0"
"F";"S";20;0;216;12;300;"0"
"M";"S";20;0;240;12;954;"1"
"F";"V";70;0;12;0;3294;"0"
"F";"C";36;0;72;24;1500;"0"
"F";"S";35;0;60;0;151;"0"
"F";"S";20;0;24;12;220;"0"
"F";"C";45;0;60;120;360;"0"
"F";"S";26;0;252;12;289;"1"
"F";"C";32;0;396;72;360;"0"
"M";"C";38;0;120;12;336;"0"
"F";"S";22;0;264;24;500;"0"
"F";"S";26;0;36;84;450;"1"
"F";"S";21;0;36;12;200;"0"
"F";"S";22;0;264;12;500;"1"
"F";"S";36;0;180;180;382;"0"
"F";"C";42;0;120;240;900;"0"
"F";"S";19;0;12;12;317;"0"
"F";"C";44;0;144;48;228;"0"
"F";"C";40;0;240;24;550;"0"
"M";"S";18;0;216;12;180;"1"
"F";"S";42;0;480;60;985;"0"
"F";"V";51;0;240;144;190;"0"
"M";"O";45;0;12;12;500;"0"
"F";"C";65;0;540;60;360;"0"
"M";"S";26;0;228;60;201;"0"
"M";"S";21;0;48;0;289;"0"
"F";"S";42;0;300;12;1000;"0"
"F";"S";40;0;144;300;600;"1"
"M";"C";44;0;120;24;203;"1"
"F";"S";19;0;228;0;328;"0"
"F";"C";32;0;60;0;0;"0"
"F";"V";36;0;72;12;1000;"0"
"M";"C";60;0;36;48;300;"0"
"F";"C";24;0;72;0;300;"0"
"F";"C";39;0;12;0;340;"0"
"F";"S";50;0;180;24;1300;"1"
"F";"S";25;0;84;12;220;"0"
"F";"S";41;0;96;36;360;"0"
"M";"S";38;0;216;36;3850;"1"
"F";"S";27;0;240;12;551;"0"
"F";"S";18;0;216;0;350;"0"
"F";"S";35;0;12;36;530;"0"
"M";"S";21;0;252;12;858;"0"
"M";"S";30;0;48;12;350;"1"
"F";"S";20;0;72;24;300;"0"
"M";"C";43;0;480;60;530;"0"
"F";"V";62;0;12;0;270;"0"
"M";"C";37;0;144;48;417;"0"
"M";"O";36;0;432;60;1080;"0"
"F";"S";50;0;72;12;261;"0"
"F";"C";53;0;240;84;793;"0"
"F";"C";31;0;48;36;300;"0"
"F";"S";24;0;12;0;440;"0"
"M";"S";28;0;336;36;1500;"0"
"M";"C";33;0;396;120;2000;"0"
"F";"S";32;0;192;0;600;"0"
"F";"S";47;0;240;0;200;"0"
"F";"S";19;0;12;12;300;"1"
"F";"S";28;0;60;264;180;"0"
"M";"D";48;0;372;24;1114;"0"
"F";"S";23;0;120;12;360;"0"
"M";"S";19;0;228;12;250;"0"
"F";"S";29;0;12;12;225;"0"
"M";"C";51;0;84;120;800;"0"
"M";"S";24;0;12;0;250;"1"
"F";"C";50;0;288;72;240;"0"
"F";"S";30;0;324;36;530;"0"
"F";"S";19;0;168;12;203;"0"
"F";"S";28;0;24;12;478;"1"
"M";"C";55;0;480;12;1111;"0"
"F";"S";24;0;192;12;8760;"0"
"F";"S";43;0;432;0;360;"1"
"F";"D";44;0;48;48;821;"0"
"F";"S";19;0;228;12;207;"0"
"F";"C";20;0;72;0;320;"1"
"F";"S";20;0;240;24;450;"0"
"F";"S";36;0;120;12;646;"0"
"F";"C";39;0;240;120;800;"0"
"F";"S";25;0;240;0;877;"0"
"F";"S";35;0;24;12;2300;"1"
"F";"S";38;0;72;168;300;"0"
"F";"C";45;0;48;0;743;"0"
"F";"S";46;0;96;0;1800;"0"
"F";"S";25;0;60;48;700;"0"
"M";"S";25;0;12;12;340;"0"
"F";"V";49;0;12;36;600;"0"
"F";"S";53;0;156;264;1500;"0"
"M";"C";24;0;72;24;626;"1"
"F";"O";51;0;240;0;1566;"0"
"F";"S";26;0;312;24;900;"0"
"F";"S";20;0;60;12;218;"0"
"M";"O";24;0;48;60;800;"1"
"M";"S";20;0;120;12;200;"0"
"F";"S";18;0;240;36;389;"0"
"F";"C";46;0;264;264;200;"0"
"F";"C";45;0;72;300;250;"0"
"M";"S";19;0;36;36;294;"0"
"M";"C";56;0;12;0;1161;"1"
"F";"C";23;0;60;12;200;"1"
"M";"C";41;0;48;276;1159;"0"
"M";"O";24;0;24;12;270;"0"
"F";"C";23;0;12;60;300;"0"
"F";"S";21;0;12;12;200;"0"
"F";"S";29;0;312;60;744;"0"
"M";"C";29;0;48;48;624;"0"
"F";"D";33;0;156;12;577;"0"
"M";"S";50;0;192;156;1908;"0"
"M";"C";30;0;120;0;956;"1"
"M";"S";19;0;120;12;866;"0"
"F";"C";28;0;336;12;320;"0"
"F";"S";41;0;240;240;360;"0"
"F";"C";26;0;84;12;250;"0"
"M";"C";52;0;240;36;500;"0"
"F";"C";55;0;84;24;219;"0"
"F";"C";20;0;12;0;977;"0"
"M";"S";19;0;228;12;496;"1"
"F";"S";25;0;72;0;500;"1"
"F";"C";29;0;132;0;400;"0"
"F";"C";61;0;360;264;700;"0"
"M";"C";39;0;360;36;600;"0"
"F";"S";30;0;312;12;289;"0"
"F";"S";20;0;240;12;300;"0"
"F";"C";18;0;12;0;100;"0"
"F";"C";30;0;360;24;250;"0"
"M";"S";23;0;12;60;800;"0"
"F";"C";38;0;60;60;300;"0"
"F";"O";64;0;432;0;500;"0"
"M";"S";22;0;144;12;230;"0"
"M";"S";28;0;84;12;397;"0"
"F";"S";78;0;132;0;2663;"0"
"M";"S";25;0;60;84;1000;"0"
"F";"S";46;0;0;72;500;"0"
"F";"S";30;0;264;168;1000;"0"
"M";"C";47;0;240;48;957;"0"
"F";"S";53;0;204;12;350;"0"
"M";"C";57;0;240;480;708;"0"
"F";"S";34;0;48;0;328;"0"
"M";"S";42;0;24;12;700;"1"
"M";"C";40;0;240;36;325;"0"
"M";"C";30;0;36;144;1373;"0"
"M";"C";40;0;216;156;2100;"0"
"F";"S";20;0;180;12;290;"0"
"F";"C";36;0;12;12;300;"0"
"F";"O";22;0;12;0;10;"0"
"M";"S";26;0;312;48;340;"0"
"F";"C";35;0;84;36;200;"0"
"M";"S";20;0;132;12;1187;"0"
"F";"S";33;0;12;48;277;"1"
"M";"C";31;0;60;0;408;"0"
"F";"S";19;0;48;12;204;"1"
"F";"S";46;0;60;228;195;"1"
"F";"S";32;0;12;0;400;"0"
"F";"C";28;0;72;72;800;"1"
"F";"S";48;0;216;240;400;"0"
"M";"D";40;0;168;72;1200;"0"
"F";"S";47;0;12;72;290;"0"
"M";"S";25;0;228;12;566;"0"
"M";"S";31;0;96;36;300;"1"
"F";"C";46;0;612;156;1000;"0"
"F";"C";35;0;168;120;273;"0"
"M";"S";19;0;240;36;300;"0"
"F";"S";20;0;240;0;480;"0"
"F";"C";34;0;324;60;500;"0"
"F";"S";26;0;168;24;615;"1"
"F";"C";41;0;108;60;2000;"0"
"M";"C";35;0;96;0;277;"0"
"F";"S";25;0;12;0;222;"0"
"F";"V";49;0;480;264;237;"0"
"F";"C";30;0;36;0;270;"0"
"F";"S";31;0;120;12;220;"0"
"F";"V";52;0;300;0;379;"0"
"M";"V";47;0;84;0;180;"1"
"F";"C";41;0;36;36;226;"0"
"F";"S";20;0;204;0;500;"0"
"M";"S";21;0;24;0;400;"0"
"F";"C";31;0;36;0;270;"1"
"M";"S";23;0;180;36;386;"0"
"M";"C";42;0;12;0;4000;"0"
"F";"C";56;0;120;432;2200;"0"
"F";"C";31;0;180;0;0;"0"
"F";"C";49;0;156;168;300;"1"
"F";"C";54;0;192;0;0;"0"
"M";"S";27;0;12;120;1200;"0"
"F";"C";48;0;48;264;800;"0"
"F";"S";30;0;36;12;919;"0"
"F";"S";33;0;12;12;500;"0"
"F";"S";42;0;360;120;900;"0"
"M";"S";59;0;12;12;900;"0"
"F";"S";27;0;36;36;464;"0"
"F";"S";21;0;156;12;400;"0"
"M";"S";21;0;120;12;650;"1"
"F";"S";19;0;84;24;200;"1"
"F";"S";28;0;420;0;375;"1"
"F";"S";64;0;0;0;4229;"0"
"M";"S";19;0;228;0;220;"1"
"F";"C";42;0;60;0;0;"0"
"F";"C";50;0;120;0;1029;"0"
"F";"S";25;0;36;0;0;"0"
"M";"O";43;0;36;132;2000;"0"
"M";"S";28;0;96;12;200;"0"
"F";"O";28;0;120;0;500;"0"
"M";"S";34;0;48;12;300;"1"
"F";"D";49;0;96;72;400;"0"
"F";"V";49;0;0;240;738;"1"
"M";"C";23;0;36;36;389;"0"
"F";"S";47;0;564;24;1256;"1"
"F";"D";40;0;480;24;800;"1"
"M";"S";46;0;168;0;0;"0"
"F";"C";37;0;120;96;511;"0"
"F";"S";28;0;72;48;460;"0"
"M";"S";19;0;228;12;842;"0"
"M";"O";32;0;396;12;500;"0"
"F";"C";33;0;264;48;251;"1"
"M";"C";34;0;360;24;1000;"0"
"F";"S";36;0;432;120;1250;"0"
"M";"S";36;0;84;24;585;"0"
"M";"C";22;0;120;0;180;"0"
"F";"S";24;0;36;24;280;"1"
"F";"O";31;0;120;0;1000;"0"
"F";"C";27;0;60;108;1300;"0"
"F";"C";54;0;108;0;400;"0"
"F";"C";51;0;108;48;331;"0"
"F";"C";45;0;420;48;578;"0"
"F";"C";47;0;360;120;623,3;"0"
"F";"C";39;0;36;108;446;"1"
"F";"C";52;0;180;84;382;"0"
"M";"O";40;0;36;24;567;"0"
"M";"C";22;0;264;96;319;"0"
"F";"D";32;0;384;12;230;"0"
"F";"V";49;0;204;156;180;"0"
"M";"C";35;0;348;0;577;"1"
"F";"S";45;0;84;84;453;"0"
"F";"S";21;0;48;12;320;"0"
"F";"C";29;0;60;84;1041;"0"
"M";"S";27;0;24;36;180;"0"
"F";"V";39;0;96;120;180;"0"
"M";"C";46;0;564;12;1136;"0"
"M";"C";36;0;420;48;218;"0"
"F";"S";23;0;276;24;1000;"0"
"F";"O";25;0;12;24;250;"1"
"M";"S";34;0;336;12;1000;"1"
"M";"S";22;0;264;0;300;"0"
"M";"O";25;0;300;12;500;"0"
"F";"C";40;0;396;24;979;"0"
"F";"C";34;0;60;72;1100;"0"
"F";"S";19;0;84;0;250;"1"
"F";"S";27;0;324;24;205;"0"
"F";"S";20;0;240;12;390;"0"
"M";"C";22;0;264;12;800;"1"
"M";"C";37;0;96;0;532;"1"
"F";"C";52;0;300;0;298;"0"
"F";"S";33;0;144;0;400;"0"
"M";"S";53;0;480;96;358;"0"
"F";"S";19;0;36;0;260;"0"
"F";"C";31;0;72;60;500;"0"
"F";"D";45;0;480;120;500;"0"
"F";"S";20;0;240;12;700;"0"
"F";"S";19;0;12;0;250;"0"
"F";"S";19;0;120;0;0;"0"
"F";"S";30;0;84;120;700;"0"
"F";"S";22;0;36;0;320;"0"
"F";"S";28;0;120;0;700;"0"
"F";"S";27;0;24;12;420;"0"
"F";"S";23;0;12;12;220;"0"
"F";"S";33;0;396;36;2000;"0"
"M";"C";28;0;12;144;2800;"1"
"F";"S";52;0;360;252;400;"0"
"F";"S";35;0;84;12;250;"0"
"F";"S";41;0;60;144;3000;"0"
"M";"S";22;0;216;24;210;"0"
"F";"S";29;0;24;0;0;"0"
"M";"C";47;0;48;300;2107;"0"
"F";"V";60;0;360;12;180;"0"
"M";"S";24;0;24;12;266;"1"
"F";"S";19;0;264;12;500;"0"
"M";"S";19;0;192;12;800;"0"
"F";"C";33;0;204;12;359;"1"
"F";"S";25;0;60;12;250;"1"
"M";"S";19;0;228;0;185;"0"
