"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"C";63;0;492;0;0;"0"
"F";"C";59;0;72;60;650;"0"
"F";"V";57;0;420;120;957;"0"
"F";"S";18;0;24;12;563;"0"
"F";"C";38;0;12;24;580;"0"
"F";"C";36;0;240;0;300;"0"
"F";"S";37;0;24;24;980;"1"
"F";"V";72;0;360;108;527;"0"
"M";"S";37;0;120;12;600;"1"
"M";"C";42;0;132;60;450;"0"
"M";"C";52;0;240;24;260;"0"
"F";"C";30;0;360;120;900;"0"
"F";"S";22;0;264;24;350;"0"
"F";"C";53;0;204;0;1200;"0"
"F";"S";34;0;372;12;1200;"1"
"F";"C";25;0;300;24;1002;"0"
"M";"C";40;0;180;132;1000;"0"
"F";"C";49;0;60;12;600;"0"
"F";"S";18;0;84;12;546;"1"
"F";"C";32;0;12;12;376;"0"
"F";"S";19;0;144;12;250;"0"
"F";"O";51;0;108;96;180;"0"
"M";"C";48;0;48;48;915;"1"
"M";"O";27;0;48;12;1000;"0"
"M";"S";24;0;240;12;700;"0"
"F";"S";35;0;240;24;231;"0"
"F";"S";20;0;132;12;240;"0"
"M";"S";23;0;276;12;299;"1"
"M";"S";21;0;108;36;1000;"0"
"F";"C";33;0;180;0;500;"0"
"F";"C";41;0;60;60;250;"0"
"F";"C";26;0;216;36;360;"0"
"F";"S";27;0;96;12;280;"0"
"M";"S";26;0;312;24;287;"0"
"F";"S";20;0;24;24;369;"0"
"M";"S";19;0;84;12;780;"1"
"F";"S";31;0;384;36;1500;"0"
"F";"S";36;0;432;12;260;"0"
"M";"C";33;0;36;72;759;"0"
"F";"C";41;0;12;84;1259;"0"
"M";"S";21;0;120;12;420;"0"
"F";"C";38;0;24;12;1208;"0"
"F";"V";66;0;360;0;368;"0"
"F";"O";25;0;300;60;985;"0"
"F";"S";42;0;384;12;352;"0"
"F";"C";30;0;204;12;574;"0"
"M";"C";39;0;60;120;815;"0"
"F";"S";21;0;0;0;263;"0"
"F";"C";56;0;192;192;2000;"0"
"M";"S";21;0;192;0;0;"0"
"F";"O";35;0;216;12;300;"0"
"F";"S";20;0;48;0;600;"1"
"F";"S";24;0;36;36;350;"0"
"F";"S";36;0;96;72;240;"0"
"F";"C";60;0;336;84;640;"0"
"M";"C";63;0;240;192;623;"0"
"F";"D";47;0;120;24;280;"0"
"M";"C";24;0;12;12;300;"0"
"F";"S";19;0;228;0;328;"0"
"F";"S";23;0;24;24;360;"0"
"M";"S";21;0;192;0;180;"0"
"F";"S";20;0;12;24;356;"0"
"F";"S";36;0;48;12;300;"1"
"M";"D";46;0;12;12;362;"1"
"F";"S";22;0;264;0;400;"0"
"F";"S";25;0;204;12;342;"1"
"F";"C";37;0;24;240;250;"0"
"F";"S";33;0;384;60;390;"0"
"F";"S";39;0;240;156;1486;"0"
"M";"C";42;0;12;216;300;"1"
"F";"C";39;0;72;12;1400;"0"
"M";"O";40;0;60;204;1135;"0"
"F";"C";25;0;228;12;738;"0"
"F";"C";45;0;288;12;318;"0"
"F";"S";44;0;156;0;210;"0"
"F";"O";23;0;0;0;277;"0"
"F";"S";22;0;24;24;302;"0"
"M";"S";32;0;12;120;693;"0"
"F";"V";70;0;12;24;1280;"0"
"F";"S";24;0;288;24;287;"0"
"F";"S";55;0;60;120;400;"1"
"F";"S";29;0;336;12;220;"0"
"M";"S";20;0;144;12;364;"1"
"F";"O";23;0;288;12;240;"1"
"F";"S";21;0;120;12;280;"1"
"F";"C";26;0;36;36;1500;"0"
"M";"C";34;0;84;24;2300;"0"
"M";"C";25;0;48;12;430;"0"
"F";"C";20;0;24;12;277;"0"
"F";"S";35;0;420;72;452;"0"
"M";"C";27;0;36;60;1786;"0"
"F";"C";37;0;12;12;267;"0"
"M";"D";73;0;60;0;800;"0"
"F";"C";39;0;360;0;270;"0"
"F";"S";23;0;48;24;450;"1"
"F";"C";28;0;240;60;300;"0"
"F";"C";63;0;312;12;1906;"0"
"F";"C";39;0;168;0;220;"0"
"F";"V";52;0;240;12;238;"1"
"M";"S";18;0;12;12;250;"1"
"M";"V";43;0;516;60;1500;"1"
"F";"S";73;0;480;144;359;"0"
"M";"D";43;0;528;120;1200;"1"
"F";"S";62;0;480;132;820;"0"
"M";"S";19;0;0;12;265;"0"
"F";"C";53;0;252;0;1100;"0"
"F";"C";72;0;468;0;0;"0"
"F";"C";53;0;84;240;1185;"0"
"M";"O";25;0;120;12;930;"0"
"F";"S";30;0;180;12;400;"0"
"F";"S";38;0;0;60;302;"0"
"F";"C";41;0;84;0;450;"0"
"F";"S";48;0;204;24;1004;"0"
"F";"D";51;0;156;0;812;"0"
"M";"S";20;0;240;0;300;"0"
"F";"S";59;0;240;360;1000;"1"
"F";"C";30;0;120;60;300;"1"
"M";"S";27;0;24;36;180;"0"
"F";"V";40;0;48;240;1000;"0"
"M";"C";43;0;180;12;460;"0"
"F";"S";29;0;300;24;300;"0"
"F";"S";26;0;24;48;1841;"0"
"F";"V";78;0;36;24;795;"0"
"F";"S";54;0;36;24;203;"1"
"F";"S";22;0;12;12;350;"0"
"F";"C";30;0;72;36;400;"0"
"F";"C";39;0;168;60;493;"0"
"F";"S";19;0;0;12;400;"0"
"F";"C";27;0;12;72;150;"0"
"M";"S";20;0;252;12;433;"0"
"F";"V";45;0;12;60;440;"0"
"F";"S";44;0;24;48;1200;"1"
"F";"S";33;0;360;84;778;"0"
"M";"S";21;0;48;36;200;"1"
"F";"C";42;0;36;24;360;"0"
"F";"S";20;0;60;24;350;"0"
"F";"S";47;0;240;12;246;"0"
"M";"O";19;0;12;12;230;"1"
"F";"S";20;0;108;12;290;"0"
"M";"S";22;0;264;0;400;"0"
"M";"S";18;0;216;12;180;"0"
"M";"S";51;0;12;60;350;"1"
"M";"C";40;0;96;120;1300;"1"
"F";"S";48;0;240;72;157;"0"
"F";"C";36;0;240;0;300;"1"
"F";"C";57;0;48;12;900;"0"
"M";"C";40;0;180;252;1150;"0"
"F";"S";31;0;60;36;222;"0"
"F";"S";26;0;12;12;200;"0"
"F";"C";37;0;444;24;210;"0"
"F";"S";21;0;60;12;450;"0"
"M";"C";24;0;24;72;944;"0"
"M";"S";26;0;312;12;340;"0"
"M";"S";44;0;120;0;486;"1"
"F";"S";28;0;336;12;320;"0"
"F";"C";43;0;192;36;220;"0"
"M";"S";31;0;180;36;233;"1"
"F";"C";41;0;60;120;1800;"0"
"F";"V";66;0;504;72;299;"0"
"M";"C";36;0;60;144;1436;"0"
"F";"D";24;0;240;324;450;"0"
"M";"S";36;0;72;60;2000;"0"
"F";"V";43;0;300;12;330;"0"
"F";"C";46;0;240;12;306;"0"
"M";"O";39;0;12;12;640;"0"
"M";"C";30;0;240;84;1200;"0"
"F";"C";57;0;300;24;350;"0"
"F";"V";62;0;276;276;306;"0"
"M";"C";34;0;12;72;708;"0"
"F";"O";22;0;12;0;450;"0"
"F";"C";23;0;360;96;380;"0"
"M";"C";71;0;480;204;558;"0"
"M";"S";39;0;60;48;1000;"0"
"F";"S";59;0;168;24;250;"0"
"F";"S";21;0;36;12;500;"0"
"F";"C";31;0;144;108;0;"1"
"F";"C";36;0;36;36;400;"0"
"F";"S";18;0;216;0;285;"0"
"F";"C";39;0;132;252;1500;"0"
"M";"S";19;0;48;12;240;"0"
"F";"C";33;0;396;12;381;"0"
"F";"S";28;0;24;72;520;"0"
"F";"S";18;0;216;12;280;"0"
"F";"C";64;0;360;0;180;"0"
"F";"S";19;0;192;24;305;"0"
"M";"C";25;0;360;96;998;"1"
"F";"S";19;0;228;24;500;"1"
"F";"C";56;0;60;0;900;"0"
"M";"S";21;0;60;24;228;"0"
"F";"S";19;0;228;24;480;"0"
"F";"V";62;0;204;12;1060;"0"
"F";"C";25;0;48;36;600;"0"
"F";"C";35;0;0;120;800;"0"
"F";"C";43;0;120;48;300;"0"
"M";"S";20;0;300;12;221;"1"
"F";"O";47;0;240;168;356;"0"
"M";"V";57;0;216;240;434;"0"
"F";"S";54;0;480;0;837;"0"
"M";"S";33;0;84;96;627;"0"
"M";"S";19;0;120;12;180;"0"
"M";"O";28;0;72;72;520;"0"
"F";"C";69;0;144;12;651;"0"
"M";"D";38;0;48;0;1314;"0"
"F";"S";23;0;36;12;999;"0"
"M";"S";25;0;24;24;1500;"0"
"F";"S";37;0;240;36;900;"0"
"F";"C";37;0;36;108;3025;"1"
"F";"C";31;0;372;0;540;"0"
"F";"S";19;0;0;0;200;"0"
"F";"V";30;0;144;12;825;"1"
"M";"S";23;0;276;24;680;"0"
"F";"S";51;0;36;84;640;"0"
"F";"O";52;0;480;36;387;"0"
"M";"V";50;0;12;228;678;"0"
"M";"C";32;0;240;0;450;"0"
"M";"C";34;0;12;180;2000;"0"
"F";"S";20;0;252;12;400;"0"
"F";"S";26;0;12;24;371;"0"
"F";"C";29;0;108;24;350;"1"
"F";"V";76;0;624;24;4100;"0"
"M";"D";29;0;240;156;1500;"0"
"M";"C";42;0;84;156;888;"0"
"F";"V";61;0;480;120;180;"0"
"F";"C";56;0;72;0;220;"0"
"F";"C";46;0;120;180;1000;"0"
"F";"S";47;0;384;12;180;"0"
"M";"C";20;0;36;24;400;"1"
"F";"S";19;0;60;0;239;"0"
"M";"S";21;0;84;0;0;"0"
"M";"S";38;0;96;0;360;"0"
"F";"C";34;0;24;24;314;"0"
"M";"C";49;0;72;300;1500;"0"
"M";"C";38;0;60;120;450;"0"
"F";"C";36;0;96;120;3000;"0"
"F";"C";50;0;12;36;200;"0"
"F";"S";22;0;228;12;400;"0"
"F";"C";52;0;192;312;880;"0"
"F";"C";37;0;144;0;0;"0"
"M";"S";33;0;36;12;519;"0"
"M";"S";21;0;24;24;224;"0"
"F";"C";35;0;120;0;1500;"0"
"M";"S";22;0;264;12;350;"0"
"F";"C";29;0;24;12;800;"0"
"F";"V";68;0;480;144;540;"0"
"F";"S";44;0;12;36;200;"0"
"M";"S";21;0;24;0;300;"0"
"M";"C";37;0;72;72;433;"0"
"F";"C";34;0;120;12;202;"0"
"F";"S";30;0;348;0;405;"0"
"M";"C";25;0;12;36;450;"0"
"M";"S";28;0;120;60;1500;"0"
"F";"S";18;0;216;12;196;"0"
"F";"V";52;0;444;240;321;"0"
"F";"C";59;0;120;24;222;"1"
"F";"C";36;0;84;156;1500;"0"
"F";"C";34;0;12;12;500;"0"
"F";"S";26;0;240;12;600;"0"
"M";"S";34;0;336;12;1000;"1"
"F";"S";32;0;384;24;300;"0"
"F";"C";21;0;36;24;570;"0"
"M";"C";29;0;0;48;750;"0"
"F";"C";32;0;48;0;198;"0"
"F";"S";21;0;12;48;600;"0"
"F";"D";43;0;120;120;1000;"0"
"F";"S";56;0;360;240;500;"0"
"F";"S";31;0;84;12;377;"0"
"F";"C";24;0;12;0;300;"0"
"F";"C";31;0;72;0;1000;"0"
"M";"C";54;0;168;12;827;"1"
"F";"C";52;0;120;120;600;"1"
"F";"D";27;0;312;48;1200;"0"
"F";"C";27;0;48;0;220;"1"
"F";"D";32;0;12;96;700;"0"
"F";"V";67;0;240;0;2500;"0"
"M";"C";25;0;12;0;800;"0"
"F";"S";57;0;60;12;1036;"0"
"F";"S";24;0;48;12;350;"0"
"F";"S";52;0;24;12;1187;"0"
"F";"S";26;0;0;0;416;"0"
"F";"V";46;0;0;12;249;"0"
"F";"S";19;0;48;24;600;"0"
"F";"S";18;0;144;72;438;"0"
"F";"D";52;0;600;36;300;"0"
"F";"C";46;0;168;48;360;"0"
"F";"O";37;0;120;228;850;"0"
"F";"C";44;0;240;12;350;"1"
"M";"C";45;0;252;24;510;"0"
"F";"D";46;0;48;48;542;"0"
"F";"S";18;0;216;24;187;"1"
"M";"S";20;0;60;12;240;"0"
"F";"V";46;0;12;0;1025;"0"
"M";"C";44;0;120;288;1000;"1"
"F";"S";22;0;120;12;300;"0"
"F";"C";70;0;240;600;877;"0"
"F";"C";63;0;216;120;10;"0"
"F";"C";41;0;12;48;1150;"0"
"M";"C";34;0;216;180;2400;"0"
"F";"S";26;0;24;24;428;"0"
"F";"S";42;0;24;252;60;"0"
"M";"S";18;0;12;12;280;"0"
"F";"S";18;0;216;0;500;"1"
"M";"D";55;0;420;72;389;"1"
"F";"S";22;0;120;24;200;"0"
"F";"D";42;0;48;84;1490;"0"
"M";"S";19;0;108;12;600;"0"
"M";"S";33;0;12;84;380;"0"
"M";"S";19;0;0;0;200;"0"
"F";"O";42;0;12;0;330;"0"
"F";"S";30;0;24;60;500;"1"
"M";"C";38;0;36;0;213;"0"
"M";"S";21;0;216;36;482;"1"
"F";"C";42;0;96;96;1200;"0"
"F";"S";36;0;240;12;330;"1"
"M";"S";19;0;144;12;180;"0"
"F";"S";19;0;216;12;216;"0"
