"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"M";"S";36;0;240;12;1200;"0"
"F";"S";21;0;12;12;225;"1"
"M";"C";38;0;24;216;1200;"0"
"F";"O";33;0;60;36;1000;"1"
"F";"V";72;0;360;108;527;"0"
"F";"D";62;0;312;12;257;"0"
"M";"S";19;0;228;12;225;"0"
"F";"V";54;0;480;60;360;"0"
"F";"S";19;0;60;12;180;"0"
"F";"C";54;0;180;0;1121;"0"
"M";"C";52;0;360;36;629;"0"
"F";"S";23;0;120;60;268;"0"
"M";"C";35;0;72;36;1083;"1"
"F";"S";36;0;492;0;300;"0"
"F";"C";53;0;360;120;540;"0"
"F";"D";25;0;48;12;450;"0"
"F";"C";22;0;12;48;240;"0"
"F";"D";36;0;24;12;300;"1"
"M";"O";37;0;420;96;536;"0"
"F";"S";21;0;36;36;200;"1"
"F";"C";44;0;132;156;1367;"1"
"M";"S";22;0;264;0;395;"0"
"F";"S";20;0;204;12;250;"1"
"F";"C";22;0;24;0;220;"0"
"F";"D";40;0;24;168;695;"0"
"F";"S";22;0;264;48;690;"0"
"F";"C";53;0;120;60;550;"0"
"F";"S";34;0;48;12;273;"0"
"F";"S";19;0;228;12;278;"0"
"F";"C";54;0;240;0;0;"0"
"F";"S";34;0;60;96;503;"0"
"F";"C";30;0;24;12;405;"0"
"M";"S";26;0;24;12;463;"0"
"F";"S";20;0;240;12;300;"1"
"M";"S";20;0;240;0;215;"1"
"M";"S";18;0;216;12;200;"0"
"F";"S";19;0;228;12;270;"0"
"F";"S";18;0;216;0;510;"0"
"F";"S";36;0;72;12;220;"0"
"F";"V";41;0;216;0;801;"0"
"F";"C";33;0;396;0;0;"0"
"F";"C";32;0;192;0;400;"0"
"F";"V";63;0;240;0;574;"0"
"F";"D";44;0;528;276;820;"0"
"M";"C";71;0;12;0;680;"0"
"F";"S";33;0;12;12;200;"0"
"F";"D";54;0;360;240;3073;"0"
"F";"S";19;0;24;72;350;"1"
"F";"S";20;0;240;0;304;"0"
"F";"C";63;0;504;0;998;"0"
"F";"C";40;0;144;252;855;"0"
"F";"S";46;0;12;48;469;"0"
"M";"C";29;0;12;0;290;"1"
"M";"C";29;0;36;36;332;"0"
"F";"S";47;0;96;96;461;"0"
"M";"C";70;0;300;84;650;"0"
"F";"C";40;0;168;36;650;"0"
"M";"S";26;0;324;0;455;"0"
"F";"C";65;0;96;36;258;"1"
"M";"S";36;0;252;24;740;"0"
"F";"S";31;0;12;12;220;"1"
"M";"S";21;0;252;0;375;"0"
"F";"S";43;0;96;0;311;"0"
"F";"S";25;0;72;60;402;"1"
"F";"C";22;0;24;12;231;"0"
"F";"S";21;0;108;24;394;"0"
"F";"S";42;0;60;36;270;"0"
"M";"C";44;0;84;0;1040;"0"
"F";"S";19;0;228;0;280;"0"
"F";"S";42;0;360;24;300;"0"
"F";"C";47;0;336;408;1200;"0"
"F";"C";46;0;12;36;450;"0"
"F";"O";24;0;12;12;242;"1"
"F";"O";40;0;240;240;400;"0"
"F";"S";18;0;96;0;400;"0"
"F";"S";19;0;12;0;220;"1"
"F";"S";41;0;180;36;300;"0"
"F";"C";30;0;48;0;600;"0"
"F";"S";47;0;60;204;450;"0"
"F";"S";21;0;252;24;215;"0"
"M";"C";55;0;96;84;817;"0"
"F";"C";52;0;240;84;2347;"0"
"F";"C";25;0;12;24;300;"1"
"F";"C";36;0;12;12;840;"0"
"F";"S";19;0;120;0;215;"0"
"F";"O";44;0;36;24;350;"1"
"M";"S";20;0;252;12;425;"0"
"F";"C";28;0;252;36;275;"0"
"F";"S";64;0;120;240;1416;"0"
"M";"S";20;0;12;12;260;"1"
"F";"S";18;0;216;0;180;"0"
"M";"C";29;0;192;48;250;"0"
"M";"C";46;0;480;0;1200;"0"
"M";"C";23;0;48;0;347;"1"
"F";"C";50;0;204;192;1000;"0"
"M";"S";21;0;120;12;350;"0"
"F";"C";33;0;360;12;324;"0"
"F";"S";19;0;168;24;300;"0"
"F";"S";25;0;288;0;0;"1"
"M";"S";18;0;84;12;220;"0"
"F";"D";31;0;132;132;933;"0"
"F";"C";36;0;12;0;300;"0"
"F";"C";44;0;276;240;844;"0"
"F";"S";23;0;276;0;250;"0"
"M";"D";41;0;60;0;280;"1"
"M";"S";20;0;12;12;240;"1"
"F";"V";41;0;480;180;900;"1"
"F";"S";19;0;24;12;369;"0"
"F";"C";40;0;12;12;906;"0"
"F";"C";53;0;48;12;1410;"0"
"F";"C";48;0;360;264;595;"1"
"F";"C";41;0;204;72;300;"0"
"F";"S";28;0;60;156;513;"0"
"M";"S";35;0;180;24;500;"1"
"F";"C";31;0;144;0;838;"0"
"M";"O";29;0;12;36;480;"0"
"F";"C";43;0;192;0;900;"0"
"F";"C";42;0;72;276;1759;"0"
"F";"S";22;0;48;324;600;"1"
"M";"S";21;0;132;12;200;"0"
"F";"S";25;0;300;12;300;"1"
"F";"C";37;0;36;36;1057;"1"
"F";"S";19;0;60;0;500;"0"
"M";"S";24;0;180;48;800;"0"
"F";"S";31;0;60;24;500;"0"
"F";"S";22;0;264;0;450;"1"
"F";"S";19;0;12;12;413;"0"
"F";"S";30;0;168;12;680;"1"
"F";"C";30;0;120;0;173;"0"
"M";"C";42;0;48;144;938;"0"
"F";"S";48;0;156;0;775;"0"
"F";"C";35;0;24;0;0;"0"
"F";"S";38;0;120;36;555;"0"
"M";"S";28;0;12;12;248;"1"
"F";"C";52;0;156;60;920;"0"
"F";"S";37;0;336;360;1000;"0"
"F";"C";24;0;96;60;600;"0"
"F";"S";20;0;252;12;1500;"0"
"F";"C";30;0;360;12;565;"0"
"M";"S";19;0;216;24;0;"0"
"F";"S";43;0;180;12;240;"0"
"F";"C";35;0;120;60;600;"0"
"F";"C";53;0;120;12;1200;"0"
"M";"O";35;0;24;12;292;"1"
"M";"S";20;0;144;12;250;"1"
"F";"C";53;0;360;0;0;"0"
"F";"S";20;0;12;12;263;"1"
"F";"O";37;0;360;120;450;"0"
"F";"S";19;0;48;0;366;"0"
"F";"S";25;0;36;12;300;"0"
"M";"S";34;0;96;12;546;"0"
"M";"C";39;0;108;24;690;"0"
"F";"C";31;0;60;12;400;"0"
"F";"C";55;0;108;120;440;"0"
"F";"S";19;0;192;12;1150;"0"
"F";"S";24;0;288;72;450;"0"
"M";"S";25;0;144;12;1022;"0"
"F";"D";33;0;120;12;300;"0"
"F";"S";51;0;240;0;500;"0"
"F";"C";25;0;72;24;750;"0"
"M";"S";26;0;312;12;326;"0"
"F";"C";28;0;144;12;247;"0"
"F";"V";74;0;216;204;410;"0"
"M";"S";18;0;228;12;152;"1"
"M";"C";32;0;84;96;370;"1"
"F";"S";44;0;240;0;600;"0"
"M";"C";52;0;240;36;500;"0"
"F";"V";45;0;120;0;420;"0"
"M";"S";22;0;240;12;278;"0"
"M";"S";21;0;60;24;500;"0"
"F";"S";25;0;300;24;400;"1"
"F";"C";41;0;156;96;400;"0"
"F";"S";35;0;216;84;1058;"0"
"F";"C";20;0;60;36;658;"0"
"F";"C";35;0;12;24;600;"1"
"F";"S";35;0;84;12;260;"0"
"M";"S";20;0;240;24;300;"1"
"M";"S";22;0;264;12;297;"0"
"M";"S";27;0;24;36;345;"0"
"F";"C";44;0;60;0;500;"0"
"F";"C";50;0;192;12;800;"1"
"M";"C";31;0;12;36;683;"0"
"F";"C";48;0;168;60;842;"0"
"F";"S";35;0;12;120;220;"0"
"F";"C";46;0;72;0;1500;"0"
"F";"C";37;0;60;0;600;"1"
"F";"S";19;0;12;12;200;"1"
"F";"D";49;0;0;324;800;"0"
"F";"D";41;0;492;120;800;"1"
"M";"S";20;0;12;12;300;"0"
"F";"S";33;0;360;24;435;"0"
"M";"C";46;0;480;144;487;"0"
"F";"C";27;0;336;12;660;"0"
"M";"O";65;0;192;0;570;"0"
"M";"C";28;0;36;0;863;"1"
"M";"S";19;0;144;36;189;"0"
"M";"S";32;0;360;0;360;"0"
"F";"C";48;0;180;24;344;"1"
"M";"C";27;0;120;0;274;"0"
"M";"S";20;0;12;24;340;"0"
"F";"C";35;0;240;12;250;"0"
"M";"O";73;0;132;660;4168;"0"
"F";"S";38;0;120;48;350;"0"
"F";"S";21;0;252;0;500;"0"
"M";"C";32;0;120;432;360;"0"
"F";"O";27;0;12;0;300;"1"
"M";"S";20;0;36;12;400;"0"
"F";"V";52;0;24;12;300;"0"
"F";"C";46;0;192;228;698;"1"
"F";"S";25;0;252;60;220;"0"
"F";"C";24;0;144;36;400;"1"
"M";"O";27;0;48;12;1000;"0"
"F";"C";35;0;60;72;850;"0"
"F";"C";38;0;156;0;0;"0"
"M";"S";19;0;0;0;282;"1"
"M";"S";28;0;36;0;680;"0"
"F";"S";36;0;36;48;1044;"0"
"F";"S";20;0;48;24;250;"0"
"F";"C";26;0;324;12;300;"0"
"F";"C";61;0;180;12;338;"0"
"F";"C";49;0;240;0;500;"0"
"F";"C";29;0;72;96;500;"0"
"M";"D";52;0;180;0;267;"0"
"F";"S";23;0;12;12;180;"0"
"F";"C";40;0;12;228;800;"0"
"F";"V";56;0;360;192;180;"0"
"F";"C";30;0;36;72;600;"0"
"M";"S";29;0;72;12;600;"0"
"F";"S";20;0;240;48;380;"0"
"M";"C";49;0;360;48;1093;"0"
"F";"S";21;0;144;0;0;"1"
"F";"C";38;0;12;0;517;"0"
"F";"C";36;0;24;24;300;"0"
"F";"C";40;0;204;0;200;"0"
"F";"C";44;0;60;156;436;"0"
"F";"S";18;0;96;12;198;"1"
"F";"C";32;0;48;0;0;"0"
"F";"C";45;0;360;0;600;"0"
"F";"C";23;0;12;0;3300;"0"
"F";"C";37;0;72;108;2000;"0"
"F";"C";37;0;24;216;746;"0"
"M";"S";19;0;240;12;242;"0"
"F";"C";41;0;120;0;0;"1"
"M";"S";23;0;132;24;472;"0"
"F";"S";34;0;108;0;225;"0"
"F";"S";18;0;180;0;220;"0"
"F";"C";48;0;12;252;1226;"0"
"F";"S";20;0;12;12;370;"1"
"M";"S";53;0;72;12;4440;"0"
"F";"S";25;0;24;60;250;"0"
"F";"C";28;0;336;84;250;"0"
"F";"C";28;0;24;36;360;"0"
"M";"C";46;0;12;72;550;"0"
"M";"C";35;0;36;204;800;"0"
"F";"S";22;0;264;0;200;"0"
"F";"S";21;0;72;0;0;"1"
"F";"S";47;0;360;12;180;"0"
"F";"S";33;0;60;72;1000;"0"
"F";"S";19;0;120;0;260;"0"
"M";"S";25;0;180;12;450;"0"
"M";"C";36;0;60;144;900;"0"
"F";"S";23;0;36;36;200;"0"
"F";"C";42;0;108;12;255;"0"
"F";"S";22;0;12;12;585;"0"
"M";"S";32;0;96;24;1800;"1"
"F";"S";34;0;384;72;420;"0"
"M";"C";43;0;36;240;220;"1"
"F";"S";38;0;96;204;1300;"0"
"F";"S";46;0;132;60;180;"0"
"M";"C";46;0;108;12;250;"0"
"F";"S";55;0;12;0;389;"0"
"F";"S";21;0;240;12;353;"0"
"F";"S";26;0;12;12;504;"0"
"M";"C";25;0;12;48;250;"1"
"F";"S";29;0;120;12;238;"0"
"F";"C";57;0;480;0;226;"0"
"F";"C";47;0;120;0;600;"0"
"M";"O";50;0;24;0;1300;"0"
"F";"V";69;0;300;0;315;"1"
"F";"S";30;0;60;0;500;"0"
"M";"S";20;0;36;12;300;"1"
"M";"S";23;0;60;12;285;"0"
"F";"C";47;0;12;24;1000;"0"
"M";"C";46;0;144;12;300;"0"
"F";"C";62;0;360;0;300;"0"
"M";"S";20;0;264;60;600;"0"
"F";"V";76;0;48;0;4848;"0"
"F";"C";56;0;120;432;2200;"0"
"F";"O";30;0;72;48;420;"0"
"M";"S";19;0;228;36;400;"0"
"F";"C";53;0;84;24;1500;"0"
"F";"S";19;0;24;24;2000;"1"
"F";"O";44;0;36;48;800;"0"
"F";"S";23;0;276;0;800;"0"
"M";"C";15;0;408;12;400;"0"
"F";"C";40;0;12;0;0;"0"
"M";"C";36;0;24;48;318;"0"
"F";"S";19;0;120;12;200;"1"
"F";"D";47;0;12;0;270;"0"
"F";"C";41;0;36;240;1093;"0"
"F";"S";19;0;120;0;250;"1"
"M";"S";38;0;360;0;661;"1"
"M";"V";58;0;360;0;1600;"0"
"F";"S";19;0;228;12;180;"0"
"M";"C";36;0;144;24;452;"0"
"F";"S";18;0;216;0;500;"0"
"M";"C";33;0;48;24;900;"0"
"M";"S";20;0;240;12;500;"0"
"F";"S";25;0;12;60;670;"0"
"M";"S";34;0;120;132;395;"0"
"F";"S";25;0;180;12;882;"1"
"M";"C";50;0;252;12;608;"1"
"F";"S";43;0;240;0;1419;"1"
"F";"C";27;0;132;12;247;"1"
"F";"S";21;0;108;12;380;"1"
"F";"C";40;0;360;120;410;"0"
