"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"condition";"lat";"long"
427500;3;1;1480;4200;1,5;3;47,6147;-122,298
219000;2;1;1050;9000;1,5;4;47,2887;-122,299
358000;3;1,5;1810;100188;1;5;47,2175;-121,995
239950;3;1,75;1440;7200;1;3;47,4473;-122,284
340000;2;1;690;5200;1;3;47,556;-122,395
231500;2;1;1200;9488;1;5;47,4832;-122,299
320000;3;1;1560;7552;1;4;47,7552;-122,327
340000;2;1,75;1880;7208;1;3;47,6946;-122,328
540000;4;2,5;3000;5471;2;3;47,4797;-122,126
555000;4;1,75;2260;11000;1;3;47,6224;-122,109
495000;4;1,75;2040;3570;1;4;47,5754;-122,288
375000;3;2,5;1580;2407;2;3;47,5455;-122,368
267000;3;2,5;1580;12250;2;3;47,3771;-122,315
750000;4;1,5;2030;3300;1,5;4;47,5855;-122,383
363000;3;2;1750;7000;1;3;47,3693;-122,041
277000;4;2,5;1850;5880;2;3;47,3322;-122,173
162500;2;1;760;6141;1;2;47,5469;-122,277
456000;4;1,5;2220;12385;1;3;47,6734;-122,185
370000;4;1;1310;6000;1,5;3;47,5822;-122,295
235000;2;1;1270;9182;1,5;3;47,5365;-122,378
452000;6;2,25;2660;13579;2;3;47,7142;-122,286
899000;4;2,5;3720;30649;2;3;47,6651;-122,056
370000;3;2,5;2490;18525;2;3;47,2119;-122,001
410000;4;2,5;1900;15123;2;3;47,5015;-121,772
385000;4;2;1820;7102;1;3;47,7447;-122,324
680000;3;2;1780;5720;1;5;47,6794;-122,351
654000;3;2,5;2570;5500;1;4;47,6417;-122,397
646000;3;2,75;2460;6413;2;3;47,7497;-122,245
599500;4;2,25;2020;10260;2;4;47,6801;-122,114
679975;4;2,5;3830;4644;2;3;47,5384;-121,88
550000;3;2,5;2080;7749;2;3;47,5723;-122,021
4e+05;3;1,75;1470;6682;1;3;47,7315;-122,226
265000;5;2,75;2920;5250;1,5;5;47,3072;-122,221
360000;3;1,75;1900;11407;1;3;47,7455;-122,294
7e+05;3;1,75;1910;4800;1;3;47,6844;-122,332
664000;4;2;1530;4080;1,5;4;47,6645;-122,325
235000;2;1;1210;9400;1;2;47,5342;-122,36
615000;4;1,75;2270;9830;1;4;47,5999;-122,176
760000;3;2,75;3530;69834;2;3;47,6377;-121,995
430000;3;2,5;2075;39553;1;3;47,3601;-122,032
775000;5;2,75;3750;12077;2;3;47,3525;-122,002
515805;5;2,75;2710;4136;2;3;47,4786;-122,123
6e+05;4;1,5;1770;6014;1,5;4;47,5773;-122,393
235000;3;2;1090;8400;1;4;47,4942;-122,322
655100;1;1;1220;4160;1;3;47,6746;-122,315
1185000;3;2,25;2760;40946;2;5;47,6501;-122,164
453500;3;1,75;1550;7270;1,5;5;47,72;-122,317
157500;2;1;670;4500;1;3;47,5271;-122,326
247500;3;2,25;1620;6000;1;3;47,2835;-122,2
508000;2;1;820;5040;1;3;47,6498;-122,388
267500;5;3,5;2390;6600;2;5;47,3737;-122,115
585000;4;2,5;2330;45860;2;3;47,5842;-121,992
9e+05;3;2,5;3400;16603;2;3;47,6012;-122,023
389000;4;2,25;2130;5337;2;3;47,7237;-121,959
240000;3;2;1030;11118;1;5;47,3463;-122,308
435000;2;1;1260;4080;1,5;5;47,687;-122,32
740000;3;2,25;3440;44374;2;4;47,547;-122,111
325000;2;1;1060;6050;1;3;47,7028;-122,321
1150000;3;2,5;2850;10474;1;4;47,6218;-122,209
701000;4;2,5;3340;5314;2;3;47,5167;-121,885
919204;4;3,5;3760;5000;2;3;47,6826;-122,394
119900;2;1;700;3180;1;3;47,4976;-122,262
390000;1;1;710;4000;1;4;47,6562;-122,354
780000;3;2,75;2910;3094;2;5;47,7071;-122,276
263500;2;1;750;4515;1;3;47,5198;-122,351
1465000;4;4;4930;22093;2;3;47,5874;-121,965
855000;4;3,5;3460;7702;2;3;47,5942;-121,977
580000;4;1,5;1780;5100;1;3;47,6944;-122,288
580000;4;1,5;2430;4995;1,5;4;47,5782;-122,292
570000;4;2;1790;7800;1;5;47,6266;-122,103
270000;3;2,5;1770;7336;2;3;47,3639;-122,185
720000;4;2,25;2410;8400;2;5;47,626;-122,119
998000;3;2,25;3370;11757;2;4;47,5573;-122,16
554820;4;2;3510;12905;1;3;47,4466;-122,36
5e+05;3;1,75;1540;10800;1;5;47,5763;-122,222
370000;5;3;2220;5185;2;3;47,543;-122,29
575000;3;2;1520;5000;1,5;3;47,6733;-122,389
246000;3;2;1990;203861;1;3;47,2507;-122,039
535000;4;1;1660;10656;1,5;4;47,5391;-122,385
630000;3;3;1880;2200;2;3;47,6666;-122,367
334998;2;1;1800;5182;1;3;47,5508;-122,3
675000;4;1,75;1530;3615;1,5;4;47,6529;-122,334
1328000;5;3;3340;10796;1;3;47,5421;-122,229
4e+05;2;1,75;1250;7680;1;3;47,5242;-122,371
690000;4;2,5;2670;13463;2;4;47,5627;-122,018
445000;3;1;1050;5664;1;4;47,6897;-122,285
280000;3;2,5;1270;9675;2;3;47,4639;-121,744
390000;4;1,75;2180;7560;1;4;47,757;-122,336
325000;3;1,75;1790;27427;1;3;47,532;-121,761
230500;3;2,25;1690;7245;1;3;47,3505;-122,305
765000;4;2,75;2790;10819;2;3;47,5515;-122,08
805000;4;2,5;3020;3600;2,5;3;47,5407;-121,993
365000;3;2,5;2190;5091;2;3;47,3506;-122,039
436000;2;1;790;6600;1;3;47,6149;-122,293
1505000;4;3,5;3480;7232;2;3;47,5859;-122,291
660000;3;2,5;2680;28243;2;3;47,7637;-122,05
1697000;3;2;2600;6600;2;3;47,6055;-122,285
574500;4;1,5;1430;6380;1,5;4;47,7014;-122,313
870000;4;2,5;3240;7621;2;3;47,5641;-122,032
920000;3;1;1410;9656;1;3;47,6354;-122,208
565000;4;1;1540;2452;1,5;4;47,6522;-122,348
315000;2;1;1080;2674;1;4;47,5595;-122,317
1900000;3;3,75;3150;8550;2;3;47,6387;-122,284
585000;4;1,75;2270;27122;1;5;47,7637;-122,281
555000;3;2;2080;7020;1;4;47,6768;-122,285
360000;2;1;2320;11250;2;4;47,504;-122,362
265000;2;2;1650;8975;1;5;47,5073;-122,36
862500;4;2,75;3280;24440;2;3;47,7073;-122,07
253000;2;1,75;1220;5000;1;5;47,4906;-122,204
229500;3;1,5;1810;14400;1;4;47,2887;-122,269
465000;3;2,5;1890;4808;2;3;47,5348;-121,866
380000;3;1,5;1430;11173;1;1;47,5734;-122,153
379770;3;2,5;1470;1779;2;3;47,5472;-121,998
3e+05;3;2,25;1780;10395;1;3;47,4539;-122,15
490000;1;1;850;8050;1;2;47,5427;-122,288
598950;3;2,5;1480;1531;3;3;47,669;-122,402
274000;2;2;1700;7992;1;4;47,3031;-122,385
354000;2;1;1390;7740;1;4;47,5232;-122,371
556000;4;2,5;2230;7200;1;4;47,589;-122,156
7e+05;5;2,5;2830;25958;1;5;47,5896;-122,083
767500;2;1,75;2210;9374;1;4;47,6634;-122,359
1450000;5;2,75;3090;19865;1;4;47,6232;-122,235
675000;4;2,5;2900;5505;2;3;47,6063;-122,02
5e+05;3;1;1800;7200;1;3;47,5616;-122,275
498500;5;2,75;2990;7420;2;3;47,4944;-122,162
415000;3;1,5;1510;16800;1;5;47,751;-122,338
396900;3;2;1360;3120;2;3;47,6943;-122,307
545000;6;1,75;1820;6250;1;3;47,579;-122,39
280500;3;1,5;1670;6988;1;3;47,4283;-122,323
739900;5;2,5;2980;5377;2;3;47,7074;-122,101
979700;4;2,25;2480;6000;2;3;47,6392;-122,406
386500;4;1;1400;3600;1;4;47,5972;-122,295
345000;3;1;1060;5600;1;4;47,5116;-122,379
459000;2;2,5;1240;1249;3;3;47,6718;-122,386
250000;2;1,5;1200;5773;2;3;47,4723;-122,19
745000;4;2,5;2650;18903;2;3;47,5761;-121,989
303500;6;4,5;3390;7200;2;3;47,5205;-122,288
238950;2;1;1190;11400;1;3;47,5012;-122,265
427000;5;2,75;2220;4000;1;3;47,5754;-122,305
319000;3;2,5;2110;7434;2;4;47,3935;-122,169
186000;3;1;1200;10080;1;4;47,3261;-122,135
231500;4;2,25;2080;7526;1;4;47,3762;-122,183
453000;3;3;2330;4284;2;3;47,5547;-122,308
1312000;3;3,25;4030;6300;2;3;47,6664;-122,276
435000;3;2;1610;6911;1;3;47,7188;-122,177
440000;4;1,5;1770;5750;2;3;47,5621;-122,394
850000;3;3,5;2620;11148;2;4;47,5845;-122,115
839000;3;1;1230;12305;1;3;47,6095;-122,195
601150;2;2;1660;5200;1;5;47,6871;-122,334
480000;5;2;1760;21562;1;3;47,7597;-122,263
645000;4;2,5;2430;14400;1;5;47,6202;-122,138
474000;2;1;1090;3160;1;3;47,6385;-122,344
980000;5;4;3460;5400;2;3;47,5201;-122,204
377000;2;1,5;1000;1251;2;3;47,6529;-122,384
340000;4;2,5;2810;6481;2;3;47,333;-122,172
226740;3;1,5;1410;8800;1;4;47,2927;-122,183
324747;3;2,5;2060;4742;2;3;47,3706;-122,017
511000;3;2,5;1820;4883;2;3;47,7355;-122,224
392440;4;2,5;2547;4800;2;3;47,2592;-122,194
451000;4;1,75;1260;7250;1;3;47,5267;-122,032
362300;3;2,5;2430;15264;2;3;47,3805;-122,208
240000;3;1,5;1010;10350;1;3;47,379;-122,29
275000;2;1;1180;6552;1;4;47,7477;-122,342
691100;3;2,75;2360;16117;1;4;47,5698;-122,121
820000;3;2,5;2950;35108;1,5;3;47,7316;-122,035
4e+05;3;1;1410;9704;1;3;47,6203;-122,036
458500;3;2;1890;1599;2;3;47,5438;-122,385
295000;3;1,5;1220;3286;2;3;47,7168;-122,189
415000;3;1;2020;19210;1;3;47,7552;-122,229
650000;3;2,5;2870;7288;2;3;47,7745;-122,225
579000;2;2;1760;7200;1;5;47,5658;-122,276
336500;3;2,25;1420;3433;2;4;47,7245;-122,163
270000;3;2,25;1470;16728;1;4;47,4968;-122,302
995000;4;3,25;3530;20012;2;3;47,7193;-122,127
405000;4;2,25;1970;15743;1;3;47,7673;-122,202
396000;4;1,75;1970;12409;1;4;47,7489;-122,236
1575000;4;3,5;5830;131116;2;3;47,5986;-121,949
818000;4;2,25;2460;8001;2;4;47,548;-122,154
430000;4;1,75;1890;6000;1;4;47,7274;-122,305
491300;3;1,75;1750;11340;1;4;47,6099;-122,058
350000;3;1;1680;8010;1;3;47,6993;-122,376
176000;2;1;770;5200;1;5;47,3627;-122,087
469775;2;1,75;1530;7020;1;3;47,6465;-122,395
653000;3;2,5;2290;3475;2;3;47,5551;-122,001
5e+05;4;2,25;2030;8517;1;4;47,5495;-122,174
225500;4;2;1440;7950;1;5;47,4517;-122,082
488000;2;1,5;1000;5125;1;3;47,6926;-122,347
729950;4;3,5;3510;10010;2;3;47,5412;-121,876
393000;3;2,25;2140;10256;2;3;47,3751;-122,044
390000;3;2,25;2270;32112;1;4;47,3451;-122,094
540000;4;4,25;1960;3565;2;3;47,5849;-122,384
675000;3;2,25;1780;4252;2;4;47,6004;-122,292
286500;3;2;1840;8140;1;4;47,3106;-122,325
375000;4;1,75;1940;15909;1;3;47,7578;-122,094
976000;4;1,5;3120;7680;1;3;47,646;-122,39
313000;3;1,5;1550;7260;1,5;2;47,4693;-122,349
515000;3;2,5;3000;8250;1;4;47,6191;-122,112
545000;3;2,5;2760;17377;2;3;47,4929;-122,188
580000;4;2,5;2130;35752;1;3;47,5748;-122,031
340000;3;2;1140;11620;1;3;47,4991;-121,783
545500;3;2,5;1560;9361;1,5;4;47,5591;-122,295
289000;3;1,75;1260;8400;1;3;47,4366;-122,335
279000;3;2,5;1540;7280;1;3;47,3102;-122,322
630000;3;2,5;2460;38794;2;3;47,7602;-122,022
337000;4;2,5;3200;5772;2;3;47,3486;-122,153
997000;4;3,5;3430;13609;2;3;47,5196;-122,151
257000;3;1;1450;7850;1,5;5;47,4299;-122,199
699000;4;2,5;2440;14470;1;4;47,6401;-122,168
660000;3;3,25;1980;2850;3;3;47,6597;-122,331
246000;4;2;1400;7632;1,5;5;47,4625;-122,345
515000;2;1;1060;4960;1;3;47,6896;-122,331
199000;3;1;1000;8512;1;3;47,2151;-121,993
940000;3;1,5;2140;3600;2;3;47,6337;-122,365
385000;2;1;770;7554;1;3;47,7057;-122,36
638000;3;3,25;1720;1587;2,5;3;47,6187;-122,299
660000;3;2,25;2280;6150;2;3;47,5423;-122,385
367950;4;2,5;3030;9500;2;3;47,3511;-122,287
290000;4;2;1560;8800;2;5;47,4927;-122,312
1050000;3;2;2090;4077;1,5;4;47,6433;-122,3
519900;4;2;1820;9350;1;4;47,6288;-122,098
389900;4;1;1710;117176;1,5;4;47,4497;-122,212
405000;5;2,5;2430;4781;2;3;47,4487;-122,117
489000;3;2,5;2260;19821;2;3;47,448;-122,088
665000;3;2,5;2610;35000;2;3;47,7377;-122,101
229000;4;1,5;1820;22814;1,5;3;47,7321;-122,296
392500;3;1;1100;7650;1;3;47,7219;-122,354
394475;2;1;830;4000;1;3;47,6929;-122,379
645000;4;3,5;2910;5260;2;3;47,5168;-121,883
555000;5;2,75;2810;13144;1;3;47,6199;-122,141
642860;4;2,75;2520;6398;2;3;47,7685;-122,159
478000;2;1;820;6000;1;3;47,6494;-122,395
272000;4;2,25;1800;9018;2;3;47,2126;-121,984
560000;4;1,75;1880;3880;1,5;4;47,6635;-122,362
695000;4;2,75;2660;7389;2;3;47,5993;-121,977
785000;4;3;3370;100681;1;5;47,4319;-122,148
525000;3;1;1500;6800;1;3;47,6706;-122,268
3e+05;4;2,25;1660;3200;2;3;47,3666;-122,019
330000;4;1,75;1550;50094;1;4;47,2194;-122,059
5e+05;3;2;1720;5525;1;5;47,559;-122,298
480000;3;2,5;2980;7338;2;3;47,437;-122,207
407450;4;1,5;2310;68824;2;4;47,3354;-122,031
1065000;4;3,75;4260;9800;2;3;47,6739;-122,172
710000;4;1,75;2120;5400;1;4;47,6501;-122,395
729032;4;2,5;2840;12866;1;4;47,6388;-122,167
453000;3;2,5;1750;3900;2;3;47,6638;-122,129
163000;3;1,75;1290;4811;1;3;47,3912;-122,234
989990;4;3,5;3830;7150;2;3;47,7049;-122,126
850000;3;1,75;1370;3850;1;5;47,6374;-122,279
3e+05;3;3;2850;9375;1;3;47,4655;-122,209
373500;2;1;800;3330;1;3;47,6566;-122,358
564000;2;2;1690;4500;1;3;47,7133;-122,031
209000;3;1;920;5200;1;4;47,3647;-122,082
262000;3;1,75;1320;6530;1;4;47,2871;-122,354
1298890;5;2,25;2690;10800;1;4;47,5821;-122,247
550000;4;2,75;2160;5005;1;3;47,6971;-122,302
322000;3;2;1760;43575;1;3;47,3565;-121,94
334950;3;1,75;1880;16262;1;5;47,5089;-122,155
632500;5;2,5;2640;7096;2;3;47,6827;-122,038
635000;4;1,75;2400;10050;1;5;47,6339;-122,124
245000;1;1;390;2000;1;4;47,6938;-122,347
257500;3;2,25;1715;6819;2;3;47,3097;-122,327
237000;3;1;1300;8160;1;4;47,511;-122,172
235000;2;2,25;1660;2748;2;3;47,4333;-122,212
520000;3;2,5;2460;54885;2;4;47,4996;-122,146
350000;3;2,25;2470;10290;2;3;47,4459;-122,124
275000;4;1;1430;27153;1,5;4;47,5372;-121,744
239000;4;1;1280;8316;1;3;47,4989;-122,302
751750;2;2;1880;5400;1,5;3;47,6238;-122,311
4e+05;3;1;1040;6250;1;3;47,5526;-122,385
805000;3;1,75;1080;3200;1;4;47,6503;-122,338
1462500;5;3,25;3840;4800;3;3;47,5929;-122,29
425000;2;1;970;2700;1;4;47,6852;-122,312
640000;3;2,5;2790;31798;1;5;47,5241;-122,039
1125000;4;3,5;3170;4000;2;3;47,6265;-122,298
305000;4;1;2100;9288;1;4;47,4558;-122,171
430000;3;1,5;1690;9708;1,5;5;47,5732;-122,136
6e+05;3;1;1310;5000;1,5;3;47,6624;-122,347
356000;2;1;1430;365904;1;3;47,513;-121,857
251000;3;2;1650;7930;1;4;47,3617;-122,05
990400;3;2,5;2100;4097;2;3;47,5983;-122,2
234000;3;1;1040;8128;1;3;47,7425;-121,981
575000;4;2;1660;4800;1,5;3;47,6556;-122,345
551000;4;1,5;1470;5100;1,5;3;47,6769;-122,381
195000;2;1;1190;27007;1;4;47,524;-122,04
340000;2;1;860;7102;1;3;47,7042;-122,369
395000;4;1;1980;10350;1;4;47,5226;-122,045
738000;4;2,5;2830;5010;2;3;47,6952;-122,327
275000;2;1,75;2090;11317;1;5;47,4594;-122,279
492000;4;2;1640;5000;2;3;47,6662;-122,365
465000;3;3,25;1510;1850;2;3;47,6683;-122,362
840000;3;2,5;2060;9715;2;3;47,6961;-122,316
630000;4;2,5;1910;1502;3;3;47,6747;-122,393
612000;5;2,5;2300;7000;1;3;47,6875;-122,122
337500;3;2,25;1530;6600;1;4;47,462;-122,188
430000;5;2,5;3860;42733;1;4;47,3117;-122,254
835000;4;4,25;4930;25714;2;3;47,3069;-122,148
650000;3;1,75;2920;9370;1;4;47,5491;-122,151
545000;4;2,5;2080;8504;2;3;47,5703;-121,998
265000;3;2,5;1340;10290;1;4;47,3553;-122,149
539950;3;2,5;1330;2180;3;3;47,6987;-122,365
314000;3;1,75;1620;9600;1;4;47,4749;-122,155
824500;4;2,5;2610;3500;1,5;5;47,6848;-122,326
255000;3;2;1290;13282;1;3;47,3787;-122,169
539000;2;1,75;1900;5175;1;3;47,5689;-122,386
410000;3;2,5;1420;1269;3;3;47,6904;-122,342
762500;4;2,25;3130;41382;2;3;47,6683;-122,034
615000;3;2,25;1760;1146;3;3;47,6073;-122,304
898000;5;2,25;2700;9000;2;5;47,6599;-122,146
556000;3;1,75;1640;7437;1;3;47,5324;-122,38
450000;4;2,75;2310;5650;1;3;47,513;-122,252
1205000;4;3,5;3590;5335;2;3;47,6762;-122,267
344000;4;2,5;2100;8501;2;5;47,1951;-122,01
510000;3;1,5;1730;6240;1;3;47,5282;-122,391
7e+05;2;1,5;1850;4945;1,5;4;47,5742;-122,379
840000;5;3;2750;3800;1,5;5;47,6845;-122,313
388000;4;2,5;2440;7155;2;3;47,4501;-122,126
404000;4;1,75;1840;10720;1;3;47,6074;-122,125
305500;3;1;1240;6090;1;4;47,7542;-122,307
665000;3;2,75;1800;9550;1;4;47,5679;-122,178
680000;2;1;1020;8442;1;4;47,5145;-122,391
327000;3;3;1370;1001;3;3;47,7302;-122,355
81000;2;1;730;9975;1;1;47,4808;-122,315
550000;4;3;4180;35169;2;3;47,4;-122,027
330000;2;2,5;1310;2915;2;3;47,4911;-122,154
554000;3;2;1910;9001;1;4;47,6037;-122,119
4e+05;1;1;530;13679;1;4;47,6422;-121,954
760000;4;2,5;2920;7901;2;3;47,7036;-122,125
435000;3;2,5;1900;7984;2;3;47,7433;-122,194
350000;4;2,5;2380;6124;2;3;47,3662;-122,175
525000;4;2,25;2620;98881;1;3;47,4662;-122,453
559000;3;1,5;2070;5386;1;4;47,6896;-122,374
205000;3;0,75;770;7000;1;3;47,5661;-121,887
1712750;5;2,5;2660;6572;1;5;47,6176;-122,223
1025000;4;3,5;3320;19850;1;4;47,527;-122,228
330000;4;1,75;2440;7350;1;3;47,3743;-122,285
581000;2;1;1170;4080;1;4;47,6784;-122,386
765000;4;2,5;3190;38119;2;3;47,6698;-122,044
680000;8;2,75;2530;4800;2;4;47,6241;-122,305
7e+05;4;2;2490;4700;1;4;47,5254;-122,392
420000;4;2,25;2030;12000;2;3;47,7699;-122,168
175000;2;1;1160;6911;1;3;47,7149;-122,318
680000;4;2,75;2720;54048;2;3;47,7181;-122,089
315000;4;3;2210;4191;2;3;47,2959;-122,225
390000;3;2;1510;10827;2;3;47,654;-122,127
220000;3;1,75;1230;8917;1;4;47,4528;-122,172
450000;3;2,25;1960;6500;2;4;47,6642;-122,129
676000;3;2;1730;6784;2,5;4;47,6462;-122,403
865000;3;1,5;1790;7526;1;3;47,6387;-122,207
4e+05;2;1;1180;10800;1;3;47,7273;-122,236
475000;4;3,5;2440;3052;2;3;47,555;-122,309
483000;2;1,75;1400;4720;1;4;47,5705;-122,392
760000;3;3,5;2350;10739;1;5;47,7288;-122,284
5e+05;4;2,5;2840;18001;2;3;47,7359;-121,962
194000;3;1;1180;6050;1;3;47,4945;-122,249
310650;3;1,75;1510;12408;1;4;47,5069;-122,141
365000;3;1;1380;30940;2;3;47,334;-122,106
980000;4;1,75;2120;4000;1,5;4;47,6601;-122,275
493000;4;2;1910;2874;1;3;47,6101;-122,295
640000;4;2,5;2260;5172;2;3;47,7047;-122,128
825000;3;1,75;2080;5000;2;5;47,6717;-122,356
805000;3;3;3910;19023;2;3;47,6953;-121,914
299000;3;1;1510;6200;1;3;47,5293;-122,274
523000;3;1;1440;8681;1,5;3;47,6976;-122,283
950000;4;3,5;4140;13392;2;3;47,5261;-122,144
448000;4;1,75;2560;8270;1;3;47,7572;-122,147
542525;4;2,5;2650;5600;2;3;47,4786;-122,122
340000;4;2,5;1954;4805;2;3;47,4297;-122,19
230000;2;0,75;650;5360;1;4;47,7281;-122,335
355000;2;2,5;1370;1140;2;3;47,7055;-122,342
350000;3;2,25;1760;9621;2;3;47,7466;-121,979
540000;4;2,5;1780;4169;2;3;47,5695;-122,006
1850000;5;3,25;3680;6060;2;5;47,6341;-122,304
591000;3;2;1460;3600;2;3;47,6123;-122,314
819000;3;3,5;2130;6150;2;5;47,6491;-122,405
395000;2;2;1960;4018;1;5;47,5629;-122,32
920000;3;1,75;3670;11884;1;4;47,5604;-122,133
515000;3;1,75;1190;4500;1;3;47,5576;-122,388
153503;2;2,5;1240;3649;2;3;47,3241;-122,322
732500;3;2,5;2470;10321;2;3;47,6694;-122,141
8e+05;7;6,75;7480;41664;2;3;47,4643;-122,368
824000;4;3,5;3650;57538;2;3;47,7711;-122,041
394950;3;2,5;1350;1250;3;3;47,5491;-122,387
465000;3;2,5;1440;4473;2;3;47,6825;-122,036
303500;3;1,5;1060;10464;1;4;47,7313;-122,229
440000;3;1,75;1170;8740;1;4;47,6849;-122,117
395000;3;1,75;1620;8085;1;3;47,7349;-122,197
623300;4;3,5;4170;4524;2;3;47,7726;-122,162
250000;3;2,25;1560;15340;2;3;47,4989;-122,322
616500;3;2,5;3580;118047;1;3;47,4453;-121,98
645000;2;1,5;1995;115670;1,5;4;47,4022;-122,464
935000;2;2,5;1680;977;3;3;47,632;-122,361
898000;2;1,75;1490;9874;1;4;47,6246;-122,199
752000;4;2,5;2570;8178;1;3;47,5483;-122,261
412000;3;1;1000;3844;1;5;47,7031;-122,349
235000;3;1;1240;18000;1;2;47,3514;-122,315
1260000;3;3,5;3220;3960;2;3;47,5909;-122,384
315000;2;1;970;18557;1;3;47,5116;-122,37
483945;2;1,75;1480;5120;1;4;47,558;-122,392
821000;3;2,75;2760;8476;1;4;47,5402;-122,215
418000;3;1,75;1530;7238;1;3;47,7629;-122,315
592500;4;2,5;2240;12032;1;3;47,6143;-122,017
680000;4;2,5;2830;8399;2;3;47,5851;-122,034
397500;3;2,25;1430;1383;3;3;47,6917;-122,341
440000;4;2,75;2420;10200;1;3;47,72;-122,236
295000;3;1,75;1440;4000;1;4;47,5329;-122,354
198500;3;1,75;1520;7137;1;3;47,4924;-122,311
375900;6;1,5;2550;33740;1;4;47,3222;-122,362
852880;4;3,25;3450;6184;2;3;47,6072;-122,054
475000;3;1;1380;4635;1;4;47,57;-122,285
860000;5;2,25;1960;8592;1;4;47,6066;-122,192
339950;3;2,5;1730;4286;2;3;47,432;-122,329
429000;4;2,5;2100;7920;1,5;4;47,5293;-122,371
520000;4;1,75;1240;4532;1,5;4;47,6892;-122,378
760000;4;2,5;2990;5280;2;3;47,5353;-122,066
245000;3;1;1380;9875;1;3;47,5131;-122,334
355000;3;1;1600;5001;1,5;5;47,7232;-122,289
570000;3;1,5;1300;7287;1;4;47,6889;-122,187
535000;2;2;1510;5133;1,5;3;47,6415;-122,401
580000;3;1,5;1860;7190;2;5;47,7716;-122,392
425000;3;1;1010;5864;1;3;47,5733;-122,381
258950;3;1,75;1440;8050;1;3;47,3187;-122,39
619000;3;2,5;2720;6439;2;3;47,5422;-121,86
775000;3;2,5;2890;8470;2;3;47,5785;-122,054
492450;3;1,75;1540;13002;1;2;47,6231;-122,044
350000;4;2,75;3390;16153;1;4;47,3954;-122,184
175000;3;1;1150;8924;1;3;47,3865;-122,217
339950;4;2,5;2260;6086;2;3;47,3642;-122,174
257000;2;1;1000;3700;1;3;47,552;-122,29
780000;3;2,5;2940;15875;2;3;47,5947;-122,016
599000;4;2,5;2640;6738;2;4;47,5787;-122
830000;4;2,5;3400;9692;2;3;47,708;-122,109
641000;3;1,75;1480;9603;1;3;47,5915;-122,202
215000;2;1;1320;8865;1;4;47,4949;-122,3
310000;1;0,75;520;2885;1;4;47,6886;-122,378
415000;4;2,75;2390;9968;1;4;47,3706;-122,056
767500;4;2;2350;4815;1,5;4;47,6681;-122,338
220000;3;2;1410;7998;1;4;47,4968;-122,277
740000;4;2,25;2920;46355;2;4;47,569;-121,962
665000;3;3,5;2460;14155;2;3;47,7743;-122,279
297262;3;2,5;1730;8076;2;3;47,2619;-122,308
284000;4;2,5;1830;6360;2;3;47,4184;-122,18
353000;4;2,5;2300;4249;2;3;47,3516;-122
128000;2;1;980;5393;1;3;47,3674;-122,081
790000;3;1,75;1790;6117;1;3;47,6366;-122,401
230000;2;1;800;17965;1;4;47,4693;-122,161
295000;3;1;1000;8320;1;5;47,7548;-122,316
530000;3;2,5;1950;9906;2;3;47,6363;-122,025
245560;2;1,5;1260;9693;1;3;47,7775;-122,365
495000;3;2,5;2577;156816;2;3;47,2935;-122,108
235000;4;1,75;1920;9350;1;4;47,292;-122,195
205000;3;1,5;1820;8585;1;4;47,4479;-122,213
495000;3;2,5;1750;1548;3;3;47,5532;-122,282
206000;3;1;1060;9600;1;4;47,2878;-122,358
575000;3;1,75;1720;5956;2;3;47,6875;-122,202
806000;4;2,5;3370;9629;2;3;47,5896;-121,978
383000;3;1,75;1500;13430;1;3;47,7527;-122,082
345000;5;3;2080;6150;1;3;47,5707;-122,394
437718;3;2,5;1800;3265;2;3;47,5338;-121,841
995000;2;2;1600;64468;1;3;47,7344;-122,143
565000;2;1,75;1130;276170;1;3;47,2673;-122,027
1010000;4;2,75;2940;5400;1,5;5;47,6366;-122,369
394000;3;1;1450;7930;1;4;47,5212;-122,371
349000;3;1,75;1740;7682;1;3;47,4451;-122,126
939000;4;2,25;2240;9684;2;4;47,5489;-122,225
334500;3;2;1700;8160;1;3;47,74;-122,339
513000;3;2,25;1500;1312;3;3;47,6534;-122,346
235000;3;1,75;1420;7920;1;4;47,2931;-122,188
390000;3;1;1000;6947;1;3;47,7142;-122,319
1285000;3;2,25;2440;9200;1;4;47,6629;-122,269
275000;2;1;910;4191;1;3;47,6929;-122,36
385195;1;1;710;6000;1,5;3;47,5756;-122,316
350000;3;2,25;1860;8378;2;3;47,3875;-122,032
539000;4;2,5;2340;19850;2;3;47,7672;-122,306
237000;3;1,5;1800;9216;1;4;47,2739;-122,249
488500;3;2;1710;10959;1;4;47,697;-122,199
215000;4;2;1470;7000;1;4;47,3742;-122,289
268500;2;1;790;8424;1;4;47,7511;-122,352
289000;3;2,5;1970;9607;2;3;47,3462;-122,286
403000;2;1;720;3255;1;4;47,6823;-122,348
1057000;2;1,5;2370;184231;2;3;47,4543;-121,778
515000;4;2,75;2700;5150;2;3;47,5209;-121,874
450000;3;2,5;2280;4557;2;3;47,7733;-122,266
979500;4;3,75;4133;361548;2;3;47,7479;-121,972
550000;3;3,75;1580;1303;2;3;47,5875;-122,315
875000;5;3;2960;15152;2;3;47,6689;-122,179
570000;4;2,5;2890;5801;2;3;47,7349;-122,238
1195000;5;3;3420;18129;2;3;47,5333;-122,217
310000;3;1;1010;9945;1;4;47,5324;-121,763
3e+05;3;1,5;1500;14750;1,5;4;47,495;-122,318
