"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"S";20;0;240;0;300;"0"
"F";"S";18;0;60;24;280;"0"
"M";"S";21;0;228;12;500;"1"
"F";"C";42;0;48;0;280;"0"
"F";"S";30;0;360;36;500;"1"
"F";"S";39;0;48;36;300;"0"
"F";"S";22;0;48;96;241;"0"
"F";"C";47;0;216;0;0;"0"
"F";"C";53;0;48;24;510;"0"
"F";"S";28;0;96;72;800;"0"
"M";"S";20;0;240;0;200;"1"
"F";"S";30;0;0;12;252;"1"
"F";"V";35;0;120;24;272;"0"
"F";"V";38;0;96;96;360;"0"
"F";"S";21;0;252;0;239;"1"
"F";"S";22;0;12;24;271;"0"
"F";"V";58;0;600;0;360;"0"
"F";"S";20;0;72;12;300;"1"
"M";"C";22;0;120;0;180;"0"
"F";"C";22;0;12;12;270;"0"
"F";"S";22;0;240;12;230;"0"
"F";"C";40;0;120;12;276;"1"
"F";"S";23;0;288;36;220;"0"
"F";"S";40;0;120;180;3835;"0"
"F";"O";23;0;36;24;220;"1"
"F";"S";37;0;120;60;374;"0"
"F";"C";35;0;420;0;480;"0"
"F";"V";60;0;24;360;917;"0"
"M";"C";31;0;372;0;500;"0"
"M";"S";19;0;120;48;200;"0"
"M";"S";19;0;60;12;260;"0"
"F";"O";35;0;48;24;450;"1"
"M";"S";19;0;12;0;0;"0"
"M";"S";21;0;216;36;482;"1"
"F";"S";53;0;216;288;1500;"1"
"F";"V";51;0;300;60;1070;"0"
"F";"S";24;0;12;12;220;"0"
"M";"S";29;0;120;0;270;"0"
"F";"S";38;0;24;24;380;"0"
"M";"S";20;0;240;12;280;"0"
"F";"S";26;0;60;12;1000;"1"
"F";"V";71;0;252;264;1355;"0"
"F";"C";21;0;36;0;0;"0"
"M";"O";37;0;216;24;472;"1"
"F";"C";61;0;96;156;356;"0"
"M";"C";48;0;120;12;1380;"0"
"F";"S";45;0;360;24;226;"0"
"F";"S";26;0;120;48;591;"0"
"F";"S";19;0;240;12;200;"1"
"F";"S";18;0;216;0;250;"1"
"F";"D";39;0;240;240;650;"1"
"F";"O";30;0;12;0;2595;"0"
"M";"S";33;0;84;12;424;"1"
"F";"O";40;0;48;108;995;"0"
"M";"C";61;0;204;72;328;"0"
"F";"C";48;0;96;96;280;"0"
"M";"C";26;0;60;0;270;"0"
"F";"S";20;0;240;12;202;"0"
"M";"S";25;0;36;24;350;"0"
"M";"S";40;0;60;24;183;"0"
"F";"C";34;0;72;0;0;"0"
"F";"S";21;0;216;0;220;"0"
"M";"S";21;0;120;12;234;"0"
"F";"C";27;0;0;0;1000;"0"
"F";"C";35;0;48;12;200;"0"
"F";"S";53;0;360;408;1200;"0"
"M";"O";42;0;168;96;600;"0"
"M";"S";31;0;96;36;300;"1"
"M";"C";29;0;180;180;800;"0"
"F";"S";33;0;360;0;600;"0"
"F";"S";32;0;72;144;900;"0"
"F";"S";29;0;0;108;1600;"0"
"F";"S";20;0;48;12;400;"0"
"F";"S";42;0;12;96;300;"1"
"F";"D";53;0;36;120;600;"1"
"M";"C";29;0;0;0;1274;"0"
"F";"S";21;0;252;60;1000;"1"
"M";"S";20;0;240;96;600;"1"
"M";"C";31;0;48;12;376;"0"
"M";"C";42;0;504;12;700;"0"
"F";"S";35;0;240;0;500;"1"
"F";"S";24;0;12;48;351;"0"
"F";"S";18;0;204;0;380;"0"
"F";"O";37;0;444;12;700;"0"
"M";"S";23;0;12;48;500;"0"
"F";"C";39;0;240;0;1200;"1"
"F";"S";18;0;216;12;360;"1"
"F";"V";41;0;360;96;162;"0"
"M";"O";25;0;36;0;700;"0"
"M";"S";24;0;12;12;600;"0"
"F";"S";27;0;180;180;300;"1"
"F";"V";54;0;72;0;200;"0"
"M";"S";18;0;216;12;546;"0"
"F";"V";59;0;432;84;311;"0"
"F";"S";45;0;12;12;459;"0"
"F";"S";43;0;108;12;4006;"0"
"F";"S";22;0;276;12;480;"0"
"M";"C";30;0;60;120;2737;"0"
"F";"S";18;0;36;12;500;"0"
"M";"S";20;0;36;72;239;"0"
"M";"S";31;0;72;120;540;"0"
"F";"S";23;0;36;0;500;"0"
"F";"C";45;0;84;96;218;"0"
"F";"S";20;0;12;12;200;"1"
"F";"S";20;0;240;72;500;"0"
"M";"S";20;0;180;12;221;"1"
"F";"S";38;0;96;72;1000;"0"
"F";"S";21;0;12;24;360;"0"
"F";"V";65;0;300;48;384;"0"
"F";"S";21;0;60;12;300;"1"
"F";"O";46;0;240;12;350;"0"
"M";"C";40;0;120;252;1500;"0"
"F";"C";38;0;120;12;1540;"0"
"F";"D";41;0;492;96;1100;"0"
"F";"C";26;0;24;36;220;"0"
"F";"O";21;0;12;12;200;"0"
"F";"O";52;0;216;60;1428;"0"
"F";"C";46;0;216;312;350;"0"
"F";"S";32;0;180;60;1500;"0"
"F";"O";37;0;300;12;360;"1"
"M";"S";22;0;12;12;277;"0"
"F";"S";34;0;360;36;305;"0"
"F";"S";35;0;96;12;180;"0"
"F";"D";54;0;24;0;280;"0"
"F";"C";22;0;12;12;490;"0"
"M";"S";30;0;12;48;384;"0"
"M";"C";15;0;408;12;400;"0"
"F";"S";20;0;132;12;500;"0"
"M";"S";38;0;60;36;448;"0"
"F";"C";30;0;24;12;200;"0"
"F";"V";24;0;60;12;623;"0"
"M";"S";24;0;288;12;350;"1"
"F";"S";24;0;0;0;320;"0"
"M";"C";38;0;60;12;850;"0"
"F";"C";26;0;60;36;1500;"0"
"M";"S";23;0;276;36;550;"0"
"M";"C";27;0;36;36;250;"0"
"F";"S";26;0;312;36;400;"1"
"M";"C";34;0;120;12;315;"0"
"M";"D";49;0;480;348;1057;"0"
"F";"S";24;0;12;24;217;"0"
"F";"S";31;0;96;144;700;"1"
"F";"S";16;0;12;12;350;"0"
"F";"C";34;0;60;120;150;"0"
"F";"V";52;0;240;240;448;"0"
"M";"C";25;0;24;48;750;"0"
"F";"S";21;0;216;0;300;"0"
"M";"S";37;0;120;36;958;"0"
"F";"S";20;0;240;12;350;"0"
"F";"S";24;0;240;12;410;"1"
"F";"D";34;0;168;48;411;"0"
"F";"S";27;0;24;60;700;"1"
"F";"S";32;0;36;12;800;"0"
"M";"C";36;0;432;24;627;"0"
"F";"S";21;0;252;12;400;"1"
"F";"C";40;0;240;12;459;"0"
"F";"O";33;0;36;12;500;"0"
"M";"C";39;0;360;132;900;"0"
"M";"S";18;0;216;12;203;"0"
"M";"C";37;0;48;48;360;"0"
"M";"C";42;0;96;228;2000;"0"
"F";"S";20;0;24;12;450;"0"
"F";"C";28;0;144;12;480;"0"
"F";"D";44;0;204;204;1098;"1"
"F";"V";39;0;360;12;400;"1"
"M";"S";52;0;48;360;1200;"0"
"M";"C";32;0;384;0;800;"0"
"F";"C";37;0;12;144;292;"0"
"F";"C";44;0;204;12;300;"0"
"F";"S";43;0;576;156;563;"0"
"F";"C";40;0;96;204;0;"0"
"F";"V";54;0;660;12;500;"1"
"F";"S";41;0;24;12;385;"0"
"F";"D";43;0;96;300;1500;"0"
"M";"S";20;0;72;12;500;"0"
"M";"S";19;0;156;24;500;"0"
"F";"S";26;0;12;0;0;"0"
"F";"C";39;0;48;180;766;"0"
"F";"O";21;0;24;12;500;"0"
"F";"S";30;0;72;36;500;"0"
"F";"S";27;0;48;60;400;"0"
"M";"C";39;0;84;0;1800;"0"
"M";"C";27;0;324;60;840;"0"
"F";"C";45;0;12;12;5249;"0"
"M";"C";23;0;12;12;595;"0"
"F";"S";23;0;108;60;300;"0"
"M";"S";25;0;240;36;210;"0"
"F";"C";43;0;60;36;1500;"0"
"M";"S";24;0;60;60;1846;"0"
"M";"S";20;0;120;12;708;"0"
"F";"S";18;0;48;12;0;"0"
"F";"C";38;0;144;228;882;"0"
"F";"C";30;0;144;120;400;"0"
"F";"V";58;0;120;288;117;"0"
"F";"C";30;0;120;24;428;"0"
"F";"S";47;0;108;0;4000;"0"
"F";"C";32;0;60;0;0;"0"
"F";"C";29;0;60;12;720;"0"
"F";"S";27;0;132;0;450;"0"
"F";"D";27;0;312;48;1200;"0"
"M";"S";27;0;12;120;1200;"0"
"F";"S";27;0;24;48;350;"0"
"M";"S";22;0;144;0;220;"0"
"F";"S";22;0;144;12;229;"0"
"M";"S";39;0;456;48;370;"1"
"F";"S";19;0;120;12;180;"0"
"F";"C";39;0;120;0;450;"0"
"F";"D";49;0;552;12;1100;"0"
"F";"S";42;0;24;132;1149;"0"
"M";"S";18;0;216;0;180;"1"
"F";"V";71;0;120;12;210;"0"
"F";"S";19;0;216;24;350;"0"
"F";"S";47;0;564;240;800;"0"
"M";"C";46;0;96;0;4000;"0"
"M";"C";27;0;240;12;240;"1"
"M";"S";21;0;72;12;400;"0"
"F";"S";17;0;204;12;220;"0"
"F";"S";22;0;36;48;213;"0"
"M";"C";47;0;360;0;659;"0"
"M";"S";21;0;252;0;272;"1"
"M";"C";35;0;36;48;300;"0"
"F";"S";36;0;12;48;500;"0"
"F";"O";26;0;12;12;300;"0"
"F";"C";23;0;0;24;367;"0"
"F";"S";19;0;96;0;180;"0"
"F";"C";43;0;192;240;1100;"1"
"F";"S";38;0;180;24;350;"0"
"F";"O";53;0;120;84;250;"0"
"F";"S";47;0;72;0;0;"0"
"M";"S";41;0;12;96;3000;"0"
"F";"S";38;0;120;36;555;"0"
"F";"S";23;0;24;0;142;"0"
"F";"S";31;0;12;12;180;"0"
"F";"V";52;0;12;108;300;"1"
"F";"S";21;0;180;60;2000;"0"
"M";"O";34;0;144;108;980;"1"
"F";"C";56;0;240;240;3000;"0"
"M";"D";38;0;456;156;950;"0"
"M";"S";25;0;12;12;1158;"1"
"F";"S";22;0;240;0;286;"0"
"F";"V";38;0;240;96;348;"0"
"M";"S";20;0;120;0;223;"0"
"F";"S";42;0;12;144;578;"0"
"F";"S";36;0;24;12;900;"1"
"F";"S";48;0;156;240;2900;"0"
"M";"S";35;0;96;72;800;"0"
"F";"C";40;0;480;60;595;"1"
"F";"S";32;0;384;132;332;"1"
"F";"C";22;0;336;24;250;"0"
"F";"S";70;0;168;0;1057;"1"
"F";"S";19;0;168;12;550;"0"
"F";"S";22;0;264;12;280;"1"
"F";"C";20;0;240;0;1000;"0"
"F";"O";23;0;36;0;500;"0"
"F";"S";24;0;300;48;300;"0"
"M";"S";29;0;36;36;442;"0"
"F";"S";37;0;96;24;300;"0"
"F";"D";43;0;252;0;744;"0"
"M";"S";23;0;24;12;810;"0"
"M";"D";59;0;348;60;2200;"0"
"F";"C";45;0;120;0;0;"0"
"M";"S";20;0;120;84;1000;"1"
"F";"S";40;0;360;0;180;"0"
"M";"S";28;0;300;48;1443;"1"
"F";"S";22;0;240;72;250;"0"
"F";"S";25;0;96;96;280;"0"
"M";"C";46;0;240;120;158;"0"
"F";"S";28;0;72;0;240;"0"
"F";"C";21;0;24;24;220;"0"
"F";"S";21;0;180;12;350;"1"
"F";"S";20;0;48;0;180;"1"
"F";"C";51;0;192;24;1700;"0"
"F";"V";39;0;60;0;960;"0"
"F";"S";25;0;12;12;180;"0"
"M";"C";32;0;264;24;533;"1"
"F";"D";41;0;240;60;698;"0"
"F";"S";38;0;108;36;300;"0"
"F";"S";47;0;72;192;600;"0"
"F";"C";47;0;120;12;290;"0"
"F";"C";43;0;156;144;860;"0"
"F";"S";25;0;180;12;480;"0"
"F";"S";35;0;48;60;200;"0"
"F";"S";38;0;360;60;400;"0"
"M";"S";41;0;96;12;1200;"1"
"F";"O";29;0;24;84;600;"0"
"M";"C";50;0;12;180;1200;"1"
"M";"C";55;0;600;324;430;"0"
"F";"S";22;0;108;12;220;"0"
"F";"C";23;0;96;36;800;"0"
"M";"C";45;0;540;60;692;"1"
"F";"S";30;0;132;12;395;"0"
"M";"C";45;0;84;156;580;"0"
"F";"S";24;0;120;24;180;"0"
"F";"D";45;0;60;12;882;"0"
"M";"S";20;0;240;12;240;"0"
"M";"S";42;0;180;168;1433;"0"
"F";"O";22;0;12;36;500;"0"
"M";"S";27;0;480;12;600;"0"
"F";"S";25;0;120;0;771;"0"
"M";"C";45;0;204;204;300;"0"
"F";"S";19;0;228;12;400;"1"
"M";"S";18;0;156;12;237;"0"
"F";"S";31;0;372;12;480;"1"
"F";"C";48;0;36;324;1169;"0"
"F";"C";28;0;84;0;0;"0"
"F";"C";30;0;156;0;1150;"0"
"F";"S";20;0;12;12;590;"0"
"F";"S";29;0;48;60;722;"0"
"M";"O";21;0;252;12;490;"0"
"F";"V";70;0;336;0;200;"0"
"M";"S";20;0;192;12;253;"0"
"M";"S";23;0;12;12;230;"0"
"F";"D";46;0;120;0;250;"0"
"M";"O";38;0;360;12;600;"0"
"M";"C";40;0;60;12;250;"0"
