"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"lat";"long";"yr_built"
675000;4;2,75;2280;3200;1,5;47,6709;-122,282;1931
620000;3;2,5;1776;1248;3;47,6539;-122,352;2006
649000;4;2,5;2730;4847;2;47,549;-122,374;2008
525000;4;2;1540;3740;1;47,6886;-122,375;1946
752000;4;1,5;1650;2970;1,5;47,6233;-122,319;1903
302000;4;1,5;1790;10200;1;47,3774;-122,225;1963
845000;3;2;2540;4750;1,5;47,6838;-122,4;1930
631500;2;1;1130;2640;1;47,6438;-122,357;1927
190000;3;1;1040;8910;1;47,5024;-122,32;1943
294000;4;2,25;2190;3746;2;47,3896;-122,034;2005
440000;4;1,5;1690;3245;1,5;47,5445;-122,375;1929
6e+05;3;1;940;19000;1;47,5828;-122,19;1945
1400000;5;4,25;3530;7924;2;47,5894;-122,243;2001
445000;3;2,5;1260;1102;3;47,675;-122,387;2007
665000;2;2,5;2600;5000;1;47,5806;-122,379;1926
451101;2;1,5;1510;1962;2;47,6214;-122,153;1985
561000;3;2,25;1640;7200;2;47,5948;-122,153;1985
120750;3;1,75;1140;9628;1;47,2933;-122,372;1969
275000;3;2,5;1870;6821;2;47,3065;-122,358;1989
345000;2;1;770;3008;1;47,5686;-122,389;1917
765000;3;2;1570;7000;2;47,6061;-122,286;1971
402000;4;1,75;2430;5481;1;47,5569;-122,298;1953
275000;3;2,25;1820;9766;1;47,397;-122,203;1987
740000;3;1;1230;6380;1,5;47,6947;-122,315;1927
1325000;4;3,25;2470;4760;1,5;47,6331;-122,31;1906
6e+05;3;1,75;2300;12682;1;47,7588;-122,27;1955
280000;1;0,75;420;6720;1;47,552;-122,311;1922
8e+05;3;3,5;3830;221284;2;47,7641;-122,023;1993
255000;3;1,5;1490;6604;1;47,4683;-122,351;1918
756000;3;2,5;3560;8297;1;47,6473;-122,407;1948
512500;3;2,5;1900;7604;2;47,7002;-122,188;1990
620000;4;2,25;1890;4300;1,5;47,6649;-122,337;1918
425000;4;1,5;1600;6180;1,5;47,5681;-122,285;1946
265000;4;2;1600;10160;1;47,2015;-122,003;1972
250000;3;2,25;1920;7738;1;47,4562;-122,33;1965
546000;2;1;1657;5031;2;47,5699;-122,389;1910
914500;4;2,5;3950;10856;3;47,5818;-121,996;2013
450000;3;1,75;1360;5445;1;47,6071;-122,123;1957
412000;3;1,75;1950;52256;1;47,3133;-122,078;1985
535000;2;1,75;1780;224769;1;47,4158;-122,002;1976
625000;4;1,5;2120;5000;2;47,6024;-122,296;1900
595000;4;2;3090;87120;1;47,7275;-122,122;1974
500007;2;1,75;1820;6050;1;47,6928;-122,323;1950
975000;6;3;3420;22421;1;47,5508;-122,189;1948
152000;2;1;700;13500;1;47,3882;-122,208;1920
699000;2;1,5;1400;4050;1;47,6768;-122,269;1954
405000;3;2,5;1440;2163;2;47,554;-121,998;2005
350000;4;3;1780;4228;1;47,5488;-122,287;1953
458000;3;2,5;1870;5013;2;47,7552;-122,221;2003
295000;2;1;670;7952;1;47,5124;-122,372;1942
750000;3;2,5;2560;9182;2;47,5361;-122,051;1993
1059500;5;3,25;3230;3825;2;47,6785;-122,392;2014
529950;3;2;1540;8400;1;47,6554;-122,129;1968
412133;2;1;920;4400;1;47,6903;-122,332;1948
335000;3;1;2130;3825;1,5;47,5506;-122,281;1917
330000;3;2,5;3040;7232;2;47,3355;-122,168;2003
524000;3;1,5;1310;9471;1;47,6644;-122,148;1970
8e+05;3;2,75;2220;4000;2;47,617;-122,291;1914
380000;3;2,25;1550;1485;3;47,6989;-122,346;2011
635000;5;3,5;4150;13232;2;47,3417;-122,182;2006
1410000;4;2,25;3250;16684;2;47,6334;-122,229;1979
275000;2;1;920;7688;1;47,5281;-122,362;1955
507000;3;2,25;2210;11585;1;47,7574;-122,279;1958
625000;4;3;2350;5627;1;47,5514;-122,268;1960
169950;3;1;1180;9832;1;47,3845;-122,085;1970
378510;2;1;770;5185;1;47,5459;-122,379;1947
535000;5;2,5;3190;6178;2;47,5104;-122,154;2003
380000;3;2;1440;3218;1;47,5655;-122,36;2008
452000;3;2,5;1690;4000;2;47,6788;-122,034;2004
824000;7;4,25;3670;4000;2;47,6375;-122,388;1964
439000;3;2,5;3180;7904;1;47,489;-122,181;2006
319950;2;1;1070;5824;1;47,507;-122,242;1949
394950;2;2,25;1300;2104;2;47,5477;-122,388;2011
336800;5;1,75;1830;16650;1,5;47,7734;-122,315;1958
635000;3;3;2230;1407;2,5;47,5446;-122,017;2013
1328000;4;2,25;3260;4640;2;47,6272;-122,312;1907
310000;4;1,75;1480;11200;1;47,5064;-122,141;1969
490000;2;1;2180;9300;1;47,7032;-122,371;1947
294000;3;1;1320;9520;1;47,4857;-122,253;1953
446950;5;2,5;2250;7945;1;47,7316;-122,221;1977
510000;4;1,5;1320;14250;1;47,7016;-122,199;1954
712000;3;1;1250;4620;1,5;47,651;-122,341;1900
1442500;3;2,25;2630;9705;2,5;47,6485;-122,121;1987
485000;3;2,25;1570;6810;1;47,6176;-122,044;1988
525000;4;1,5;1580;6360;1,5;47,6873;-122,286;1945
390000;3;2;1080;7236;1;47,7143;-122,32;1947
1029280;4;3,25;3600;18645;2;47,5294;-122,154;2013
831000;4;3;2170;4000;2;47,6196;-122,292;1982
278000;4;2,5;2290;3777;2;47,3617;-122,308;2004
865000;4;2;2750;5527;2;47,6513;-122,368;1901
831548;5;2,75;3010;4919;2;47,6067;-122,052;2014
1205000;4;3,5;3150;5500;2;47,6644;-122,293;2014
4e+05;2;2,5;1340;1240;2;47,6858;-122,102;2008
555000;5;2,75;2810;13144;1;47,6199;-122,141;1964
860000;3;2;1880;8494;1;47,6217;-122,192;1968
466950;3;1;1360;3880;1;47,6837;-122,391;1963
4e+05;2;2;1520;5010;1;47,6948;-122,364;1999
5e+05;3;1,5;1190;4750;1;47,6726;-122,386;1940
225000;4;1;1150;6000;1,5;47,562;-122,283;1907
599000;5;2,5;2950;72309;2;47,4186;-122,079;2006
520000;3;2,75;1700;3264;1;47,6767;-122,311;1919
550000;3;2;1810;2159;1;47,6273;-122,345;1922
379500;4;2,25;2120;53578;2;47,2041;-122,021;1985
335000;3;1;1030;7200;1;47,5255;-122,376;1948
510500;3;1;1270;8000;1;47,5874;-122,136;1957
672500;3;1,75;1580;5750;1;47,6339;-122,392;1947
342000;3;3;1260;1251;2;47,5943;-122,296;2003
320000;2;1;950;5316;1;47,57;-122,38;1948
203000;3;1;920;7500;1;47,3791;-122,289;1970
199000;3;1;1000;8512;1;47,2151;-121,993;1991
858000;5;3;3620;12778;1;47,5512;-122,191;1964
450000;3;2,5;2450;19744;2;47,3746;-122,026;1990
459000;5;2,5;2650;12987;1;47,7482;-122,244;1979
394000;3;2,5;2550;5349;2;47,3504;-122,026;2004
317500;4;2,5;2150;9000;1;47,4785;-122,16;1979
299950;3;1,5;1940;8951;1;47,473;-122,328;1958
277000;4;3;1960;5160;1;47,5313;-122,36;2001
389900;3;2,5;2160;59241;1;47,3304;-122,13;2007
368000;3;2,5;1370;1350;2;47,5534;-122,382;2007
606400;3;3;1800;5000;1,5;47,6475;-122,371;1929
185000;3;1,5;1010;7755;1;47,4238;-122,332;1953
250000;3;2;1170;7258;1;47,3333;-122,266;1984
1e+06;4;3,5;2990;4200;2;47,593;-122,289;1925
278000;3;2;1230;7789;1;47,3718;-122,073;1994
245000;3;2;1470;8000;1;47,3191;-122,385;1974
299950;3;1;1580;5250;1;47,4964;-122,168;1954
975000;3;2,5;2530;7000;2,5;47,5465;-122,398;1915
268450;5;2,25;2200;9600;1;47,3263;-122,364;1963
356999;3;1,5;1010;1546;2;47,5998;-122,311;1971
1575000;4;3,5;5830;131116;2;47,5986;-121,949;2005
356000;2;1;1430;365904;1;47,513;-121,857;1991
8e+05;2;1;1570;5000;1,5;47,5955;-122,294;1924
445000;3;2;1620;5101;1;47,5448;-122,288;2006
640000;33;1,75;1620;6000;1;47,6878;-122,331;1947
460000;3;1,75;1550;4708;1;47,6759;-122,286;1949
147500;3;1,75;1010;6552;1;47,375;-122,117;1969
243000;3;1,75;1790;12000;1;47,3945;-122,313;1960
7e+05;4;1,75;1980;10800;1;47,5899;-122,173;1953
780000;4;3,5;3720;213073;1;47,3216;-121,94;2007
410000;3;1,75;1340;9975;1;47,7012;-122,169;1961
1070000;3;3;2940;4622;2;47,6641;-122,293;1988
440000;3;1,5;1690;6010;1;47,6955;-122,291;1946
510000;4;1,5;2040;8800;1;47,5965;-122,139;1961
810000;4;2,5;2810;10613;2;47,5424;-122,141;1989
1315000;5;4;4420;36342;2;47,6468;-122,151;1982
320000;4;2,5;3130;5200;2;47,3828;-122,098;2005
282500;3;2,25;1670;7150;2;47,3603;-122,088;1990
619850;4;2,5;2270;9247;1;47,5602;-122,176;1972
432100;3;2,25;1790;2240;2;47,6343;-122,106;1975
359000;4;1;2180;10617;1,5;47,7522;-122,307;1950
335000;4;2,75;2540;7210;1;47,4601;-122,165;1979
623000;3;1,75;2050;16313;1;47,5743;-122,212;1973
620000;3;2,25;2190;45738;1;47,7108;-122,12;1990
559000;2;1;1240;6400;1;47,5493;-122,377;1938
255000;4;2,5;1660;6724;2;47,259;-122,256;2009
481000;4;2,5;2480;9869;1;47,7612;-122,229;1963
910000;2;2,5;2000;5150;2;47,7056;-122,223;1992
395000;3;2;1590;10229;1;47,7239;-122,227;1966
575000;3;2,5;2120;4780;2;47,681;-122,032;2004
244000;4;1;1450;8960;1;47,4972;-122,348;1943
740000;4;2,5;3000;10392;2;47,535;-122,049;1995
419000;4;2;2180;10447;1;47,7675;-122,279;1969
555000;3;3;2920;23085;1,5;47,5159;-122,395;1908
625000;3;1,75;1600;9135;1;47,5724;-122,179;1955
178500;3;1;900;10511;1;47,2883;-122,272;1961
415000;3;2,75;3900;111514;2;47,5621;-121,924;1967
264950;4;2,5;1990;9656;2;47,3125;-121,998;1994
431000;3;1,75;1630;9000;1;47,4521;-122,36;1956
375000;4;2,5;2800;5000;2;47,3596;-122,036;2006
230000;3;1,75;1450;8378;1;47,3093;-122,385;1978
1320000;4;3,5;4410;36200;2;47,5487;-122,126;1989
313000;2;1;1180;4900;1;47,5321;-122,029;1954
167500;3;1;760;3090;1;47,5513;-122,275;1903
395000;3;1,5;1080;2940;1,5;47,6832;-122,304;1920
355000;4;2,5;2130;9268;2;47,262;-122,22;1985
5e+05;3;1,5;2040;6750;1;47,7013;-122,369;1950
242000;4;2,5;1750;11400;2;47,3149;-122,386;1975
860000;4;2,75;2720;3840;2;47,6624;-122,361;1920
255500;2;1;1440;43560;1;47,4916;-122,082;1965
6e+05;4;1,75;1810;7700;1;47,6976;-122,169;1977
375000;4;2,5;2510;7245;2;47,5096;-122,363;2007
375000;3;2,5;1520;5649;2;47,7221;-122,162;1989
311000;5;3;2020;5917;1;47,5482;-122,294;1993
299950;3;2,5;1870;7942;2;47,342;-122,279;1990
320000;2;1;950;4000;1;47,5728;-122,312;1910
653675;4;2,25;2280;7229;2;47,5609;-122,081;1984
545000;3;2,5;1990;5149;2;47,5895;-122,019;2003
580000;4;2,5;2840;6268;2;47,7386;-122,235;1998
525000;5;3,25;3960;321908;2;47,3984;-122,055;1989
655000;4;2,5;2370;9517;1;47,6222;-122,034;1984
210000;3;1;860;11725;1;47,5093;-122,184;1943
825000;4;2,5;3370;5000;2;47,541;-121,998;2006
809950;4;2;2230;9900;1,5;47,5979;-122,173;1959
291000;4;2,25;1890;7616;1;47,3275;-122,329;1979
120000;3;1;1150;8924;1;47,3865;-122,217;1943
751000;3;2,5;3090;13316;2;47,588;-122,079;1992
348580;3;1;1220;7876;1;47,7317;-122,201;1966
675000;3;1,5;1710;4000;2;47,5714;-122,385;1926
247200;3;1,75;1370;8719;1;47,3664;-122,087;1982
450000;3;2,75;2240;3360;2;47,4999;-122,232;2014
735000;4;2;1640;6000;1,5;47,6505;-122,375;1911
685000;3;2,25;1710;1193;2;47,6173;-122,31;2014
666500;4;2,5;2860;6600;2;47,6067;-122,017;2000
1500000;4;3,5;4410;12426;2;47,5518;-122,107;1996
825000;5;2,5;2890;5110;2;47,5453;-121,995;2003
775000;3;1;2030;4080;1,5;47,6765;-122,308;1908
525000;4;1,75;1570;16697;1;47,671;-122,135;1981
2152500;4;3,25;3840;6214;1,5;47,6388;-122,406;1939
425000;5;2,75;2110;5120;2;47,5294;-122,357;1947
392000;5;2,5;2340;5670;2;47,4913;-122,152;2009
411500;5;3;2420;7740;1;47,536;-122,358;1929
412500;3;1,5;1490;8475;1;47,6571;-122,133;1963
905000;4;2,5;3300;10250;1;47,5873;-122,249;1946
489990;5;2,25;2440;20828;1,5;47,3762;-122,158;1975
406500;3;1,5;1970;10080;1;47,4703;-122,276;1966
736000;3;2,25;2470;11603;2;47,6569;-122,123;1988
986000;4;3,5;2840;5900;2;47,5543;-122,268;1910
535000;4;2;1970;3515;1;47,6873;-122,314;1969
315000;4;2,5;2780;3969;2;47,3992;-122,164;2005
340000;3;2,5;2270;7917;2;47,2643;-122,22;1986
316000;5;2,5;2600;4641;2;47,4325;-122,146;2005
375000;4;2,5;2090;8325;1;47,4888;-122,184;1983
1400000;5;3;3850;14990;1;47,6425;-122,218;1964
677100;3;2;2110;9199;1;47,6496;-122,083;1993
305000;4;1,75;1000;7200;1,5;47,742;-122,324;1947
308000;3;1,75;1630;11475;1;47,4635;-121,746;1979
727500;3;2;2660;5000;1,5;47,5829;-122,382;1910
295000;3;1,5;1640;7222;2;47,5215;-122,33;1908
439000;5;2;2610;5009;1;47,6969;-122,366;1988
864500;4;2,5;3520;35991;2;47,7437;-122,035;1992
739888;3;2,5;2420;43177;2;47,569;-122,058;1989
375000;3;1,75;1370;19550;1;47,7002;-121,912;1978
460000;4;2,5;2110;35091;1;47,467;-122,014;1985
709000;4;1;1680;4087;1,5;47,6667;-122,337;1911
675000;3;2,5;2540;7680;2;47,7175;-122,364;1940
775000;3;2;2010;7017;2;47,6828;-122,267;1951
291700;3;2,5;1970;4120;1,5;47,5328;-122,346;1927
750000;4;2,25;2420;11120;1;47,4954;-122,366;1952
354000;2;1;1390;7740;1;47,5232;-122,371;1925
385000;4;1,75;1720;8750;1;47,726;-122,21;1971
702500;3;1,5;2360;6750;2;47,6923;-122,332;1926
360000;4;2,5;2380;5000;2;47,3608;-122,036;2005
580000;3;2,5;2040;4627;2;47,6365;-122,108;1992
450000;4;2,5;2240;4616;2;47,5118;-122,194;2001
5e+05;4;2,25;2270;8196;1;47,7214;-122,227;1963
721000;4;2;2280;8339;1;47,6986;-122,297;1954
7e+05;4;2,5;2590;4498;2;47,7047;-122,128;2004
665000;4;2,5;2510;5936;2;47,5847;-122,032;1998
489900;4;2,5;2090;4196;2;47,7453;-122,192;2006
630000;4;2,5;2290;26720;2;47,7502;-122,374;1977
418200;3;2,25;2240;9542;1;47,3995;-122,318;1980
1050000;4;3,25;3440;35021;2;47,6476;-122,184;1983
605000;3;1,75;1850;8823;1;47,6379;-122,112;1973
248000;3;1;1470;7680;1;47,5276;-122,359;1946
375000;4;2,5;2790;7956;2;47,3681;-122,31;2005
405000;3;2,5;2260;5500;1,5;47,681;-122,388;1910
360000;2;2;1770;7607;1;47,4287;-122,163;1987
350000;4;2,5;2610;5866;2;47,3441;-122,04;2005
365000;4;2,5;2140;7350;2;47,4483;-122,124;1985
462000;4;2,5;2640;47480;1;47,4258;-122,021;1979
1150000;4;3,75;4160;35000;2;47,669;-122,067;1991
369000;2;2,5;980;895;2;47,5874;-122,386;2009
255000;3;1;1710;12000;1;47,2616;-122,281;1972
550000;2;1;980;3080;1,5;47,6646;-122,339;1910
285000;4;3;1900;7194;2;47,3768;-122,117;1988
355000;2;1;1240;27042;1;47,5026;-122,465;1943
686000;4;2,5;2760;6440;2;47,5836;-122,026;1999
589000;3;2,5;2660;206480;1;47,6042;-121,956;1989
335000;3;2,75;1990;19991;1;47,7434;-122,106;1977
344000;3;2,25;1250;1033;3;47,6907;-122,343;2007
265000;3;1;960;9748;1;47,5259;-121,815;1922
575000;3;1,75;1580;7344;1;47,5256;-122,38;1911
399900;3;1,75;1260;12750;1;47,7289;-122,233;1979
690000;4;2,5;2700;8810;2;47,7041;-122,116;2004
330000;4;2,5;2510;8580;2;47,295;-122,37;1991
785000;4;2,5;3210;24527;1,5;47,6399;-122,052;1984
525000;2;1;880;4000;1;47,6847;-122,387;1940
279000;4;1,75;1840;7275;1;47,4002;-122,189;1976
320000;3;1;860;5060;1,5;47,7062;-122,341;1927
350000;3;1;1680;8010;1;47,6993;-122,376;1951
570000;3;1,5;1300;7287;1;47,6889;-122,187;1965
650000;3;2,5;2220;6380;1,5;47,6974;-122,313;1931
1206690;5;4,25;4150;12015;2;47,5816;-122,021;2014
477000;3;2;1750;4990;1;47,6667;-122,361;1916
352000;4;1;1530;8890;1;47,5308;-122,35;1925
723000;4;2,5;2700;4004;2;47,5521;-121,995;2004
903000;3;2,75;3860;12786;2;47,549;-122,141;1984
345000;2;2,25;860;696;2;47,5663;-122,29;2009
329000;3;2;1840;6755;1;47,3512;-122,305;1989
525000;4;1,75;1650;8560;1;47,6652;-122,146;1970
411000;2;2,25;1910;108900;1;47,4206;-122,023;1972
235000;3;1,75;1950;8712;1;47,4391;-122,189;1960
485000;4;2,5;2470;35073;2;47,3064;-122,108;1989
499000;3;2,5;1861;1587;2;47,7043;-122,209;2007
416000;2;1;880;6650;1;47,6914;-122,372;1918
310000;3;2;1290;886;3;47,7161;-122,295;2004
355000;3;1,75;1460;7203;1;47,5049;-122,189;1990
156000;3;1;970;8580;1;47,3363;-122,311;1959
825000;4;2,5;2810;9800;1;47,5657;-122,149;1973
115000;3;1;1080;6250;1;47,5045;-122,33;1950
490000;3;2,5;2080;12032;2;47,7455;-122,073;1978
322500;3;1;1160;9750;1;47,7429;-122,072;1968
282500;4;1;1650;9750;1;47,4991;-122,164;1964
450000;3;1;1540;9028;1;47,6698;-122,177;1968
1690000;3;3,25;5290;224442;2;47,6671;-122,051;1988
325000;3;2,25;1330;1198;2;47,555;-122,362;2007
415000;4;1,75;2230;9625;1;47,508;-122,244;1955
126500;3;1;1130;12212;1;47,4952;-122,34;1942
415000;3;1,75;1960;5000;1;47,5576;-122,317;1911
6e+05;3;1,75;1410;4080;1;47,6808;-122,384;1950
570000;3;1;1030;4089;1,5;47,574;-122,385;1927
518000;3;2,5;1680;2096;2;47,6904;-122,37;2008
355000;4;2,5;2150;3600;2;47,3658;-122,019;2010
265000;3;2,5;1340;10290;1;47,3553;-122,149;1981
550000;4;3,5;2770;24140;2;47,6585;-122,186;1967
375000;3;1;1780;5236;1,5;47,5119;-122,386;1944
355500;3;2,5;2600;5540;2;47,3446;-122,041;2004
216500;2;1;710;6960;1;47,4886;-122,246;1943
545000;2;1,5;1620;3760;2;47,6012;-122,291;1924
687500;3;1,5;1280;2114;1,5;47,6174;-122,308;1904
475000;4;2,5;2120;57050;2;47,7611;-122,128;1989
550000;4;1;1660;34848;1;47,6621;-122,132;1933
740000;4;2;2050;4400;1,5;47,644;-122,319;1922
449950;4;2,5;2420;5244;2;47,4729;-122,35;2007
296500;3;1,5;1580;10100;1;47,4423;-122,193;1961
449000;4;2,5;1850;5040;1;47,5386;-122,373;1930
298000;3;1,75;1620;12825;1;47,3321;-122,323;1962
314000;5;2,75;2210;13500;1;47,4468;-122,282;1963
605000;2;2;1270;5500;1,5;47,6121;-122,294;1921
610360;4;2,5;2610;5562;2;47,5137;-122,169;2013
475000;3;3;2540;18900;1;47,754;-122,144;1978
565000;4;2;1950;9940;1;47,6332;-122,118;1963
705000;3;2,5;2500;10359;2;47,6286;-122,051;1986
849000;3;3;2960;42159;2;47,7183;-122,1;1995
1020000;4;3;2720;4800;1,5;47,6595;-122,283;1928
479950;3;2,5;2780;6000;2;47,4569;-122,118;2004
445000;3;2,25;1860;7200;1;47,7332;-122,192;1977
490000;3;2;1450;2400;1,5;47,6726;-122,381;1900
304500;4;2,5;2030;5202;2;47,388;-122,176;2001
325000;3;2,25;2480;8755;2;47,4543;-122,125;1979
6e+05;4;2,5;2990;5122;2;47,5773;-122,055;2004
263000;3;1;1250;7560;1;47,4493;-122,173;1959
328423;3;2,5;1730;3600;2;47,5019;-122,34;2014
670000;3;1,75;1280;2147;1,5;47,6362;-122,324;1910
635000;3;2,5;3610;26359;1;47,6306;-121,968;1998
630000;4;2,5;3220;14463;2;47,6261;-122,047;1978
359000;3;2,5;1450;3850;2;47,5318;-121,85;2004
270500;3;2,5;1780;7848;1;47,3608;-122,056;1978
378000;4;2,5;1890;12236;1;47,4491;-121,78;1978
3e+05;4;2,5;2400;7215;2;47,2944;-122,371;1992
372000;3;2,5;1920;15260;2;47,7317;-121,964;1990
615000;3;2,25;2530;45234;2;47,7221;-122,12;1985
240000;3;2,25;1500;15334;2;47,3719;-122,091;1992
310000;4;2,25;2192;12128;2;47,3644;-122,2;2006
745000;4;2,5;2650;18903;2;47,5761;-121,989;1994
2e+05;4;1,5;1780;8000;2;47,3124;-122,003;1900
299000;2;1,5;1160;3838;2;47,7255;-122,164;1983
230000;2;1;770;6450;1;47,531;-122,358;1948
765000;4;2,5;3230;4290;2;47,6874;-122,161;2004
580000;3;1,75;1850;2797;1;47,6871;-122,336;1977
442000;3;1,5;2050;6384;1;47,5325;-122,378;1958
495000;4;2,5;4060;8547;2;47,3694;-122,056;2007
445434;2;1;1470;7137;1;47,7008;-122,352;1941
311000;2;1,75;1180;55321;1;47,3329;-122,091;1941
245990;3;1;1040;8410;1;47,453;-122,289;1942
501000;2;1;1010;4320;1;47,6846;-122,317;1924
215000;2;1,5;1120;1312;2;47,534;-122,364;2004
336000;3;2,5;1260;1211;3;47,6969;-122,343;2004
354000;3;1;990;7590;1;47,6228;-122,121;1959
550000;4;2,5;2850;6809;2;47,7353;-121,973;2003
230000;6;1,5;1810;4838;1,5;47,4874;-122,202;1905
507000;3;1;1180;6000;1;47,6853;-122,286;1950
440000;2;1,75;1330;4903;1;47,6819;-122,161;1985
462600;3;1,75;1430;11761;1;47,6686;-122,157;1964
730100;4;2,5;3120;14300;2;47,5318;-122,055;2003
790000;3;1;1290;6380;1,5;47,6951;-122,319;1930
455000;4;2;2120;9442;1;47,7675;-122,226;1968
525000;3;2,5;2970;11985;1;47,6359;-122,052;1995
253000;3;2;1490;7651;1;47,3211;-122,325;1988
565000;4;2,25;2110;10698;2;47,5614;-122,082;1979
167000;1;1;780;10235;1,5;47,713;-121,315;1989
458000;3;2,25;2150;9900;1;47,6647;-122,149;1977
850000;5;2;2310;13430;1,5;47,6395;-122,203;1966
287000;2;1,5;720;4346;1;47,5225;-122,351;1942
419354;5;2,75;2710;4500;2;47,3547;-122,062;2014
557000;4;1,75;2660;11315;2;47,6204;-122,044;1983
460000;4;2,5;2620;8331;2;47,4357;-122,159;1991
359900;5;2,75;2790;7600;1,5;47,4999;-122,165;1965
645000;4;2,5;2850;37522;2;47,5852;-121,992;1987
865000;5;2,5;3190;8160;2;47,7246;-122,363;2014
585000;4;1,75;2500;7000;1;47,648;-122,386;1947
731000;5;2,5;3670;8960;1,5;47,6654;-122,142;1973
725000;4;2,25;2880;8882;2;47,6999;-122,284;1965
294000;2;1;850;5250;1;47,731;-122,342;1950
630000;3;1,75;1540;6930;1;47,6782;-122,278;1944
450000;4;1,75;1740;12204;1;47,7675;-122,277;1961
565000;3;2,5;1700;7210;2;47,6688;-122,161;1966
294950;4;2,25;1740;9600;1;47,432;-122,276;1957
782000;2;1,5;1570;3600;1,5;47,6366;-122,363;1906
205000;3;1,75;1290;7210;1;47,2889;-122,363;1984
1362500;3;2;2310;21318;1;47,6381;-122,224;1979
435000;3;1,75;1310;8065;1;47,701;-122,368;1948
249000;3;1;1110;8423;1;47,4718;-122,342;1952
6e+05;5;2;2190;9072;1;47,6696;-122,149;1965
387500;4;1;1370;7140;2;47,512;-122,376;1942
268000;3;2,5;1850;6676;2;47,3103;-122,36;1986
461550;3;1,5;2090;11895;1;47,5362;-122,267;1954
292500;2;1;880;17743;1;47,4115;-122,197;1951
155000;2;1;910;6232;1;47,5328;-122,272;1943
520500;3;2;1900;8100;1;47,6997;-122,319;1940
491234;4;2,5;1540;1860;2;47,5521;-121,999;2014
765000;4;3;4410;5104;2;47,5392;-121,861;2006
525000;4;2;2680;14157;1;47,4286;-122,292;1966
334000;3;1,75;1400;7405;1;47,7569;-122,334;1961
497000;3;2,25;1870;9315;1;47,705;-122,202;1975
245000;4;2,25;2190;9113;2;47,3241;-122,275;1986
950000;3;2,75;2750;18029;1;47,5617;-122,134;1978
402500;4;2;1650;3504;1;47,5803;-122,294;1951
345000;3;1,75;1380;10529;1;47,7119;-122,233;1967
767500;6;3,5;2410;6000;2;47,54;-122,382;1916
342000;3;1;1980;6450;1;47,5291;-122,356;1950
336000;3;2,25;2820;11625;2;47,2621;-122,218;1986
560000;5;2,5;2880;9000;1;47,5456;-122,179;1966
259000;3;2;1390;7120;1;47,3786;-122,179;1988
322000;3;1,75;2200;12231;1;47,5076;-122,173;1964
311000;4;2,5;1975;8734;2;47,363;-122,034;1996
216650;3;3,5;1540;1427;2;47,542;-122,322;2007
765000;4;2,5;3360;13636;2;47,6373;-122,042;1987
440000;3;1,75;1950;19747;1;47,7685;-122,162;1979
425000;3;1,5;1400;1022;3;47,6989;-122,317;2007
207000;3;1;1490;8995;1;47,4901;-122,303;1954
435000;6;2,5;2270;11970;1;47,7722;-122,204;1964
302000;3;1;1110;7000;1,5;47,754;-122,341;1955
750000;4;2,5;3020;13122;2;47,6989;-122,111;1997
585000;2;1;1110;6000;1;47,5632;-122,282;1951
940000;4;2,5;3090;9238;1;47,5654;-122,163;1967
346500;5;2,5;2020;8250;1;47,4432;-122,135;1978
332000;4;2,5;2380;5737;2;47,2815;-122,356;2010
409950;2;1;990;3000;1;47,6839;-122,345;1918
296000;4;2,5;1780;3600;2;47,3665;-122,017;2006
254922;2;1;780;8160;1;47,7356;-122,34;1953
599950;6;3;2020;4129;1;47,6648;-122,324;1994
565000;4;1,75;2030;7350;1;47,6274;-122,094;1966
675000;3;3,25;1720;1330;2;47,62;-122,309;2004
525000;1;1;830;3200;1;47,6557;-122,348;1924
815000;5;2,25;3410;35536;2;47,65;-122,155;1974
317000;3;1,75;1530;7650;1;47,4435;-122,128;1977
782500;4;2,5;2930;7806;2;47,6219;-122,024;2005
625000;4;2,5;2740;9599;1;47,7728;-122,385;1961
146300;3;1;1200;9668;1;47,3156;-122,128;1975
258000;3;2;1390;7200;1;47,434;-122,154;1996
230000;3;1;1390;6000;1;47,4977;-122,175;1954
415000;3;1;1510;6083;1;47,6966;-122,324;1940
9e+05;4;2,5;3620;42580;2;47,7204;-122,115;1984
738000;5;3,5;2790;16952;2;47,4384;-122,347;1991
575000;5;2,5;2990;7500;1;47,7707;-122,369;1972
465000;3;2;1430;14250;1;47,701;-122,199;1953
259000;4;1,5;1490;7560;2;47,3684;-122,318;1966
2300000;7;4,75;5310;8816;2;47,6221;-122,208;2013
449250;4;2;1480;3844;1,5;47,7042;-122,352;1928
441500;3;2,5;2420;9592;2;47,5093;-122,153;1993
290000;4;2,5;2050;9015;2;47,4357;-122,168;1973
458000;4;3,5;3217;4000;2;47,4483;-122,203;2008
299950;3;1;1210;9525;1;47,5274;-122,345;1955
216500;3;1;1020;11652;1;47,4459;-122,278;1971
488000;2;2;1360;4688;1;47,6874;-122,315;1944
450000;3;1,75;1610;11200;1;47,6641;-122,176;1955
282500;2;1,75;1440;11210;1;47,498;-122,35;1935
588000;4;2,25;2510;19550;1;47,7041;-122,241;1977
7e+05;4;1,75;2340;9100;1;47,6401;-122,108;1975
760000;3;2,5;2050;15020;1;47,759;-122,371;1960
247500;2;1;700;6046;1;47,7172;-122,34;1950
