"Budget";"Movie_length";"Lead_Actor_Rating";"Lead_Actress_rating";"Director_rating";"Producer_rating";"Avg_age_actors";"X3D_available";"Genre";"Collection"
32235,665;162,5;9,01;9,15;9,015;9,015;57;"YES";"Action";33600
48772,9;156,4;9,015;9,145;9,04;8,99;26;"NO";"Thriller";43800
19781,355;161,4;9,185;9,225;9,16;9,205;51;"YES";"Thriller";55000
27569,465;164,9;8,96;9,225;9,07;9,245;58;"NO";"Drama";43800
21458,965;173,5;9,235;9,305;9,23;9,215;24;"NO";"Drama";46200
27252,83;173,5;9,26;9,505;9,36;9,525;56;"YES";"Comedy";27600
22986,59;173,5;9,27;9,48;9,425;9,55;35;"NO";"Drama";27600
40623,715;171,4;9,19;9,345;9,195;9,635;45;"NO";"Comedy";30000
36935,195;166,8;9,175;9,445;9,315;9,375;26;"YES";"Comedy";27800
37740,67;172,3;9,215;9,465;9,24;9,365;22;"YES";"Comedy";26600
35440,9;169,7;9,24;9,39;9,235;9,365;54;"YES";"Drama";26200
34568,765;173,5;9,26;9,435;9,26;9,27;46;"NO";"Action";20400
38707,24;165,4;9,17;9,43;9,155;9,41;21;"YES";"Comedy";20800
36357,475;172,6;9,11;9,35;9,18;9,325;60;"NO";"Action";21800
30752,48;173,5;9,05;9,225;9,14;9,43;46;"YES";"Thriller";22600
30663,6;173,5;9,145;9,335;9,14;9,31;41;"NO";"Drama";24600
24264,24;164,7;9,25;9,33;9,26;9,28;25;"NO";"Thriller";17600
29313,735;171,6;9,27;9,385;9,19;9,3;36;"NO";"Action";14400
25841,86;173,5;9,145;9,32;9,14;9,46;34;"YES";"Thriller";21000
27775;163;9,105;9,26;9,115;9,48;54;"NO";"Action";14800
27108,4;173,5;9,115;9,315;9,175;9,215;25;"NO";"Drama";20400
29941,45;172,4;9;9,25;9,025;9,265;51;"NO";"Action";23000
31735,715;170,5;8,9;9,145;8,885;9,22;20;"YES";"Thriller";30200
33613,305;156;8,915;9,045;8,76;8,94;53;"YES";"Thriller";46400
27974,98;170,5;9,01;9,125;9,035;9,29;51;"NO";"Comedy";19400
34402,115;166,1;9,055;9,17;8,955;9,235;55;"NO";"Thriller";27600
32702,285;168,2;9,005;9,23;8,97;9,23;40;"NO";"Comedy";25400
35946,405;172,3;8,98;9,26;9,085;9,225;29;"NO";"Action";26200
35579,775;169,5;9,115;9,18;9,1;9,255;24;"YES";"Thriller";25000
31924,585;172,4;9,135;9,23;9,125;9,24;22;"NO";"Comedy";17000
30291,415;173,5;9,215;9,37;9,105;9,33;26;"NO";"Drama";10000
32507,86;151,3;9,15;9,38;9,14;9,33;42;"NO";"Thriller";12600
33257,785;173,5;9,135;9,31;9,04;9,335;30;"YES";"Drama";11200
35235,365;173,5;9,12;9,33;9,095;9,305;50;"YES";"Comedy";14400
35574,22;173,5;9,17;9,32;9,115;9,12;42;"NO";"Thriller";24200
29713,695;169,5;9,125;9,31;9,06;9,1;40;"YES";"Thriller";16600
30724,705;158,9;9,05;9,22;9,185;9,33;56;"NO";"Comedy";17000
31569,065;173,5;9,235;9,405;9,28;9,23;38;"YES";"Thriller";10000
22986,59;173,5;9,27;9,495;9,3;9,58;53;"YES";"Thriller";23800
31152,44;173,5;9,27;9,46;9,305;9,39;26;"YES";"Thriller";55800
31202,435;171,4;9,235;9,325;9,215;9,315;25;"NO";"Thriller";34400
38062,86;173,5;9,24;9,36;9,26;9,21;57;"YES";"Drama";55000
31980,135;173,5;9,155;9,34;9,21;9,47;52;"NO";"Thriller";30000
36979,635;173,5;9,22;9,295;9,17;9,26;44;"NO";"Comedy";34400
25708,54;173,5;9,115;9,23;9,11;9,435;40;"NO";"Comedy";35800
28636,025;173,5;9,08;9,315;9,195;9,235;58;"NO";"Thriller";32600
25103,045;173,5;9,13;9,25;9,05;9,255;40;"YES";"Thriller";14000
35740,87;173,5;9,06;9,125;9,08;9,065;59;"NO";"Comedy";14400
37674,01;164,3;9,05;9,23;8,98;9,1;35;"YES";"Thriller";15000
29463,72;162,6;9,135;9,305;9,095;9,165;60;"YES";"Action";20800
33091,135;173,5;9,02;9,155;9,075;9,15;52;"NO";"Comedy";17600
37907,32;150;8,975;9,105;8,96;9,375;26;"NO";"Comedy";16800
35613,105;173,5;9,035;9,095;9,06;9,095;48;"YES";"Action";33400
33363,33;168,8;9,01;9,215;9,06;8,965;29;"NO";"Comedy";28400
31374,64;161,1;8,935;9,03;8,9;9,23;36;"NO";"Comedy";41600
33902,165;158,6;8,96;9,1;8,83;9,065;29;"NO";"Drama";26800
30913,575;144,1;8,87;9,005;8,81;9,185;57;"NO";"Comedy";23400
32752,28;168,9;8,925;9,145;9,015;9,095;51;"YES";"Drama";16600
32424,535;133,2;8,865;9,165;8,905;9,07;33;"NO";"Comedy";20400
34452,11;152,2;8,965;9,17;8,94;9,2;42;"NO";"Drama";21800
34402,115;151,6;8,94;9,07;9,005;9,11;45;"YES";"Thriller";22000
35440,9;169,1;9,01;9,155;8,935;8,965;52;"YES";"Comedy";19000
35263,14;159,6;8,86;9,105;8,92;9,005;53;"NO";"Thriller";29000
37957,315;167,8;8,95;9,055;8,865;8,955;29;"YES";"Drama";28200
35690,875;148,3;8,8;9,04;8,83;8,93;42;"YES";"Comedy";32200
35751,98;161,4;8,83;8,885;8,8;8,85;46;"NO";"Action";28600
34485,44;168,5;8,78;8,955;8,845;8,975;37;"NO";"Comedy";23400
36824,095;168,1;8,925;9,015;8,93;8,88;46;"NO";"Action";26800
35890,855;166,8;8,84;9,09;8,945;9,125;57;"YES";"Thriller";19200
34174,36;173,5;8,995;9,07;9,015;9,095;60;"NO";"Comedy";16400
32968,925;161,4;9,075;9,195;9,065;9,025;57;"YES";"Comedy";16800
31257,985;167,4;9,065;9,14;8,995;9,165;50;"YES";"Comedy";25600
32318,99;165,9;8,985;9,17;9,02;9,095;38;"NO";"Comedy";21000
35585,33;170,7;8,835;9,015;8,92;9,095;58;"YES";"Action";34200
34546,545;173,5;8,96;9,015;8,985;9,03;54;"NO";"Thriller";29600
36024,175;173,5;8,855;9,1;8,9;9,19;21;"NO";"Thriller";30800
32518,97;170,1;9,035;9,105;8,965;9,1;34;"NO";"Action";21600
35879,745;168,3;8,9;9,15;8,995;8,98;28;"YES";"Thriller";23600
35224,255;169,9;8,885;8,98;8,89;9,105;41;"NO";"Comedy";29800
34724,305;170,1;8,745;8,995;8,885;8,98;37;"YES";"Comedy";25200
34357,675;172,2;8,785;8,9;8,815;8,98;52;"YES";"Comedy";28200
35646,435;171,8;8,75;8,945;8,905;9,03;27;"YES";"Comedy";26000
37490,695;166,1;8,8;8,945;8,815;8,8;59;"YES";"Drama";26800
36968,525;171,7;8,745;8,885;8,675;8,985;41;"YES";"Comedy";30400
34979,835;165,3;8,76;8,87;8,815;8,82;21;"NO";"Comedy";32200
41068,115;172,8;8,615;8,845;8,68;8,955;42;"YES";"Thriller";35600
37374,04;167,6;8,75;8,9;8,625;8,73;34;"NO";"Thriller";28800
36246,375;160;8,695;8,79;8,63;9,015;36;"NO";"Thriller";28200
33196,68;161,4;8,675;8,85;8,61;8,705;31;"NO";"Thriller";25400
32974,48;153,8;8,57;8,755;8,595;8,52;46;"NO";"Comedy";27000
35002,055;157,2;8,45;8,715;8,59;8,675;39;"NO";"Thriller";29800
33779,955;157,9;8,63;8,76;8,6;8,575;27;"YES";"Drama";34200
37224,055;163,5;8,55;8,81;8,685;8,76;29;"YES";"Thriller";32800
35418,68;161,9;8,59;8,885;8,705;8,69;24;"YES";"Comedy";35400
35090,935;156,5;8,48;8,785;8,6;8,665;22;"NO";"Thriller";39000
36179,715;163,4;8,47;8,695;8,58;8,65;30;"YES";"Comedy";40400
34490,995;138,9;8,42;8,56;8,45;8,64;55;"NO";"Action";42800
31991,245;121,7;8,37;8,595;8,365;8,54;43;"NO";"Comedy";39800
33063,36;158,2;8,435;8,73;8,46;8,63;21;"YES";"Comedy";38000
33346,665;168;8,68;8,895;8,575;8,77;21;"NO";"Action";38200
32918,93;144,5;8,52;8,55;8,44;8,67;28;"NO";"Comedy";38200
31735,715;130,2;8,49;8,705;8,44;8,715;27;"NO";"Comedy";40200
34257,685;157,5;8,39;8,515;8,47;8,555;36;"NO";"Thriller";39800
34602,095;164,2;8,36;8,605;8,415;8,425;52;"YES";"Action";39200
35757,535;148,5;8,48;8,685;8,495;8,55;39;"YES";"Action";46400
38773,9;141,1;8,615;8,825;8,73;8,765;56;"YES";"Action";59600
30146,985;168,9;8,695;8,835;8,72;8,895;47;"NO";"Action";27600
34229,91;170,9;8,75;8,915;8,75;9,175;27;"YES";"Drama";26600
36018,62;167,1;8,71;8,85;8,76;9,075;22;"YES";"Thriller";33400
29463,72;170,8;8,86;9,005;8,795;9,135;39;"NO";"Drama";24000
34357,675;170,2;8,855;9,01;8,82;8,975;60;"YES";"Drama";29200
34602,095;161,5;8,865;9,09;8,96;9,185;32;"NO";"Thriller";42800
34674,31;138,2;8,26;8,31;8,14;8,445;22;"NO";"Thriller";46000
37496,25;148,4;8,28;8,37;8,31;8,38;46;"NO";"Comedy";47400
39223,855;150,5;8,165;8,335;8,27;8,41;29;"NO";"Drama";50000
32007,91;113,8;7,795;8,055;7,875;8,075;57;"NO";"Action";43600
32613,405;115,4;8,035;8,22;8,115;8,185;31;"YES";"Drama";41200
35063,16;125,4;7,985;8,075;7,965;7,995;51;"NO";"Action";42400
33963,27;153,3;8,225;8,33;8,12;8,235;57;"YES";"Comedy";38200
32802,275;126,7;8,32;8,575;8,42;8,385;44;"NO";"Comedy";41200
30296,97;166,2;8,95;9,215;9,02;9,175;28;"NO";"Comedy";30400
30074,77;171,8;8,96;9,235;9,03;9,26;29;"NO";"Comedy";14000
28291,615;171,5;9,015;9,2;9,025;9,115;49;"YES";"Action";16200
33235,565;172,3;9,02;9,155;8,97;9,12;47;"NO";"Comedy";27200
33235,565;157;8,875;9,09;8,94;8,88;57;"YES";"Thriller";40200
31702,385;127,5;8,65;8,865;8,79;8,93;31;"YES";"Thriller";43600
32918,93;116,1;8,725;8,93;8,805;8,78;47;"YES";"Thriller";49000
31496,85;102,3;8,46;8,755;8,465;8,72;55;"NO";"Action";46200
29941,45;146,4;8,57;8,695;8,51;8,63;44;"NO";"Thriller";39400
32185,67;144,1;8,48;8,705;8,47;8,56;55;"YES";"Drama";36600
33435,545;138,8;8,66;8,875;8,71;8,94;32;"YES";"Thriller";42400
30935,795;147;8,77;8,805;8,755;8,87;47;"NO";"Drama";35000
33479,985;153,2;8,68;8,765;8,59;8,97;54;"NO";"Drama";33600
36624,115;142,6;8,68;8,775;8,62;8,97;27;"NO";"Action";44800
33996,6;150,2;8,78;8,945;8,77;8,93;20;"YES";"Action";41200
38751,68;164,5;8,83;8,97;8,855;9,01;31;"NO";"Comedy";47800
37740,67;162,8;8,73;8,845;8,8;8,845;47;"YES";"Comedy";44000
33496,65;154,3;8,64;8,88;8,68;8,79;45;"YES";"Comedy";38000
37862,88;135;8,39;5,685;8,215;8,555;45;"NO";"Comedy";58400
36163,05;173,5;7,7;6,365;9,05;8,63;22;"NO";"Action";45900
30952,46;105,4;5,965;8,09;8,995;7,07;51;"YES";"Drama";54900
34341,01;167,6;7,835;6,965;6,285;6,285;46;"NO";"Thriller";9500
34007,71;109,4;5,88;9,25;8,45;8,475;22;"YES";"Comedy";30700
34607,65;111,9;6,98;8,79;8,295;9,375;43;"NO";"Thriller";47600
35440,9;96,4;8,815;9,145;7,87;9,23;52;"YES";"Drama";40700
38612,805;159,2;8,975;7,75;6,58;8,575;46;"YES";"Comedy";63300
35574,22;155,1;8,49;9,385;8,36;5,605;43;"YES";"Action";33200
37362,93;143,2;8,325;8,665;9,035;8,67;44;"YES";"Drama";61400
34724,305;125,8;8,01;6,665;7,05;7,53;58;"YES";"Drama";45300
35696,43;164,6;9,01;7,62;9,17;7,77;26;"NO";"Comedy";33200
35646,435;169,5;7,825;8,14;6,735;7,23;45;"YES";"Drama";34700
31563,51;140,1;8,785;8,865;8,995;7,94;40;"YES";"Comedy";43100
31924,585;162,6;9,175;9,145;6,295;8,38;30;"YES";"Comedy";42500
36607,45;171,6;8,45;8,525;8,095;8,075;46;"YES";"Thriller";42600
32657,845;165,9;7,065;9,13;6,67;7,935;46;"NO";"Thriller";19000
33107,8;140,1;5,685;9,255;9,035;9,05;25;"YES";"Comedy";45300
36685,22;83,4;8,975;7,225;8,75;9,025;45;"YES";"Comedy";62100
38112,855;93;6,68;7,965;8,93;7,615;59;"YES";"Thriller";58200
34357,675;127,1;7,545;8,94;7,44;8,455;37;"NO";"Thriller";37100
29941,45;89,3;8,795;8,87;5,985;6,795;20;"YES";"Thriller";55600
34490,995;119,1;8,24;8,17;7,945;7,47;56;"YES";"Comedy";34100
36829,65;161,5;9,175;7,4;8,485;8,87;55;"YES";"Thriller";51400
35102,045;159,2;6,235;9,25;8,64;9,155;24;"YES";"Thriller";38000
33046,695;169,5;8,96;9,23;6,575;6,815;40;"NO";"Thriller";25100
45812,085;170,8;8,64;8,79;8,015;8,79;57;"NO";"Comedy";47100
35563,11;120,7;9,115;9,04;8,495;7,495;38;"YES";"Drama";46000
34002,155;171,9;7,545;9,04;7,45;8,97;32;"NO";"Drama";37300
38707,24;156;7,545;8,55;9,015;8,305;26;"YES";"Action";53700
29313,735;126,4;8,6;8,86;8,96;8,88;40;"NO";"Comedy";33200
40223,755;166,1;8,645;7,96;6,8;6,22;24;"YES";"Action";31800
25103,045;165,4;9,26;7,265;8,31;6,725;24;"YES";"Comedy";29300
35585,33;166,4;8,555;9,25;8,71;8,935;57;"YES";"Thriller";24300
31091,335;166,8;6,745;8,475;9,205;8,07;53;"NO";"Thriller";28500
45917,63;94,9;7,985;8,885;9,235;6,41;47;"YES";"Thriller";61000
35640,88;133,2;9,105;9,025;9,23;8,3;45;"YES";"Comedy";44400
35396,46;110,4;7,7;6,74;7,235;9,26;21;"YES";"Drama";67800
33413,325;80,1;8,89;9,195;8,295;9,375;54;"YES";"Thriller";38000
35102,045;164,7;8,95;8,66;4,515;9,205;50;"NO";"Thriller";41000
32518,97;173,5;5,88;6,915;7,45;9,375;36;"YES";"Drama";45800
33929,94;173,5;8,005;8,715;8,05;9,26;36;"NO";"Drama";35600
40012,665;148;8,64;9,015;7,82;8,765;46;"NO";"Action";49000
38062,86;167,8;8,66;8,8;9,21;8,255;44;"YES";"Thriller";52400
33779,955;104,6;8,595;6,725;8,615;8,66;55;"YES";"Comedy";48000
33863,28;157,2;6,445;9,015;6,27;9,05;47;"NO";"Drama";31100
42467,975;138,7;9,33;7,445;9,14;9,12;46;"NO";"Thriller";70100
39912,675;106,5;8,85;7,68;8,31;8,435;55;"NO";"Thriller";58900
35574,22;171,6;9,005;9,38;7,91;8,075;56;"YES";"Comedy";21700
35613,105;110,7;8,68;9,235;8,295;8,735;29;"NO";"Comedy";35500
35640,88;91,3;8,835;9,505;8,625;8,14;40;"NO";"Thriller";50500
34490,995;173,5;8,71;8,33;8,04;8,735;21;"YES";"Comedy";45800
35179,815;156,8;8,47;7,15;7,955;6,615;25;"NO";"Comedy";39800
32518,97;168,4;9,21;8,54;8,8;9,495;60;"NO";"Action";62400
32685,62;173,5;8,48;9,105;5,515;7,175;40;"NO";"Comedy";26200
29713,695;173,5;6,48;8,01;7,05;8,98;23;"NO";"Thriller";36100
34285,46;153,3;8,26;8,98;8,12;8,92;36;"NO";"Comedy";29800
32119,01;172,4;7,86;8,295;8,965;6,23;26;"YES";"Comedy";30900
35524,225;171,7;8,995;9,155;8,36;9,58;53;"NO";"Drama";55200
36896,31;156,9;8,285;9,225;8,82;7,955;44;"NO";"Drama";46300
32646,735;115,9;7,9;6,785;8,68;8,23;52;"YES";"Thriller";54800
36979,635;91;8,96;8,365;8,995;8,065;39;"NO";"Comedy";58600
35440,9;168,2;8,58;9,07;8,015;9,05;57;"YES";"Comedy";35900
46650,89;150,4;8,75;8,765;7,16;8,255;22;"NO";"Action";49700
36396,36;153,4;8,52;9,24;8,99;7,28;35;"NO";"Thriller";28400
42723,505;127,5;6,645;4,815;7,22;8,645;25;"YES";"Thriller";74200
37496,25;101,9;7,715;9,43;8,84;8,425;25;"YES";"Thriller";49400
31102,445;153,3;8,86;9,095;8,8;9,22;56;"NO";"Thriller";37600
37907,32;143,2;7,385;7,9;8,59;5,47;58;"YES";"Drama";52000
38751,68;173,5;6,015;8,685;5,81;7,3;39;"YES";"Action";32600
38873,89;104,8;7,225;4,035;8,485;8,75;27;"NO";"Comedy";87300
29313,735;173,5;6,755;9,23;5,45;7,725;39;"NO";"Comedy";17700
41495,85;146,6;8,86;9,235;7,76;8,85;23;"NO";"Thriller";30600
32957,815;94,3;8,96;5,855;6,26;6,85;42;"NO";"Thriller";36700
36696,33;155,5;8,71;9,32;8,065;8,475;51;"NO";"Action";29600
33379,995;173,5;6,99;8,19;4,575;5,595;28;"YES";"Thriller";10900
30019,22;172,6;8,28;7,545;8,25;9,15;53;"YES";"Thriller";42700
39373,84;165,7;3,84;8,775;9,18;6,195;58;"YES";"Thriller";50800
36624,115;170,7;8,87;6,445;8,51;9,165;60;"YES";"Drama";62500
34602,095;168,1;9,035;8,885;9,015;9,335;52;"YES";"Action";32400
33152,24;173,5;7,965;7,43;8,795;8,305;47;"NO";"Drama";29400
27363,93;163;6,68;8,545;6,11;7,08;23;"NO";"Comedy";50300
36479,685;164,3;9,08;8,685;6,245;5,605;42;"YES";"Thriller";27500
31813,485;173,5;9,125;9,045;9,1;9,525;20;"YES";"Action";58600
35540,89;165,9;9,09;8,775;7,595;7,855;21;"NO";"Action";26000
33841,06;173,5;6,725;6,935;8,815;8,775;24;"YES";"Drama";56800
37374,04;173,5;7,72;7,035;9,26;9,15;26;"YES";"Thriller";46400
33007,81;113,9;8,855;9,385;8,81;9,375;28;"YES";"Thriller";47100
33952,16;160,8;7,67;8,15;6,18;9,095;20;"YES";"Drama";21000
33407,77;161,4;7,39;9,095;8,02;6,43;35;"YES";"Thriller";33100
27625,015;144,1;8,475;8,02;8,735;7,655;58;"YES";"Thriller";45400
37224,055;105;8,43;8,33;8,955;9,11;21;"YES";"Thriller";77200
31563,51;88,2;6;9,31;7,82;9,29;53;"NO";"Comedy";42500
40223,755;110,1;7,69;6,42;6,3;7,285;46;"NO";"Drama";50200
35140,93;91,9;9,06;8,07;8,575;8,42;51;"YES";"Comedy";46900
32968,925;166,5;7,515;8,38;5,81;9,075;54;"YES";"Thriller";33400
33963,27;167;7,63;9,31;8,31;7,84;35;"YES";"Comedy";65100
32846,715;165,2;9,08;9,09;8,06;8,56;20;"NO";"Action";28700
32291,215;106,5;8,69;8,22;8,1;8,385;45;"YES";"Drama";46100
36857,425;134,9;8,345;8,9;7,3;9,255;31;"YES";"Comedy";59100
27569,465;119,8;8,95;6,9;8,065;7,515;51;"YES";"Action";34800
33691,075;170,1;8,63;8,73;7,215;8,225;31;"YES";"Comedy";41300
38707,24;95,4;8,555;9,32;8,99;6,685;23;"YES";"Comedy";48400
36824,095;134,9;7,73;9,125;6,875;7,145;41;"NO";"Thriller";35000
37674,01;173,5;8,905;9,105;6,435;7,165;23;"NO";"Thriller";51200
37435,145;162,6;9,115;8,895;8,115;8,36;22;"YES";"Thriller";57300
34402,115;143,2;6,62;7,16;8,62;7,925;40;"NO";"Drama";40500
44662,2;165,9;8,8;7,65;6,815;6,785;45;"YES";"Drama";52600
36168,605;160,9;8,52;6,935;6,665;7,4;37;"NO";"Thriller";28100
42467,975;102,7;8,305;4,035;7,74;9,27;31;"NO";"Comedy";75000
33046,695;164,3;8,95;7,95;9,05;7,385;60;"YES";"Drama";34700
32968,925;135,3;6,645;9,015;8,07;9,235;45;"YES";"Action";37700
37374,04;144,1;6,285;7,19;9,03;9,2;28;"NO";"Action";59200
35418,68;156;9,01;8,805;8,82;7,94;26;"NO";"Thriller";37300
32163,45;131,3;9,115;9,18;9,215;8,475;21;"NO";"Thriller";36900
30752,48;171,4;7,185;8,765;9,185;6,045;36;"YES";"Action";51300
33235,565;95,4;9,21;6,895;6,575;9,365;47;"YES";"Comedy";38200
36751,88;111,3;8,98;6,71;8,23;9,23;56;"NO";"Comedy";53700
32291,215;167,4;9,215;8,875;9,155;8,045;49;"NO";"Action";42000
34602,095;140,7;3,84;7,4;8,925;7,9;22;"NO";"Comedy";47900
38612,805;173,5;8,015;7,54;8,175;7,395;52;"YES";"Thriller";53300
36024,175;167,6;8,75;9,205;6,745;8,015;39;"YES";"Thriller";33800
27236,165;168,9;6,755;9,155;8,71;8,79;22;"NO";"Comedy";28800
36329,7;105,7;7,47;7,91;8,065;9,13;39;"NO";"Thriller";50300
40734,815;92;8,815;8,515;6,63;6,965;49;"NO";"Thriller";62000
33352,22;138,7;6,3;8,93;8,6;9,385;58;"NO";"Thriller";39300
32535,635;148;8,52;8,98;5,26;9,05;20;"NO";"Comedy";25700
32657,845;141,6;7,63;9,345;8,92;8,66;50;"NO";"Comedy";48100
38962,77;162;8,22;9,255;9,14;9,275;42;"NO";"Thriller";54300
34807,63;164,7;8,025;6,4;8,44;6,33;46;"NO";"Thriller";41400
32763,39;136,6;8,71;9,1;6,285;6,89;43;"YES";"Thriller";18800
37196,28;168,4;6,225;8,1;9,06;8,72;41;"YES";"Thriller";52100
32235,665;161,4;8,485;7,8;6,825;5,795;39;"YES";"Thriller";32200
34357,675;173,5;8,535;9,015;8,36;8,66;22;"YES";"Drama";45100
46312,035;135,7;9,24;8,715;9,235;9,23;38;"NO";"Drama";62300
35246,475;158,7;9,045;7,57;7,96;8,595;31;"YES";"Comedy";55400
34663,2;121,1;7,77;8,44;6,7;6,98;31;"YES";"Drama";37700
38746,125;158;8,55;8,81;9,36;9,635;23;"YES";"Thriller";44700
34713,195;146,6;6,895;8,94;9,14;8,265;42;"NO";"Thriller";52100
31069,115;119,8;8,695;9,34;8,015;8,82;57;"NO";"Drama";41400
33063,36;150;9,185;8,01;7,715;7,765;30;"YES";"Drama";32400
31569,065;143,8;8,47;7,255;6,67;8,595;48;"YES";"Comedy";37200
38007,31;146,9;9,01;7,455;6,815;7,69;42;"NO";"Comedy";31200
32713,395;170,6;9,07;8,91;8,02;6,655;50;"YES";"Thriller";36200
32146,785;173,5;9,11;5,91;7,64;8,95;29;"NO";"Comedy";48300
31102,445;153,3;7,51;7,405;8;9,46;35;"NO";"Drama";42400
27974,98;164,6;9,02;9,2;7,02;8,235;36;"YES";"Comedy";29900
33246,675;158;8,71;8,15;6,27;7,495;59;"NO";"Thriller";30700
34724,305;163,3;8,175;6,42;7,89;8,185;48;"YES";"Comedy";37100
33729,96;129,9;8,98;9,075;7,64;9,015;24;"YES";"Comedy";32900
34357,675;116,9;8,94;6,85;8,295;8,98;29;"YES";"Comedy";46900
33996,6;166,5;9,155;8,19;6,27;8,09;22;"YES";"Drama";32600
32646,735;144,5;7,175;9,03;8,63;8,09;36;"YES";"Thriller";53700
36079,725;107,3;8,215;9,34;6,7;6,39;48;"NO";"Drama";35400
32596,74;173,5;8,61;9,325;8,79;8,955;24;"NO";"Comedy";33300
31257,985;81,3;7,715;7,86;9,005;9,29;46;"YES";"Thriller";45500
38773,9;158,6;7,84;6,445;6,775;8,475;45;"YES";"Thriller";49800
33441,1;173,5;9,135;8,51;8,815;7,71;29;"YES";"Comedy";36200
34724,305;113,6;8,915;7,9;8,425;9,225;57;"NO";"Drama";63000
35440,9;112,5;9,27;9,01;4,69;8,2;35;"YES";"Comedy";27300
39373,84;118,9;8,795;7,805;8,345;5,505;26;"YES";"Action";46100
31813,485;139,6;6,87;8,93;7,35;9,055;46;"NO";"Thriller";30200
36829,65;167,9;8,73;8,515;8,42;6,485;42;"YES";"Drama";41600
33135,575;142,2;8,83;7,515;8,165;8,955;37;"NO";"Thriller";39000
31691,275;154,8;8,855;7,705;8,66;8,215;42;"NO";"Comedy";45300
30913,575;83,3;7,715;9,465;7;8,36;34;"NO";"Thriller";36600
37374,04;164,8;9,175;8,725;7,935;6,22;21;"YES";"Thriller";37500
34129,92;110,1;7,925;9,23;6,185;8,85;34;"YES";"Action";33600
35246,475;169,6;6,725;8,915;6,235;8,405;60;"YES";"Comedy";49200
38612,805;172,4;8,52;5,73;5,885;9,315;27;"YES";"Comedy";49300
33124,465;107,3;5,88;6,96;8,97;9,07;57;"YES";"Thriller";56100
40268,195;121,5;6,77;9,225;7,165;9,33;45;"NO";"Thriller";55500
44823,295;153,2;8,3;8,795;8,98;9,03;35;"YES";"Comedy";41900
36685,22;108;7,72;9,2;8,47;7,33;54;"YES";"Drama";45400
33435,545;129,9;9,05;7,4;8,75;8,965;37;"YES";"Comedy";47700
31313,535;107,3;8,795;9,01;7,98;8,89;52;"YES";"Drama";39000
38007,31;110,1;7,245;8,715;8,58;9,305;54;"YES";"Action";61000
32546,745;172,3;7,945;9,105;8,295;8,955;57;"YES";"Drama";24000
35052,05;155,1;7,655;6,83;9,215;7,83;22;"YES";"Thriller";46800
32974,48;113,8;6,37;7,43;6,775;8,79;28;"YES";"Comedy";32400
34091,035;135;8,68;8,825;8,175;6,855;21;"YES";"Drama";37300
37374,04;151,6;5,385;8,15;8,02;8,66;20;"NO";"Thriller";28000
36801,875;117,2;8,345;9,125;9,04;7,495;60;"YES";"Thriller";67000
31713,495;132,2;6,825;8,325;8,815;8,245;34;"YES";"Action";46300
34307,68;138,9;8,54;8,36;8,92;9,23;28;"YES";"Comedy";37700
30663,6;124,5;5,955;6,41;7,16;9,165;45;"NO";"Comedy";41600
36246,375;114,6;7,545;9,39;7,465;9,095;50;"NO";"Comedy";51300
35396,46;83,4;6,555;9,405;9,155;7,165;50;"NO";"Action";44700
34229,91;138,7;6,275;7,58;6,7;7,815;27;"NO";"Thriller";41500
34052,15;163,5;8,75;7,1;6,185;7,82;42;"NO";"Drama";28200
36329,7;135;7,925;8,325;6,77;8,28;42;"NO";"Drama";34900
31069,115;169,9;6,73;5,495;9,16;8,94;52;"NO";"Drama";52300
37918,43;115,4;7,91;9,32;8,29;8,425;27;"NO";"Drama";45300
33557,755;146,4;8,895;7,86;8,065;8,93;46;"NO";"Comedy";34200
32685,62;117,9;6,28;9,125;8,425;7,995;35;"NO";"Comedy";63800
38873,89;138,6;5,485;8,165;8,6;8,6;58;"NO";"Thriller";51600
35874,19;131,3;9,05;8,385;4,515;9,33;39;"NO";"Action";38100
38062,86;130;7,545;9,32;7,935;7,625;56;"YES";"Thriller";39200
30019,22;159,6;8,825;8,515;5,295;9,175;25;"NO";"Thriller";17900
32341,21;111,6;6,9;7,705;6,45;7,19;34;"YES";"Thriller";48600
36824,095;155,3;9,11;8,63;8,485;8,59;21;"YES";"Action";52900
30063,66;172,4;8,96;8,86;4,575;5,985;20;"YES";"Comedy";22600
31691,275;165,4;9,17;8,405;7,64;7,395;41;"NO";"Thriller";46000
37362,93;171,7;7,175;6,42;6,405;9,1;55;"YES";"Drama";43600
31152,44;83,3;6,72;8,65;7,83;9,03;59;"YES";"Action";46000
33713,295;156,4;6,74;9,075;9,04;6,98;28;"NO";"Thriller";20500
35696,43;157,5;7,715;8,255;9,03;8,895;23;"NO";"Drama";46400
36685,22;126,1;8,635;7,66;9,23;8,775;30;"NO";"Comedy";62600
30291,415;162;6,34;8,14;7,225;5,68;57;"NO";"Drama";24400
31735,715;119,2;9,02;6,91;7,535;5,68;41;"NO";"Comedy";40800
35524,225;161,5;8,95;6,8;8,425;6,66;54;"YES";"Drama";44700
34107,7;101,1;9,235;9,4;8,6;7,69;60;"NO";"Comedy";24300
31702,385;157,7;8,405;7,825;8,985;8,88;24;"YES";"Thriller";50800
41218,1;127,8;8,78;9,03;8,905;9,305;28;"YES";"Comedy";54300
39701,585;173,5;7,89;9,17;8,815;8,74;30;"YES";"Thriller";53500
