"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"lat";"long";"yr_built"
342000;3;2;1930;11947;1;47,3672;-122,151;1966
236500;4;1;2140;4217;1,5;47,5484;-122,287;1925
280000;2;1,75;1894;52769;1,5;47,3088;-122,273;1936
280000;4;2;2190;14439;1;47,2702;-122,29;1977
525000;3;2;1790;11430;1;47,6319;-122,035;1985
556000;3;2,25;2020;3600;2;47,6678;-122,165;1998
725000;3;1,75;1690;8489;1;47,6079;-122,192;1959
616500;4;2,25;1880;3000;2;47,6864;-122,349;1909
183000;3;1,75;1330;9200;1;47,2916;-122,185;1973
861111;4;2,5;3650;7090;2;47,606;-122,052;2008
724950;4;2,5;2860;3638;1,5;47,6631;-122,361;1924
315000;3;2,5;1660;10763;2;47,3812;-122,029;1994
410000;4;2,75;2220;8450;1;47,4804;-122,157;1983
652100;3;2,5;2380;5017;2;47,6297;-122,021;2003
340000;2;1,75;1880;7208;1;47,6946;-122,328;1951
332500;4;2;1440;4855;2;47,5717;-122,287;1972
583000;3;2,5;2600;5100;2;47,5175;-122,205;1998
199000;4;1;1280;10521;1,5;47,4215;-122,289;1960
612000;3;3;1740;3700;1;47,6102;-122,309;1982
610000;4;2,5;2980;5896;2;47,6872;-122,036;2001
5e+05;4;1,75;2240;9886;1,5;47,6294;-122,116;1965
279950;4;2,75;2420;8700;1,5;47,3109;-122,229;1914
459500;3;1,75;1470;4950;1;47,7325;-122,337;1984
618500;3;2;1800;5000;1;47,6738;-122,297;1942
160000;2;1;1140;23030;1;47,7637;-122,266;1980
499500;3;2,5;2520;53143;1,5;47,743;-121,925;1988
253750;4;1;1380;7110;1,5;47,3846;-122,226;1939
669000;3;1;1560;4500;1,5;47,6204;-122,292;1915
270000;3;1,5;1230;7500;1;47,4202;-122,331;1962
220000;4;1,75;1910;8171;1;47,35;-122,168;1986
229950;4;1,75;1300;21000;1;47,3067;-122,285;1969
544000;3;1,5;1790;8203;1,5;47,5768;-122,403;1910
329000;4;2,5;2650;5880;2;47,3509;-122,165;2005
631500;2;1;1130;2640;1;47,6438;-122,357;1927
325000;2;2;970;5000;1;47,7223;-122,16;1983
431500;3;3,5;1900;1612;2;47,544;-122,385;2008
520500;3;2;1900;8100;1;47,6997;-122,319;1940
899000;4;2,5;2580;3943;2;47,6853;-122,21;2013
189000;2;1;1200;9850;1;47,3089;-122,21;1921
1250000;3;2,5;2710;13120;1;47,6718;-122,256;1959
1225000;4;2,25;3070;16028;1;47,5271;-122,228;1976
480000;4;2,25;3250;34293;2;47,3496;-122,094;1983
315000;2;1;1120;7350;1;47,7648;-122,31;1942
775000;4;3,5;3060;4573;2;47,5522;-122,001;2012
360000;4;2;1920;7803;1;47,758;-122,325;1962
342400;3;2,25;1180;9630;2;47,7352;-122,232;1986
265000;4;2,5;2040;4443;2;47,3182;-122,189;2001
485000;4;1,75;1260;3880;1;47,687;-122,391;1918
335000;2;2;1380;5840;1;47,7732;-122,172;1988
799000;3;1;1510;4178;2;47,6849;-122,335;1902
229950;4;2,5;2150;7670;1;47,3942;-122,189;1976
325000;4;1,5;1470;70800;1;47,3458;-121,948;1976
465000;4;2;1470;10291;1;47,6316;-122,121;1963
475000;3;1;1270;4268;1;47,6848;-122,392;1921
425000;2;1;620;4455;1;47,6877;-122,395;1927
740000;3;1,75;1380;4590;1;47,6841;-122,293;1950
775000;4;4;3180;7650;2;47,6887;-122,319;1920
565000;1;1;1370;6250;1,5;47,5571;-122,385;1921
720000;4;2,25;2530;5200;1;47,6985;-122,382;1957
230000;3;1;1530;389126;1,5;47,1776;-122,011;1919
266500;4;1,75;1880;7632;1;47,3068;-122,372;1978
419000;4;2,5;3010;9155;2;47,3542;-122,027;2005
524950;3;1,5;2700;24539;2;47,7348;-121,984;1977
784950;4;2,75;2840;4227;3;47,7097;-122,107;2014
975000;5;2,75;3100;10014;1;47,5734;-122,213;1973
1310000;2;2,25;3950;3938;2;47,5912;-122,384;1991
5e+05;3;1;940;10360;1;47,688;-122,19;1964
446950;5;2,5;2250;7945;1;47,7316;-122,221;1977
527700;5;2,5;2820;9375;1;47,5707;-122,128;1968
237000;3;1,5;1800;9216;1;47,2739;-122,249;1950
6e+05;3;1,75;2040;5000;1,5;47,6756;-122,299;1924
269950;4;2,5;1960;7230;2;47,2855;-122,36;2002
227000;3;1;1340;10035;1;47,4916;-122,254;1959
420000;3;1,75;1720;5000;1,5;47,738;-121,983;1932
489000;2;2,25;1290;1334;3;47,6719;-122,382;2007
535000;5;3,25;2850;4551;2;47,4916;-122,144;2006
197500;3;1;980;3090;1,5;47,5525;-122,277;1903
273148;3;1,75;1710;7210;1;47,4094;-122,175;1974
630000;3;3;1880;2200;2;47,6666;-122,367;2007
815000;3;3,75;2780;5002;2;47,5939;-122,15;1999
315000;2;1;630;6550;1;47,5486;-122,38;1918
370000;3;2,5;1780;4050;2;47,7346;-122,308;2001
366500;4;2,75;2070;9300;1;47,7416;-122,32;1945
380000;3;1;1020;4800;1;47,5615;-122,272;1944
376000;3;2;1540;1827;2;47,5479;-121,999;2005
455600;3;2,5;2420;8252;2;47,5382;-121,871;1998
492000;3;1,75;2770;39927;1;47,4669;-122,003;1978
520000;3;2,25;1850;10855;1;47,5696;-122,02;1985
610000;3;1,75;1650;221720;1;47,5297;-121,901;1992
1378000;5;3,5;5150;12230;2;47,6249;-122,09;2007
1160000;4;2,5;2790;5450;2;47,6453;-122,303;1925
395000;1;1;900;6380;1;47,7019;-122,311;1947
315000;4;2,5;3130;5999;2;47,3837;-122,099;2006
675000;4;2,75;2670;6780;2;47,5131;-122,256;1908
440000;2;2,75;1100;1088;2;47,6405;-122,324;2006
554000;3;2;1910;9001;1;47,6037;-122,119;1957
329950;4;1;2050;7590;1;47,4916;-122,224;1957
410000;4;2;1970;10500;1;47,479;-122,356;1961
495000;3;2,5;1780;47480;2;47,4723;-121,707;1995
299000;2;1,5;1160;3838;2;47,7255;-122,164;1983
353950;5;2,25;3260;7969;2;47,314;-122,344;1982
525000;3;1;1560;8100;1;47,7261;-122,364;1952
265000;2;1;1000;31505;1;47,7659;-121,899;1960
1225000;3;2,25;2980;7700;1;47,6336;-122,29;1964
349000;3;2,5;1430;1002;3;47,698;-122,349;2002
450000;4;1;2000;4676;1,5;47,5529;-122,268;1916
782000;2;1,5;1570;3600;1,5;47,6366;-122,363;1906
453000;4;2,5;2502;8306;2;47,2953;-122,265;2013
440000;3;2;1550;2401;2;47,6545;-122,348;1996
435000;3;2,5;1930;5790;2;47,7733;-122,17;1988
325000;2;1;620;14823;1;47,7322;-122,3;1926
356000;4;2,5;2470;5074;2;47,3457;-122,041;2004
699950;3;3,25;2230;5460;1;47,53;-122,388;1977
286000;4;2,5;2060;16000;2;47,2849;-122,251;1993
378000;3;2,5;1601;2491;3;47,719;-122,317;2007
353500;4;2,5;3250;4650;2;47,4004;-122,203;2007
308000;4;2,5;1960;5642;2;47,3167;-122,187;1998
487000;4;2,25;2400;7000;1;47,7207;-122,184;1965
203000;3;1,75;1490;8000;1;47,3187;-122,18;1978
368000;4;2;2500;36900;1;47,3708;-122,049;1972
249950;3;1,5;1450;6875;1;47,4205;-122,316;1961
336000;4;2,25;2210;11700;2;47,3648;-122,284;1967
365500;3;2;1410;9600;1;47,7591;-122,146;1983
505000;4;2,5;2420;5006;2;47,4795;-122,126;2013
650000;3;2,5;3060;7831;2;47,5401;-121,861;2004
4e+05;3;1,75;1860;5750;1,5;47,5586;-122,383;1918
257000;3;1,75;1540;8223;1;47,3666;-122,089;1987
479950;3;2;2260;7163;1;47,4593;-122,136;2012
290000;3;1;960;9000;1;47,5765;-122,154;1955
235000;3;1,75;1420;7920;1;47,2931;-122,188;1962
352500;2;2,5;980;1010;3;47,6844;-122,387;2008
360000;3;1,75;1560;7930;2;47,4779;-122,161;1980
681000;3;1;1700;6356;1,5;47,5677;-122,281;1907
630000;4;2,75;2710;37277;2;47,4634;-121,987;2000
390000;2;1;860;1800;1;47,6334;-122,371;1909
230000;3;1,75;1260;10164;1;47,4752;-122,133;1964
332000;1;1;960;2640;1;47,6223;-122,294;1908
165000;3;1;970;7503;1;47,4688;-122,163;1967
380000;4;2,5;2500;11070;1;47,336;-122,334;1964
312000;5;4;2900;9779;2;47,5003;-122,306;1937
267950;4;1;1730;7350;1,5;47,3467;-122,307;1970
572000;3;2,75;2200;3885;2;47,6171;-122,028;2002
410000;4;1;1140;7208;1;47,742;-122,173;1970
667000;3;1,5;1720;8100;2;47,6746;-122,4;1907
575000;4;1,5;1430;4163;1,5;47,6606;-122,397;1910
330000;3;2;1500;11233;1;47,7279;-121,967;1987
469995;4;2,5;2350;3800;2;47,4783;-122,123;2014
235000;3;2,25;1670;7606;2;47,1949;-121,982;1990
341000;2;1;1040;4000;1;47,5753;-122,303;1914
218000;3;1;980;12812;1;47,4892;-122,306;1956
783200;4;2;1590;5400;1;47,637;-122,367;1900
430000;4;1,75;1570;7650;1;47,6801;-122,106;1975
1072500;3;2,25;2890;21480;2;47,5027;-122,381;1941
350000;4;2,25;2220;6953;2;47,3509;-122,041;1999
201000;3;1;1220;22443;1;47,2633;-122,245;1972
370950;3;2,5;2529;9653;2;47,3738;-122,161;2012
313000;2;1;1180;4900;1;47,5321;-122,029;1954
374950;2;2,25;1240;1172;2;47,5877;-122,316;2008
850000;3;2,75;3180;3680;2;47,577;-122,38;1918
1e+05;2;1;910;22000;1;47,2777;-122,252;1956
420000;5;2,5;2100;14395;1;47,7723;-122,317;1983
389000;2;2;1200;7131;1;47,7199;-122,022;2006
380000;2;2,5;2110;114127;1;47,4137;-122,212;1975
275900;3;1,75;1380;8400;1;47,3117;-122,321;1967
465000;3;2;1430;14250;1;47,701;-122,199;1953
780000;5;2,5;3480;74052;1;47,4961;-122,063;1972
829900;4;3,5;3840;4000;2;47,6642;-122,291;2001
1075000;4;2,75;2990;7389;1,5;47,5711;-122,284;1923
920000;4;3,5;4080;10666;2;47,6818;-122,023;2005
495000;3;1;1570;5510;1;47,6942;-122,319;1940
359950;3;1;1400;4980;1;47,7041;-122,34;1943
540000;3;2,5;1380;1021;2;47,6148;-122,309;2008
256000;4;1,75;1270;6825;1;47,5051;-122,242;1950
575000;2;2;1680;6194;1;47,7136;-122,03;2004
502000;3;2;1300;14350;1;47,5736;-122,152;1955
517500;4;2,5;1520;3370;2;47,5696;-122,004;1994
641000;2;1;1420;5332;1;47,6694;-122,275;1953
419000;2;2,25;1180;1253;2;47,6124;-122,309;2008
999999;3;2,5;2100;4097;2;47,5983;-122,2;2008
751000;5;2,75;2860;5280;2;47,707;-122,102;2006
550000;3;1,5;2440;7200;1;47,5604;-122,274;1949
410000;3;2;1400;45738;2;47,3624;-122,455;1981
357000;3;1,75;2400;14012;1;47,3371;-122,325;1971
265000;4;2,25;2300;9100;1;47,4576;-122,16;1977
3e+05;3;2,5;1741;5701;2;47,379;-122,184;2012
937500;5;3,75;4210;14599;2;47,5364;-121,858;2004
5e+05;4;2,25;2420;36680;2;47,4663;-122,006;1977
672600;3;2,25;1520;5750;2;47,5787;-122,388;1908
3e+05;4;2,25;1660;3200;2;47,3666;-122,019;2011
485000;3;2,5;2430;5867;2;47,5162;-121,872;2011
575000;3;2,25;2400;5000;1,5;47,6897;-122,393;1926
245000;3;1,75;1670;24650;1;47,1764;-122,026;1974
265000;3;2,5;1640;7668;2;47,3505;-122,027;1991
296500;3;2,5;1770;6033;2;47,3764;-122,119;1987
425000;3;1,75;1510;44000;1;47,4851;-121,716;1989
313000;3;1,5;1550;7260;1,5;47,4693;-122,349;1925
744000;3;2,5;2020;7512;2;47,6927;-122,206;1981
6e+05;4;2,5;2310;3866;2;47,5498;-121,996;2005
480000;5;2,5;2160;7737;2;47,5381;-121,872;1998
637500;3;1,75;1680;10685;1;47,6556;-122,193;1966
299000;2;1,75;1250;34395;1;47,2802;-122,316;1950
440000;4;1;1780;4000;1,5;47,6624;-122,354;1922
222000;3;1;1460;8400;1;47,3086;-122,365;1962
565000;3;3;2110;4000;1;47,5696;-122,375;1965
648000;3;1,75;1610;10229;1;47,553;-122,174;1961
791500;4;2;1510;3500;1,5;47,6794;-122,357;1911
420000;3;1,75;1770;6000;1;47,7135;-122,315;1952
195000;3;1;1070;7615;1;47,3189;-122,373;1969
585000;3;1,75;2170;153767;1;47,3694;-122,065;1976
680000;3;2,5;2570;3600;2,5;47,5412;-121,994;2007
200500;3;2;1280;14972;1;47,4129;-122,209;1963
527900;3;2,5;2490;5928;2;47,5385;-121,87;1998
268450;5;2,25;2200;9600;1;47,3263;-122,364;1963
560000;4;2,25;2550;7800;1;47,6283;-122,095;1968
1e+06;6;2,75;3600;9675;1;47,5726;-122,213;1977
503000;3;2,75;1540;6760;1;47,7163;-122,212;1980
250000;3;1;1480;6750;1;47,505;-122,366;1958
6e+05;6;3;2600;9350;1;47,6198;-122,105;1963
294450;4;2,25;1400;7341;1;47,7565;-122,305;1961
1063000;5;4,5;4820;13165;2;47,7295;-122,057;1990
449000;4;2,5;2960;6031;2;47,3596;-122,04;2005
662500;3;2;2070;4200;1,5;47,6624;-122,333;1906
590000;4;2,5;2660;35010;2;47,4816;-121,714;1993
669950;5;2,5;2820;14062;2;47,7081;-122,215;1960
166000;3;1;1010;11675;1;47,4849;-122,301;1957
380000;5;2,5;2760;11340;2;47,4769;-122,141;1978
390500;2;1,75;1460;426450;1;47,2079;-121,967;1966
338950;3;1,75;1610;22496;1;47,3443;-122,073;1974
452950;3;2,5;1150;1194;2;47,6684;-122,365;2006
315000;3;2,5;1730;6368;2;47,3505;-122,032;1993
595000;3;2,5;1750;3354;2;47,6953;-122,199;1991
935000;5;4,5;4230;9701;2;47,5444;-122,131;1999
587500;4;2,25;1780;6120;1;47,6955;-122,287;1951
250000;3;1;1060;52272;1;47,36;-122,178;1960
543000;4;2,5;2060;8451;2;47,7168;-122,333;1995
490000;2;2,5;1230;1391;2;47,6192;-122,301;2004
280500;3;2,25;1620;7566;2;47,3566;-122,039;1990
289000;3;2,25;1670;6600;2;47,3604;-122,089;1990
549950;4;3,5;3090;10510;1;47,7176;-122,214;1991
909500;4;4;4420;5940;2;47,5397;-122,072;2006
1164000;3;3,5;3620;8072;2;47,5646;-122,127;1999
635000;3;2,5;1570;1433;3;47,6858;-122,336;2010
740000;3;2,5;2350;3798;2;47,543;-122,01;2013
374500;3;1;960;9531;1;47,7619;-122,162;1969
370000;3;1;1320;7341;1;47,7367;-122,295;1982
799000;4;2,5;3400;6742;2;47,7067;-122,129;2004
795000;5;3,5;3330;3705;2;47,5567;-122,124;2008
252500;3;2;1900;8002;1;47,2909;-122,352;1991
715000;4;2,5;2650;30500;1;47,5535;-122,028;1960
350000;4;2,25;2190;3850;2;47,4854;-122,16;2006
648000;4;2,5;3290;6203;2;47,5441;-121,86;2008
367500;3;1;1660;11783;1;47,7563;-122,075;1978
406650;2;1;1070;6100;1;47,5698;-122,377;1940
630000;2;2,25;2550;5663;1;47,5304;-122,202;2011
315000;3;1,5;1700;8067;1;47,7384;-122,324;1956
1039000;4;1;3410;5000;2;47,5807;-122,291;1910
490000;3;1,5;1970;3400;1,5;47,6163;-122,292;1929
275000;3;2,5;1600;7000;2;47,3534;-122,057;1993
408000;2;2;1200;3900;1;47,72;-122,024;2006
570000;4;2,75;3140;10918;1;47,7086;-122,243;1968
235000;2;1;830;9000;1;47,3813;-122,243;1939
306000;3;1,75;1560;7500;1;47,489;-122,18;1966
460000;3;1,75;1660;9900;2;47,6704;-122,184;1978
475000;2;2,5;1620;14467;2;47,6306;-122,035;1981
268000;5;2,5;2400;4564;2;47,369;-122,126;2004
379260;3;2,5;1730;7202;1;47,4099;-122,329;1991
435000;3;2;2040;6880;2;47,7601;-122,351;1954
550700;2;1;1010;5000;1,5;47,6692;-122,297;1908
324000;3;2,5;1940;8347;2;47,3654;-122,164;1990
370000;4;1;1310;6000;1,5;47,5822;-122,295;1940
368000;3;2,5;1370;1350;2;47,5534;-122,382;2007
385000;3;0,75;1330;7020;1;47,5377;-122,376;1924
534500;3;2,5;1700;3150;2;47,5505;-121,998;2005
228950;3;1,75;1200;9085;1;47,2795;-122,353;1968
590000;4;3,5;3450;6873;2;47,459;-122,118;2004
285000;4;2,25;1960;10400;1;47,3199;-122,392;1985
216000;2;1;1130;12500;1;47,4514;-122,187;1953
604950;3;2,5;2110;5608;1;47,6743;-122,184;2013
560000;3;3,5;2270;4088;2;47,5356;-122,384;1996
379900;3;2,5;2190;5071;2;47,3506;-122,04;2004
440000;5;2;1430;5600;1,5;47,5192;-122,266;1947
608500;4;3,5;2850;5577;2;47,5252;-122,192;2014
693000;3;2,5;2460;12028;2;47,691;-122,095;1996
225000;3;1,5;1220;8345;1,5;47,5038;-122,266;1931
356000;2;1,75;1060;16470;1;47,7409;-122,089;1977
260000;3;1,5;1750;7000;2;47,3108;-122,346;1983
90000;2;1;580;7500;1;47,4852;-122,251;1943
399950;2;1;710;1157;2;47,6413;-122,329;1943
7e+05;4;2,5;3100;36562;2;47,7646;-122,065;1994
275000;3;1,75;1840;14005;1;47,3124;-122,345;1983
355000;3;1;1210;6650;1;47,6214;-122,12;1959
5e+05;4;2,5;2230;8560;2;47,4877;-122,143;2002
580000;3;2,5;1620;1171;3;47,6681;-122,355;2008
605500;3;2,5;2830;6536;2;47,7462;-122,172;1989
559950;5;2,75;2990;6370;2;47,4853;-122,154;2014
373000;3;1;1770;5720;1,5;47,5546;-122,377;1926
998000;4;2,5;3030;6820;2;47,6695;-122,266;1947
397500;3;2,25;1430;1383;3;47,6917;-122,341;2005
307000;3;2;1790;7259;1;47,4643;-122,171;1980
237000;3;2;1210;6634;1;47,4097;-122,193;1985
263000;3;2,5;1720;6847;2;47,3266;-122,272;1987
6e+05;3;2,5;2460;108900;1;47,4824;-122;1977
231750;3;1;1020;7615;1;47,4292;-122,152;1981
342000;3;3;1260;1634;3;47,697;-122,349;1998
289000;3;1;1090;7315;1;47,494;-122,165;1981
437000;3;1,75;1310;9282;1;47,6844;-122,111;1976
280000;2;1,5;800;1196;2;47,6972;-122,341;2003
579000;4;3,25;1900;2631;2;47,5869;-122,311;2014
330000;3;2;2500;10697;1;47,1927;-122,01;1994
389990;4;2,5;2245;4330;2;47,3557;-122,063;2014
360000;4;3;2483;6870;2;47,3627;-122,199;2005
305000;4;2,25;2340;5250;2;47,5183;-122,266;1965
445000;3;2;1620;5101;1;47,5448;-122,288;2006
365000;2;1;990;8250;1;47,7252;-122,331;1955
435000;4;2,5;2940;7590;2;47,4341;-122,16;1991
817000;3;1,5;2310;3360;1,5;47,6431;-122,359;1926
1200000;4;3,5;4560;16643;1;47,5521;-122,115;1995
335000;4;2,25;2400;8592;2;47,4383;-122,193;1978
643500;3;2;1650;7104;2;47,7053;-122,374;1945
245000;2;1;1050;5900;1;47,5326;-122,376;1950
535000;3;1;1090;3000;1,5;47,6889;-122,375;1929
289950;3;2,5;2070;6145;2;47,3357;-122,172;2003
508500;4;2,75;2520;12500;2;47,6225;-122,064;1979
290000;2;1;900;2728;2;47,5877;-122,298;1998
480000;3;2,5;2360;9005;1;47,7076;-122,337;1929
447000;3;1;1220;7200;1;47,6218;-122,116;1965
353000;1;1;550;1279;2;47,616;-122,314;2008
311500;4;2,5;1940;10133;2;47,3877;-122,171;1992
4e+05;3;2,5;1950;18533;2;47,5647;-121,903;1988
345000;5;2,5;3150;9134;1;47,4934;-122,189;1966
350000;3;1,75;1680;250470;1;47,7624;-121,93;1940
685000;6;2,25;2770;5854;1,5;47,6466;-122,304;1921
214100;2;2,5;1150;2064;2;47,3516;-122,292;2004
266000;3;2,5;1780;7214;1;47,3667;-122,182;1986
442500;6;2,5;2800;10490;1;47,7735;-122,378;1968
901000;4;2,75;3030;18400;1,5;47,7019;-122,243;1973
440000;3;1;1040;4000;1;47,6178;-122,292;1950
480000;3;1,75;2920;21375;1;47,7666;-122,265;1961
695000;3;2;2500;4080;1,5;47,6813;-122,346;1922
465000;5;4;3210;7200;2;47,7329;-121,966;2011
550000;3;1,75;1380;3402;1,5;47,6109;-122,302;1900
7e+05;3;2,5;2190;7982;2;47,6869;-122,187;2004
263000;3;1,5;1300;7885;1;47,4556;-122,209;1968
435000;3;1,75;1310;8065;1;47,701;-122,368;1948
638250;4;2,5;2460;8029;2;47,6262;-122,03;1989
2e+05;2;1;930;8665;1;47,4822;-122,318;1938
499950;3;2,25;2880;7200;1;47,7707;-122,35;1970
335000;3;3;1430;1249;3;47,6971;-122,34;2003
485000;3;2;1420;4080;1,5;47,6872;-122,349;1905
235000;3;1,75;1190;7280;1;47,3151;-122,19;1968
312000;2;1,75;1160;8625;1;47,5509;-122,366;1941
275000;3;2,25;1640;6044;2;47,2844;-122,205;1996
227000;3;1;1130;10018;1;47,3733;-122,275;1954
151000;2;1;720;4222;1;47,4965;-122,186;1942
260000;3;2;1920;8075;1;47,3092;-122,375;1969
235000;3;1;1590;13000;1,5;47,4789;-122,346;1944
605000;3;1,75;2330;6000;1,5;47,5765;-122,378;1940
762400;3;1,75;2430;14607;1;47,5588;-122,211;1949
552321;3;2,5;1960;8469;2;47,7236;-122,105;1984
3e+05;3;1,75;1700;8481;2;47,2623;-122,305;1993
627000;3;2;1940;3800;1;47,6842;-122,309;1927
340000;3;2,75;1720;28000;1;47,4375;-122,176;1958
7e+05;2;1;1160;17635;1;47,5117;-122,248;1945
320000;3;1;1330;9540;1;47,758;-122,075;1971
319000;3;1,75;1640;53400;1;47,3944;-122,506;1966
260000;3;1,5;1580;8184;1;47,4294;-122,331;1954
514000;3;2,25;2260;54014;1;47,7657;-122,131;1962
289950;2;1;760;6000;1;47,7168;-122,34;1950
855000;4;3,5;3460;7702;2;47,5942;-121,977;2010
655000;1;1;1660;5422;1;47,6821;-122,388;1908
310000;3;2,25;1590;3056;2;47,5432;-122,293;2001
399500;4;2,5;2560;7492;2;47,4467;-122,287;2014
560000;4;2,75;2930;22000;1;47,3227;-122,384;1978
226550;3;1;990;4440;1;47,522;-122,354;1943
260000;3;1;1480;7469;1,5;47,5048;-122,301;1940
379500;2;1;960;5096;1;47,5314;-122,378;1949
324747;3;2,5;2060;4742;2;47,3706;-122,017;2014
627000;4;2,5;2750;11830;2;47,4698;-122,121;2014
260000;5;2,5;2580;11250;1;47,397;-122,313;1964
397900;3;2,75;2500;35245;1;47,3414;-122,117;2000
435000;2;1;1120;88327;1,5;47,3205;-121,867;1972
838000;4;2,5;3310;42998;2;47,7232;-122,131;2001
305000;2;1,5;800;2142;2;47,5917;-122,297;2006
386000;4;2,25;2810;8560;1;47,4437;-122,124;1979
525000;3;1,75;1600;9579;1;47,7662;-122,159;1977
5e+05;2;1,5;1520;8040;1;47,7131;-122,306;1951
898000;3;2,25;2580;11060;1;47,6113;-122,164;1964
250000;3;1,75;1160;6134;1;47,3414;-122,218;1998
735000;4;2,75;3040;2415;2;47,5188;-122,256;1966
820000;4;2,75;2420;4635;1,5;47,682;-122,347;1905
275000;3;1,5;1240;9125;1;47,4469;-122,155;1967
654500;4;1;1780;5000;1,5;47,6761;-122,297;1947
558000;3;2,25;2220;15757;1;47,6212;-122,043;1982
909000;4;2,5;3680;11648;2;47,5604;-122,107;1986
1410000;2;2;2180;18525;1;47,5036;-122,387;1952
535000;3;3,25;2670;5108;2;47,5342;-121,866;2000
245000;3;2,25;1350;6775;1;47,3593;-122,289;1981
1300000;4;2,5;3110;11857;2;47,6952;-122,402;1990
624000;4;3,25;2810;11250;1;47,692;-122,099;1980
445800;3;2;1320;6500;1;47,7119;-122,319;1947
404763;3;2,5;1690;1609;2;47,5521;-121,998;2014
626100;4;2,5;2280;7219;2;47,5719;-122,021;1987
585000;4;1,75;3000;42200;1;47,5265;-122,202;1950
535000;3;1,75;2020;10031;1;47,7487;-122,319;1952
299900;3;2,25;2100;8163;2;47,3336;-122,269;1984
288000;3;2,5;1150;887;3;47,7072;-122,356;2007
680000;5;3,25;2440;15815;2;47,774;-122,28;2014
255000;3;1,5;1420;7480;1;47,4651;-122,184;1963
932800;5;3,25;2980;7095;2,5;47,6919;-122,294;1998
264950;3;1,5;1470;11599;1;47,3632;-122,188;1967
288000;5;2,75;2790;4807;1,5;47,3098;-122,223;1949
270000;3;1;1010;9514;1;47,4936;-122,105;1969
780000;4;3,25;3900;40962;2;47,683;-122,063;1991
936000;4;2,5;3330;8897;2;47,6484;-122,08;2001
296000;3;1,75;1360;10742;1;47,4351;-122,173;1971
555000;4;1,75;2260;11000;1;47,6224;-122,109;1976
320000;3;1;1190;4120;1;47,5513;-122,272;1929
460000;3;1,75;1400;12155;1;47,5926;-122,047;1977
643000;4;2,5;2518;4663;2;47,5894;-122,017;2005
535610;3;1;1610;5100;1,5;47,6765;-122,386;1901
255500;2;1;1440;43560;1;47,4916;-122,082;1965
154200;4;1;1310;8640;1;47,5104;-122,342;1948
360000;3;2,5;2150;14092;2;47,4621;-122,129;1991
649000;3;2;1810;17006;2;47,4663;-122,369;1913
445000;3;3,25;1710;1960;2;47,5479;-122,003;2004
1160000;4;2,5;3860;10361;2;47,5517;-122,147;1985
305000;3;1;1580;7424;1;47,4607;-122,171;1962
485000;4;2,25;1850;9911;1;47,6019;-122,116;1957
610000;4;2,75;2600;36583;1;47,593;-122,054;1976
7e+05;3;2,5;2350;4975;2;47,5418;-122,01;2012
269100;3;2,5;2190;7904;2;47,2617;-122,21;1995
449999;4;1,75;2290;36900;1,5;47,2034;-122,003;1938
391500;3;2,5;1920;9625;2;47,4876;-121,8;1993
559000;3;1,75;1700;6500;1;47,6837;-122,284;1967
445000;3;1;1260;8910;1;47,7;-122,375;1949
343500;3;2;1660;7509;1;47,4872;-122,144;2002
3e+05;2;1;960;8153;1;47,7341;-122,3;1947
1300000;3;3,25;3400;5979;2;47,6585;-122,273;1937
374000;2;2,25;1100;1695;2;47,5663;-122,289;2009
368000;3;1;1280;9898;1;47,7677;-122,163;1968
335620;3;2,25;1800;15903;1;47,3813;-122,043;1986
4e+05;3;2,25;1740;11040;2;47,7376;-122,242;1980
594000;3;2,25;2080;70567;2;47,7221;-122,124;1990
858000;4;2,25;3070;13720;2;47,6133;-122,152;1978
555000;5;3;3640;6930;2;47,3521;-122,012;2004
270000;3;2,25;1810;8262;2;47,2994;-122,37;1981
248000;4;2;2080;13510;1;47,4918;-122,258;1950
225000;3;1;1010;15701;1;47,4518;-122,292;1949
263300;2;1;900;4500;1;47,5273;-122,265;1951
330000;4;2,5;2980;5674;2;47,277;-122,347;2003
722000;3;2,5;2230;4850;2;47,7295;-122,334;2014
296500;3;1,5;1580;10100;1;47,4423;-122,193;1961
380000;4;1,75;1740;9150;1;47,4498;-122,28;1974
870000;3;2,5;3210;8630;2;47,6939;-122,189;1990
365650;4;2,25;2380;7700;2;47,4391;-122,194;1977
390000;1;1;710;4000;1;47,6562;-122,354;1928
575000;4;2,5;2040;5508;2;47,5719;-122,007;1996
250000;3;2,5;1650;2802;2;47,4328;-122,196;2004
239975;3;2,5;1820;7242;1;47,4318;-122,292;1959
650000;4;3;2950;5000;2;47,5714;-122,375;1979
599950;4;2,5;2290;6318;2;47,57;-122,02;1988
3e+05;3;2;1050;10072;1;47,7341;-121,976;1986
475226;3;2,5;2120;4512;2;47,75;-122,183;1988
330000;3;2,5;1070;1155;2;47,5617;-122,385;2005
505000;4;1,75;1940;4800;1;47,6054;-122,314;1922
5e+05;4;2,25;2030;8517;1;47,5495;-122,174;1961
359950;4;3,5;2690;5564;2;47,3537;-122,018;2007
375000;5;2,5;2100;14858;1;47,4721;-122,123;1970
898000;5;1,5;2680;28014;1;47,6348;-122,196;1963
305000;3;2,25;1646;9519;2;47,3646;-122,036;1994
532500;3;3,25;3140;37120;1;47,5244;-121,842;1984
350000;3;1,75;1320;10500;1;47,7267;-122,226;1966
