"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"S";62;0;72;48;250;"0"
"F";"S";34;0;96;192;180;"0"
"M";"S";18;0;144;0;500;"0"
"F";"S";29;0;120;12;360;"0"
"F";"C";47;0;240;288;900;"0"
"F";"S";30;0;12;84;1800;"0"
"F";"S";34;0;120;0;0;"0"
"F";"S";26;0;108;12;345;"0"
"F";"S";29;0;60;12;350;"1"
"M";"D";47;0;480;24;600;"0"
"F";"C";26;0;0;12;400;"0"
"M";"S";21;0;228;36;500;"0"
"M";"S";30;0;36;72;615;"1"
"F";"S";22;0;36;0;350;"0"
"F";"S";19;0;12;12;383;"0"
"M";"C";25;0;300;96;356;"0"
"M";"S";48;0;120;180;820;"0"
"F";"S";36;0;360;12;352;"1"
"M";"S";25;0;48;48;195;"0"
"F";"C";27;0;84;12;220;"0"
"M";"O";39;0;60;12;680;"0"
"F";"C";38;0;12;0;815;"0"
"F";"C";46;0;36;12;210;"0"
"F";"S";27;0;300;48;350;"0"
"M";"S";31;0;360;12;242;"0"
"F";"C";32;0;72;0;400;"0"
"F";"C";49;0;360;0;0;"0"
"F";"S";43;0;60;36;456;"0"
"F";"C";22;0;264;12;450;"0"
"M";"S";18;0;12;12;800;"1"
"M";"C";58;0;180;72;900;"0"
"F";"S";22;0;276;12;480;"0"
"F";"S";19;0;228;12;140;"0"
"M";"C";62;0;360;0;1100;"0"
"F";"S";19;0;36;12;310;"0"
"F";"S";20;0;36;36;270;"0"
"F";"S";61;0;84;708;486;"0"
"F";"V";48;0;120;0;925;"0"
"F";"C";33;0;12;12;180;"0"
"F";"D";47;0;240;0;2448;"0"
"F";"C";33;0;72;12;444;"0"
"F";"S";42;0;96;0;800;"0"
"F";"S";46;0;48;192;3100;"0"
"M";"C";32;0;384;36;979;"1"
"F";"S";22;0;240;12;250;"0"
"M";"S";21;0;24;12;483;"0"
"F";"C";47;0;276;72;500;"0"
"M";"C";30;0;240;48;480;"1"
"M";"S";30;0;360;12;364;"0"
"F";"O";40;0;96;0;800;"0"
"F";"C";56;0;384;12;249;"0"
"F";"S";21;0;12;12;255;"0"
"F";"S";30;0;12;0;220;"0"
"F";"C";44;0;528;300;538;"0"
"F";"S";19;0;48;12;272;"1"
"F";"C";25;0;36;0;250;"0"
"F";"C";41;0;492;12;120;"0"
"M";"C";30;0;24;132;900;"0"
"F";"S";27;0;324;108;900;"0"
"F";"S";23;0;12;12;418;"0"
"F";"D";42;0;240;120;5000;"0"
"F";"C";26;0;60;36;1500;"0"
"F";"S";24;0;12;108;308;"0"
"M";"S";23;0;36;36;370;"0"
"F";"C";35;0;60;12;270;"0"
"M";"V";60;0;180;120;1293;"0"
"F";"S";29;0;36;12;500;"0"
"M";"D";38;0;144;252;531;"1"
"F";"S";41;0;60;0;150;"1"
"F";"C";45;0;264;0;200;"0"
"F";"C";31;0;12;12;268;"0"
"F";"V";79;0;120;180;500;"0"
"F";"C";28;0;336;48;1433;"0"
"F";"C";46;0;240;0;500;"0"
"M";"C";39;0;192;60;870;"0"
"F";"C";34;0;12;48;700;"0"
"F";"D";40;0;12;120;650;"0"
"M";"O";24;0;72;60;480;"1"
"M";"S";26;0;312;60;800;"0"
"F";"S";21;0;24;48;300;"0"
"M";"O";43;0;60;240;602;"0"
"F";"O";21;0;120;24;400;"1"
"F";"O";53;0;132;180;415;"1"
"M";"S";19;0;12;0;230;"0"
"F";"S";19;0;228;12;220;"0"
"M";"O";24;0;24;12;347;"0"
"F";"C";41;0;132;144;486;"0"
"F";"S";23;0;348;0;180;"0"
"F";"C";45;0;108;12;550;"0"
"F";"S";22;0;168;24;480;"0"
"F";"C";49;0;300;156;299;"0"
"M";"C";61;0;336;228;1070;"0"
"F";"S";36;0;72;12;632;"0"
"M";"S";23;0;84;12;202;"0"
"F";"C";40;0;480;24;500;"0"
"F";"S";61;0;36;228;714;"0"
"M";"S";18;0;216;12;800;"0"
"F";"S";33;0;276;24;272;"0"
"F";"S";24;0;12;12;260;"0"
"F";"S";21;0;48;0;240;"1"
"M";"V";58;0;72;72;1000;"0"
"M";"S";21;0;12;12;604;"1"
"M";"C";22;0;12;36;540;"0"
"M";"C";32;0;120;0;210;"0"
"F";"C";36;0;12;72;2000;"0"
"F";"S";52;0;72;216;555;"1"
"F";"C";31;0;192;36;1200;"0"
"F";"S";27;0;120;24;505;"0"
"F";"S";26;0;144;24;189;"0"
"F";"C";31;0;144;72;226;"1"
"F";"S";19;0;36;0;300;"0"
"M";"S";29;0;360;0;211;"0"
"M";"S";19;0;228;48;400;"1"
"F";"C";53;0;240;120;220;"0"
"F";"S";23;0;36;0;270;"0"
"F";"C";77;0;312;12;1651;"0"
"M";"S";22;0;48;48;1200;"1"
"M";"O";23;0;96;12;3337;"0"
"M";"S";23;0;0;0;381;"1"
"M";"C";35;0;120;156;350;"0"
"F";"S";34;0;144;276;300;"0"
"F";"S";21;0;60;0;360;"1"
"F";"C";35;0;96;24;2658;"0"
"F";"S";22;0;12;12;220;"1"
"F";"V";65;0;396;72;640;"0"
"F";"S";21;0;12;12;310;"0"
"F";"S";38;0;24;168;400;"0"
"F";"O";28;0;120;72;160;"0"
"M";"S";19;0;48;12;390;"0"
"F";"S";18;0;216;12;227;"0"
"F";"V";75;0;12;204;500;"0"
"F";"S";21;0;0;12;300;"0"
"F";"S";45;0;264;12;455;"1"
"F";"O";22;0;108;0;0;"1"
"F";"O";25;0;300;0;500;"1"
"F";"C";34;0;48;12;1200;"0"
"F";"C";58;0;264;0;637;"0"
"M";"C";40;0;72;312;1000;"1"
"F";"S";19;0;228;36;400;"0"
"F";"S";39;0;24;12;300;"1"
"F";"C";48;0;180;36;360;"0"
"F";"S";18;0;48;12;300;"0"
"M";"S";42;0;360;180;837;"1"
"M";"S";19;0;240;0;243;"0"
"M";"S";33;0;120;12;307;"0"
"F";"C";38;0;156;36;2325;"0"
"F";"C";37;0;144;24;1800;"0"
"F";"D";45;0;96;60;550;"0"
"F";"C";51;0;36;12;700;"1"
"M";"O";50;0;180;168;1600;"0"
"M";"S";26;0;312;72;1500;"0"
"F";"C";23;0;12;12;260;"0"
"F";"S";24;0;24;12;164;"0"
"F";"C";49;0;48;132;334;"0"
"F";"C";30;0;360;24;349;"0"
"F";"S";19;0;60;0;380;"0"
"M";"C";41;0;156;0;1000;"0"
"M";"S";17;0;12;12;307;"1"
"M";"C";64;0;396;96;892;"0"
"F";"C";23;0;12;12;1500;"1"
"F";"C";64;0;240;120;2005;"0"
"F";"C";32;0;120;0;240;"1"
"F";"S";28;0;336;12;700;"0"
"M";"C";29;0;84;36;650;"0"
"F";"C";38;0;384;120;240;"1"
"M";"S";42;0;240;12;443;"0"
"M";"S";27;0;12;12;747;"0"
"F";"C";68;0;480;0;180;"0"
"F";"S";20;0;72;24;500;"1"
"F";"S";21;0;252;12;250;"1"
"M";"S";22;0;264;12;800;"0"
"F";"S";22;0;12;12;221;"0"
"F";"S";21;0;252;12;250;"1"
"F";"S";19;0;120;24;473;"0"
"F";"C";49;0;60;0;0;"0"
"F";"C";24;0;96;24;351;"0"
"F";"D";55;0;360;36;1500;"0"
"F";"S";23;0;120;12;371;"0"
"M";"C";28;0;24;12;212;"0"
"F";"S";30;0;120;120;223;"0"
"F";"C";40;0;120;12;700;"0"
"F";"C";43;0;120;0;2000;"0"
"F";"C";28;0;120;60;833;"0"
"F";"C";40;0;480;24;239;"0"
"M";"S";25;0;240;84;652;"0"
"F";"S";38;0;12;120;600;"0"
"M";"C";49;0;360;24;431;"0"
"F";"S";34;0;24;36;1285;"1"
"M";"S";22;0;240;24;300;"0"
"F";"C";26;0;24;36;220;"0"
"F";"C";33;0;84;12;200;"0"
"M";"S";22;0;12;12;200;"1"
"F";"S";27;0;96;0;0;"0"
"F";"S";24;0;288;12;261;"0"
"F";"D";32;0;72;24;582;"0"
"F";"O";44;0;60;120;600;"0"
"F";"S";36;0;240;12;6185;"0"
"M";"C";66;0;96;96;364;"0"
"M";"C";58;0;120;0;1115;"1"
"F";"V";43;0;228;228;200;"0"
"F";"S";28;0;216;12;380;"1"
"M";"C";45;0;120;84;1545;"0"
"M";"C";28;0;12;48;780;"0"
"F";"O";25;0;36;12;245;"0"
"M";"S";27;0;36;36;334;"0"
"F";"V";53;0;240;36;533;"0"
"M";"S";18;0;36;12;400;"0"
"F";"V";40;0;480;0;930;"0"
"F";"S";19;0;228;12;433;"0"
"F";"C";51;0;612;240;400;"0"
"F";"C";46;0;168;36;248;"0"
"M";"S";22;0;336;12;673;"0"
"F";"S";38;0;84;144;800;"0"
"F";"D";42;0;12;228;500;"0"
"F";"S";25;0;60;24;360;"1"
"F";"C";24;0;72;60;350;"0"
"F";"C";45;0;468;360;500;"1"
"F";"S";46;0;216;156;600;"0"
"F";"S";20;0;180;60;600;"1"
"F";"S";20;0;72;12;191;"1"
"M";"S";52;0;36;12;1500;"0"
"F";"C";35;0;420;12;369;"0"
"F";"S";19;0;180;12;220;"1"
"M";"C";46;0;252;156;475;"1"
"F";"O";38;0;36;12;1000;"0"
"M";"S";19;0;216;0;325;"0"
"F";"S";20;0;60;12;349;"0"
"F";"S";18;0;180;0;180;"0"
"F";"S";22;0;24;24;214;"0"
"M";"C";32;0;60;36;710;"0"
"M";"S";23;0;240;12;550;"0"
"F";"S";25;0;24;0;714;"0"
"F";"S";19;0;216;24;510;"0"
"F";"S";18;0;24;12;200;"1"
"M";"S";21;0;168;12;250;"1"
"F";"S";42;0;24;264;1600;"0"
"M";"S";26;0;180;12;234;"1"
"F";"S";18;0;216;0;500;"1"
"F";"S";36;0;204;36;450;"0"
"F";"O";33;0;180;24;300;"0"
"M";"S";63;0;12;84;622;"0"
"F";"D";58;0;360;360;400;"0"
"F";"S";22;0;24;60;220;"1"
"M";"C";52;0;24;24;240;"1"
"M";"S";20;0;240;12;500;"0"
"F";"S";24;0;156;48;392;"0"
"M";"C";39;0;288;48;757;"1"
"F";"S";32;0;240;60;600;"0"
"F";"C";46;0;96;120;700;"0"
"M";"S";26;0;156;24;645;"0"
"F";"S";47;0;24;276;478;"0"
"M";"C";65;0;72;0;697;"0"
"F";"C";33;0;360;36;600;"0"
"F";"S";42;0;12;24;1000;"1"
"M";"C";33;0;12;12;498;"1"
"F";"S";23;0;180;24;225;"0"
"F";"S";43;0;480;0;220;"0"
"M";"C";30;0;84;0;398;"0"
"F";"C";20;0;36;0;265;"0"
"M";"S";21;0;240;12;220;"0"
"F";"S";21;0;108;48;300;"1"
"M";"S";18;0;216;12;203;"0"
"M";"C";37;0;36;0;500;"0"
"F";"S";48;0;240;12;400;"0"
"F";"S";21;0;72;24;340;"1"
"F";"S";54;0;648;72;336;"0"
"M";"C";56;0;156;300;879;"0"
"M";"C";25;0;48;72;892;"0"
"M";"C";43;0;12;36;458;"0"
"F";"S";27;0;60;24;450;"0"
"F";"O";40;0;96;360;200;"0"
"F";"D";38;0;60;12;500;"0"
"F";"C";54;0;300;0;900;"0"
"M";"S";49;0;84;24;1000;"0"
"M";"S";23;0;48;24;265;"0"
"F";"S";24;0;240;60;380;"0"
"M";"S";23;0;276;12;370;"0"
"F";"S";35;0;84;36;244;"1"
"F";"S";18;0;216;12;167;"0"
"F";"S";20;0;36;12;630;"0"
"M";"C";49;0;120;240;530;"0"
"F";"S";20;0;12;60;251;"0"
"F";"S";38;0;360;24;1704;"1"
"M";"D";50;0;252;36;544;"1"
"M";"S";25;0;300;0;280;"0"
"F";"S";21;0;24;12;251;"0"
"M";"S";20;0;120;12;200;"0"
"F";"S";19;0;228;0;300;"1"
"F";"C";26;0;72;12;200;"0"
"F";"O";36;0;276;48;400;"0"
"F";"S";20;0;48;24;326;"0"
"F";"S";25;0;36;12;300;"1"
"F";"C";60;0;12;12;183;"0"
"F";"S";20;0;240;12;200;"1"
"F";"D";46;0;12;12;180;"0"
"M";"S";18;0;96;12;623;"1"
"M";"S";19;0;216;72;200;"0"
"M";"S";19;0;120;12;208;"0"
"M";"S";18;0;216;12;226;"1"
"F";"C";32;0;120;48;193;"0"
"M";"C";47;0;192;12;211;"1"
"M";"C";37;0;84;12;355;"0"
"F";"S";24;0;264;72;350;"0"
"F";"C";39;0;180;24;186;"0"
"F";"C";42;0;240;0;600;"0"
"M";"C";55;0;360;216;500;"0"
"F";"C";32;0;96;0;471;"0"
"F";"C";40;0;468;120;500;"1"
"F";"S";20;0;240;12;205;"0"
"F";"D";57;0;240;0;1710;"0"
"F";"C";49;0;252;96;2000;"0"
"F";"S";18;0;192;12;220;"0"
"F";"C";29;0;12;24;270;"0"
"F";"S";27;0;300;24;310;"0"
"M";"C";45;0;240;0;1680;"0"
"F";"C";33;0;180;0;500;"0"
