"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"condition";"lat";"long"
778000;3;2,25;2260;33080;1;5;47,6386;-122,183
395000;3;1,5;1280;15028;1;3;47,6304;-122,035
452500;3;2,5;2240;7791;2;3;47,5361;-121,88
470000;3;2,75;2770;54707;1,5;3;47,7555;-122,289
523000;4;2,5;2660;65340;2;3;47,4969;-122,06
625000;4;2,5;3190;27806;2;3;47,3425;-122,03
271115;2;1,5;830;1325;2;3;47,5472;-122,384
431000;2;2;1390;12530;1;3;47,7499;-122,29
755000;4;2,5;2120;10202;1;4;47,5858;-122,17
445000;4;2,5;2990;6383;2;3;47,3499;-122,027
150000;3;0,75;490;38500;1,5;4;47,7112;-121,315
539900;3;2,5;2500;4203;2;3;47,5346;-121,875
255000;4;2;2560;12155;1;4;47,3326;-122,323
318500;4;2;1780;7350;1;5;47,4562;-122,158
335000;3;2,25;2060;47318;1;4;47,2758;-122,265
370000;2;1;1270;1399;3;3;47,5552;-122,381
553000;3;1;1330;5100;1;3;47,6837;-122,291
305000;4;2;1800;13551;1;4;47,4721;-122,128
490000;4;2,5;2510;4349;2;3;47,4927;-122,147
375000;3;1;1130;12500;1,5;3;47,5491;-122,268
577000;3;2,5;2060;5750;1;3;47,5671;-122,391
512031;3;1,75;1540;3000;1;3;47,6769;-122,36
710000;6;3,5;3830;68825;2;3;47,4574;-122,003
240000;3;1,75;1770;8571;1;3;47,3109;-122,339
5e+05;3;1;1440;54315;1;3;47,591;-122,01
370000;3;2,5;1070;1219;2;3;47,5618;-122,384
277000;3;1;1140;8144;1;3;47,7464;-122,317
483000;2;1,75;1240;3000;1,5;3;47,6689;-122,326
483000;3;3;2440;15540;2;3;47,6104;-122,06
480000;4;2,5;2180;9861;2;3;47,4817;-121,802
1e+06;3;1;1880;5450;1,5;4;47,6453;-122,302
576000;4;2,5;2590;5756;2;3;47,5356;-121,875
249950;3;3;1790;2003;2;3;47,5421;-122,321
525000;3;2,5;2030;6970;2;4;47,5718;-121,999
555000;5;3;3640;6930;2;3;47,3521;-122,012
370000;3;2,5;2313;5700;2;3;47,3572;-122,202
260000;3;1;1300;10139;1;3;47,3427;-122,087
329350;2;1;720;6687;1;3;47,7001;-122,362
234500;3;1,75;1310;18400;1;3;47,5035;-122,302
615000;3;1,75;2360;7291;1;4;47,5274;-122,384
250000;3;2,25;1900;9990;1;3;47,3478;-122,298
306500;2;1;840;892;2;3;47,5396;-122,387
453000;4;2;1880;5100;1;3;47,6872;-122,349
513000;3;2,5;1810;4592;2;3;47,5764;-121,996
998500;2;1;1570;4400;1,5;4;47,6112;-122,293
847000;5;1;2550;4623;2,5;4;47,6092;-122,294
197500;2;1;820;8860;1;3;47,452;-122,19
939000;4;2,25;2240;9684;2;4;47,5489;-122,225
1050000;5;2,75;2520;18625;1;3;47,6409;-122,207
378500;2;1;730;7528;1;3;47,6997;-122,305
570000;4;2,75;3250;5600;2;3;47,4806;-122,125
931088;4;2,5;3510;17400;1;4;47,5963;-122,171
360000;2;1;880;1165;2;3;47,6192;-122,297
325088;4;1;1400;6739;1;3;47,5402;-122,298
615000;5;2;2130;4180;1,5;5;47,575;-122,388
239950;3;1,75;1670;6900;1;3;47,2975;-122,38
405000;3;1,75;1670;6720;1;3;47,7198;-122,193
425000;3;2,75;2600;10874;2;3;47,3815;-122,146
605000;3;1,75;1920;7400;1;4;47,5633;-122,131
152000;3;1,75;1070;7754;1;3;47,5079;-122,344
815000;5;3,25;3230;5000;2;3;47,5202;-122,393
4e+05;3;3;2090;7634;1;3;47,7408;-121,974
421000;3;2,5;1930;4505;1;4;47,3459;-122,326
480000;5;2;1760;21562;1;3;47,7597;-122,263
403000;2;1;720;3255;1;4;47,6823;-122,348
339950;4;2,5;2260;6086;2;3;47,3642;-122,174
525000;2;1,75;1530;3503;1;4;47,6368;-122,371
3e+05;3;2,5;1020;1570;2;3;47,5871;-122,317
635000;3;2,5;3350;4007;2;3;47,7277;-122,207
450000;4;2,5;2400;7693;2;3;47,4881;-122,142
537000;4;1,75;1580;3635;1;4;47,6795;-122,371
749950;4;2,75;2600;6050;2;5;47,5656;-122,4
608000;3;2,5;1760;1472;3;3;47,6473;-122,374
260000;3;2,25;1489;2800;2;3;47,3452;-122,215
3e+05;3;1,75;1450;7620;1;4;47,4569;-122,354
740000;3;2,5;2710;18480;2;3;47,7256;-122,259
245000;3;2,25;2210;10794;1;3;47,4911;-122,224
256000;3;1;950;4000;1;3;47,5232;-122,284
246700;3;2;1610;13309;1;4;47,3398;-122,133
549800;3;2,25;1580;11680;1;4;47,5872;-122,17
695000;2;2,5;2170;7665;1;3;47,7112;-122,019
668750;4;2,5;2340;6420;1;3;47,7728;-122,386
843500;3;2,5;3560;11448;2;3;47,7126;-122,104
459000;4;3;2530;10000;2;3;47,431;-122,335
535000;2;1;1030;4841;1;3;47,686;-122,341
670000;3;1,75;1730;3400;1;5;47,6662;-122,364
589000;3;2;2360;118483;1;3;47,5595;-121,867
431000;4;2,25;2170;10500;1;4;47,4394;-122,338
357000;3;1;1370;6450;1;3;47,7195;-122,288
452000;5;1,75;1830;47916;1,5;3;47,4881;-121,777
475000;5;2,5;2010;3600;1,5;3;47,6522;-122,366
385000;4;2,5;2050;5276;2;3;47,491;-122,15
245000;4;1,5;1280;8000;1;3;47,4949;-122,255
681000;4;2,5;3860;5130;2;3;47,5387;-121,879
425000;3;2,25;1800;7371;1;3;47,7584;-122,145
384000;6;3;2320;4502;1;4;47,5552;-122,3
785000;4;2,5;2960;4750;2;3;47,5544;-121,993
437000;3;2,75;2580;5200;2;3;47,496;-122,151
899000;4;2,5;2580;3943;2;3;47,6853;-122,21
457500;2;1;840;5000;1;4;47,6803;-122,371
349950;1;1;1230;9300;1,5;4;47,7055;-122,348
4e+05;3;1,75;1470;6682;1;3;47,7315;-122,226
245000;2;1;1020;7679;1;5;47,4915;-122,188
419990;3;2,5;1690;1689;2;3;47,5528;-121,999
255000;3;1,5;1020;11410;1;3;47,4811;-122,162
404763;3;2,5;1690;1609;2;3;47,5521;-121,998
710000;4;2,25;2000;8068;2;5;47,5584;-122,137
445800;3;2;1320;6500;1;3;47,7119;-122,319
862000;4;2,5;3190;14565;2;3;47,713;-122,072
240000;3;1;1030;15264;1;4;47,5016;-122,168
1070000;4;3,75;4130;12320;2;3;47,5194;-122,151
640000;4;2,75;3150;7379;1,5;4;47,6968;-122,3
314950;3;1,75;1520;9600;1;4;47,473;-122,149
385000;3;3,5;1370;1540;2;3;47,5638;-122,388
339888;3;1;1040;7490;1;3;47,7137;-122,213
795000;5;3,5;3330;3705;2;3;47,5567;-122,124
418000;3;1,75;1530;7238;1;3;47,7629;-122,315
364500;3;1;1060;9506;1;3;47,7317;-122,31
475000;3;2,5;2480;6031;2;3;47,772;-122,297
180000;3;1;1280;4875;1;5;47,3686;-122,081
210000;2;1;1100;6000;1,5;4;47,5275;-122,323
460000;3;2,5;1730;8490;1;3;47,7187;-122,219
465000;2;1,5;1220;1120;2,5;3;47,6374;-122,388
279800;3;1,75;1410;2052;2;3;47,5171;-122,347
554663;3;2;1230;6802;1,5;3;47,6712;-122,279
270000;3;1,75;2840;9800;1;4;47,3516;-122,119
675000;3;2,25;1780;4252;2;4;47,6004;-122,292
505000;3;2;1260;5460;1;3;47,7355;-122,18
310000;5;1,75;2190;27260;1;4;47,4546;-122,337
9e+05;4;2;1190;8190;1,5;3;47,6908;-122,397
497000;3;2,25;1630;3817;2;3;47,5485;-121,999
460000;3;2,5;2720;40813;2;3;47,2619;-122,271
854000;4;2,75;3150;38865;1;3;47,7302;-122,106
150000;2;1;830;4045;1;3;47,5293;-122,351
209000;3;1;1330;6900;1;3;47,3033;-122,381
212000;3;1,5;1690;9600;1;3;47,3857;-122,079
749950;4;2,5;2620;8312;2;3;47,6272;-122,033
740000;4;2,5;3000;10392;2;3;47,535;-122,049
399990;5;2,75;1690;4000;1;5;47,5312;-122,354
499100;3;1,5;1620;5108;1;3;47,6978;-122,316
460000;3;2,25;1453;2225;2;4;47,5429;-122,188
940000;3;1;1220;8119;1;4;47,6328;-122,236
615000;3;1,75;2220;7224;1;3;47,774;-122,384
207000;4;2;1690;7728;1,5;4;47,3666;-122,318
875000;4;3;3720;14125;1;4;47,5911;-122,177
4e+05;4;1,5;1390;7200;1;3;47,7224;-122,332
458500;3;1,5;1280;1920;1,5;3;47,6117;-122,301
539000;3;2,25;1280;1187;2;3;47,6651;-122,368
696000;6;3,25;2900;6400;2;4;47,6464;-122,401
754800;2;2,5;2770;7781;2;3;47,7072;-122,017
270000;3;1,5;1610;8375;2;3;47,7527;-122,306
550000;1;1;2880;7560;1;3;47,537;-122,375
292500;4;1,75;2140;8162;1;3;47,3096;-122,377
260000;3;2,5;1770;2677;2;3;47,4339;-122,194
229000;3;1,5;1200;5000;1;3;47,5122;-122,357
329445;2;1,5;830;1119;2;3;47,5828;-122,314
502000;3;2,75;2010;11200;1;3;47,7728;-122,253
280000;3;1;940;7913;1;3;47,7657;-122,321
720000;4;2,5;2440;34290;2;3;47,6685;-122,044
436000;3;2,25;1800;6680;2;3;47,7293;-122,223
339000;3;1,5;1740;21980;1;4;47,3644;-122,132
683500;3;1,5;1820;5756;1,5;3;47,6479;-122,367
226000;3;1,75;1490;6269;1;4;47,4917;-122,188
375000;3;1,75;1590;14766;1;3;47,5902;-122,147
431000;3;1,75;1630;9000;1;4;47,4521;-122,36
175000;3;1;1030;6600;1;3;47,4941;-122,34
222000;3;1;990;7520;1;4;47,285;-122,207
965800;4;1,75;2500;8725;1;4;47,6304;-122,205
249950;3;2;1550;15040;1;4;47,4873;-122,099
420000;4;2,75;2400;20000;1;3;47,4556;-122,087
1047000;4;3,5;3500;4000;2;3;47,628;-122,299
585000;4;2,5;3110;6479;2;3;47,5408;-121,861
215000;3;1;880;7648;1;4;47,1963;-121,997
808100;4;3,25;3020;13457;1;5;47,7174;-122,336
250000;3;1;1480;6750;1;3;47,505;-122,366
565000;4;2;2040;8281;2;3;47,6689;-122,195
1008000;3;2,5;2240;41339;1;4;47,6483;-122,163
172000;3;1;1340;10260;1;3;47,3173;-122,317
240000;3;1;1470;7350;1;3;47,3616;-122,286
119900;2;1;700;3180;1;3;47,4976;-122,262
237500;3;1,75;1480;7830;1;3;47,1967;-121,998
719000;3;2,5;2120;9307;2;4;47,5477;-122,141
606400;3;3;1800;5000;1,5;3;47,6475;-122,371
510000;4;1,5;2040;8800;1;4;47,5965;-122,139
808000;4;2,25;2190;4104;2;5;47,6419;-122,306
215000;3;2;1470;2052;1,5;3;47,3084;-122,331
575000;4;2,5;2400;6137;2;3;47,6187;-122,04
515000;5;2,5;3810;15916;1,5;5;47,4521;-122,14
262000;5;1;1870;7800;1;3;47,5127;-122,321
540000;3;1,75;2050;9580;1;3;47,6212;-122,038
5e+05;3;1,75;1410;1197;3;3;47,6558;-122,348
305000;3;1;1580;7424;1;3;47,4607;-122,171
305000;3;3;1290;1112;3;3;47,7282;-122,296
415000;2;1;760;4000;1;3;47,6896;-122,396
110000;2;1;760;4746;1;3;47,4836;-122,214
390000;3;1;1190;85226;1,5;5;47,365;-122,462
545000;3;2,5;1990;5149;2;3;47,5895;-122,019
290000;6;4,5;2810;11214;1;3;47,4045;-122,197
340000;3;1,75;2230;10403;1;3;47,4092;-122,295
335000;3;1,75;2430;9133;1;4;47,5116;-122,157
641200;3;1;1060;9123;1;3;47,6218;-122,193
610000;4;2;2130;2620;1,5;5;47,6515;-122,346
317000;3;2,5;1840;5011;2;3;47,3555;-122,054
1055000;3;3,25;2990;189852;2;4;47,746;-122,138
165000;3;1,5;1280;7742;1;3;47,3323;-122,276
690000;2;1;970;4560;1;4;47,6561;-122,332
503000;4;2,75;2100;7350;1;5;47,7194;-122,172
315500;3;1;1160;10500;1;4;47,7267;-122,227
359000;3;1,75;2200;11520;1;4;47,7659;-122,341
345000;3;1;960;3844;1;3;47,7027;-122,346
283200;4;2,5;1982;6406;2;3;47,3636;-122,192
325000;3;1,75;1810;8048;1;4;47,4484;-122,194
315000;5;2,5;3220;5751;2;3;47,3717;-122,104
335000;3;1;2320;6750;1;3;47,5327;-122,276
350000;2;1;800;5040;1;3;47,6953;-122,362
458000;3;1,5;1470;9570;1;3;47,7032;-122,306
390000;2;1;860;5160;1;4;47,6823;-122,388
1105000;5;3,25;3070;5000;2;3;47,6742;-122,356
340000;4;2,5;2020;32710;1;3;47,4969;-122,33
780000;3;3,5;3190;6776;2;3;47,6348;-122,064
432100;3;2,25;1790;2240;2;4;47,6343;-122,106
352900;2;1,5;1240;1892;2;3;47,5915;-122,295
475000;4;2,5;2240;7245;1;4;47,7161;-122,17
535900;3;2,25;1880;10880;1;3;47,5937;-122,116
465000;3;1,5;1460;9879;1;3;47,6346;-122,127
718000;3;2,5;2070;7200;2;3;47,6946;-122,211
845000;3;1,75;1600;2538;2;3;47,6447;-122,327
925000;5;3;3850;9457;2;4;47,727;-122,362
577000;2;1;1090;5265;1,5;4;47,6638;-122,292
277500;3;2;1260;22100;2;4;47,2772;-122,354
489000;3;1,75;2090;7667;1;3;47,7007;-122,312
230000;2;0,75;890;19703;1;3;47,4922;-121,783
1075000;3;2,5;2830;56628;2;3;47,7409;-122,198
337500;3;1,75;1350;5850;1;4;47,4225;-122,328
490000;3;1;1600;6380;1,5;3;47,7015;-122,317
810000;5;3,25;3290;6422;2;3;47,5933;-122,061
988830;5;3,25;4115;7910;2;3;47,6847;-122,016
645000;4;1,5;2550;4000;1,5;4;47,6811;-122,318
508000;4;2,25;3320;53392;2;4;47,4724;-122,014
510000;4;2,5;2610;8031;2;3;47,7717;-122,27
635000;4;1,75;1950;13320;1;4;47,6196;-122,139
760000;4;2,5;3300;165528;2;3;47,7657;-122,028
548000;2;2;1370;1878;3;3;47,6721;-122,387
610000;3;2,5;3440;18167;2;3;47,2909;-122,342
515000;4;2,5;1850;9248;2;3;47,735;-122,244
505000;3;1,75;2519;8690;2;5;47,4428;-122,344
599000;4;2,5;2480;5000;2;3;47,6811;-122,035
329000;5;2,75;2570;7260;2;3;47,2622;-122,212
375000;3;1,75;1440;8775;1;3;47,7231;-122,17
335000;3;2,5;2260;8040;2;3;47,3203;-122,184
630000;4;2,5;2540;4727;2;3;47,7034;-122,236
565000;4;2,5;2620;10016;2;3;47,5295;-122,179
287500;4;2,5;2240;6944;1;3;47,338;-122,258
439950;2;1,75;1210;3000;1;5;47,6789;-122,365
520000;3;2,25;1850;10855;1;3;47,5696;-122,02
529000;2;1;1210;7667;1;3;47,6571;-122,396
279900;3;1;1400;10800;1;3;47,719;-122,202
599000;4;2,5;2120;3640;2;3;47,5521;-121,996
321500;4;2,5;1930;6228;2;3;47,3572;-122,191
397000;3;1;860;6380;1,5;4;47,6942;-122,315
4e+05;3;2;2260;11305;1;3;47,4544;-122,204
255900;3;2,5;1489;3266;2;3;47,3452;-122,217
580000;4;3;3280;11060;2;3;47,5399;-122,181
419000;4;2,5;2690;7947;2;3;47,4248;-122,153
440000;3;1,5;2120;6290;1;4;47,5658;-122,318
639888;4;2,5;2050;2772;2;3;47,5421;-122,011
713000;4;3,25;2840;54400;1;4;47,6707;-122,045
427000;3;1;1200;5252;1;3;47,6075;-122,134
475000;2;1,75;1320;3420;1;3;47,6639;-122,399
525000;4;2,5;2740;12106;1;3;47,7648;-122,355
390000;3;2;1080;7236;1;5;47,7143;-122,32
249000;2;2;1090;1357;2;3;47,7526;-122,244
762500;4;2,25;3130;41382;2;3;47,6683;-122,034
961500;3;2,5;3910;14000;2;3;47,6374;-122,12
219950;3;1;1210;8000;1;3;47,4211;-122,314
510000;3;3;1320;1012;3;3;47,6904;-122,395
774900;5;1;1750;3861;1,5;3;47,6075;-122,295
204950;4;1,75;1740;9344;1;3;47,3196;-122,399
263000;4;1,75;1340;8700;1,5;3;47,4514;-122,287
4e+05;2;1,75;1800;224769;1;3;47,4327;-122,06
379500;3;2,25;1830;25641;2;3;47,4786;-122,112
255950;4;1;1500;11050;1;5;47,4509;-122,088
725000;3;1,75;1690;8489;1;4;47,6079;-122,192
426000;4;2,5;2800;8494;2;3;47,3521;-122,009
675000;4;2,5;1770;9858;1;3;47,7382;-122,287
472500;3;2,5;1650;3711;2;3;47,6863;-122,093
920000;4;2,5;3550;10233;2;3;47,5499;-122,1
550000;4;1,75;2410;8447;2;4;47,6499;-122,088
365000;5;2,5;2260;7040;2;3;47,352;-122,038
524950;2;2,5;1830;2856;2;3;47,5524;-121,996
445000;4;2;2630;9099;1,5;3;47,5067;-122,361
435000;3;2;2660;16677;1;3;47,3689;-122,055
329900;3;2;1380;5198;1;4;47,5514;-122,357
385000;4;1,75;1970;10358;1;3;47,7719;-122,255
835000;3;2,25;2120;54014;2;4;47,6482;-122,159
775000;3;3,5;2690;104544;2;3;47,7717;-122,112
525000;3;3,5;1370;1764;2;3;47,6511;-122,368
304000;3;1;900;7500;1;4;47,7314;-122,237
525000;5;3,25;2480;10277;2;5;47,7726;-122,286
212000;3;1,75;1100;9750;1;4;47,2955;-122,362
655000;4;2,5;3340;34238;1;4;47,7654;-122,076
518000;4;2,5;2560;5672;2;3;47,5222;-122,201
260000;3;2;1920;8075;1;4;47,3092;-122,375
524500;3;1,5;3430;264844;1;3;47,4476;-121,723
162950;2;1;950;2784;1;4;47,3793;-122,321
555000;4;2;1680;2600;1;5;47,6648;-122,363
450000;4;2,5;2240;4616;2;3;47,5118;-122,194
835000;4;2,5;3650;7784;2;3;47,7066;-122,101
490000;3;2,5;2040;9622;2;3;47,4833;-121,8
395950;5;3,5;2738;6031;2;3;47,2962;-122,35
563750;4;2,75;2690;25000;1;3;47,5537;-122,026
599900;3;1,5;2605;12030;1;3;47,7725;-121,899
339950;3;1,75;1330;12092;1;4;47,5102;-122,324
850000;4;3;2720;183823;2;3;47,6749;-122,002
315000;5;3;2110;10766;2;3;47,3599;-122,176
260000;4;3;1530;8306;2;3;47,3528;-122,146
784000;4;2,75;3540;7091;1,5;4;47,6467;-122,394
521000;3;3,25;1460;1254;3;3;47,6535;-122,353
130000;2;1;780;5300;1;3;47,513;-122,354
802000;2;1,75;2110;8700;1;4;47,4912;-122,365
425000;4;2,25;2060;8540;1;4;47,734;-122,19
586000;4;2,25;1930;8338;1;3;47,7026;-122,285
670000;4;2,5;2570;9086;2;3;47,6373;-122,064
410000;4;1,75;1790;11875;1;4;47,522;-122,047
305000;2;2,25;1610;1968;2;5;47,5184;-122,196
419900;4;2,5;2750;5767;2;3;47,3595;-122,038
321500;4;2,5;2620;5457;2;3;47,3148;-122,27
857500;3;1,5;2040;3960;2;5;47,6658;-122,355
675000;3;3,25;1720;1330;2;3;47,62;-122,309
415000;4;3;1830;9548;2;3;47,7379;-122,224
897500;4;3;4370;217882;2;3;47,6573;-122,034
780000;4;3,25;3900;40962;2;3;47,683;-122,063
615000;4;1,75;2300;11700;1;4;47,6331;-122,094
425000;3;2,5;2650;12247;2;3;47,3185;-122,259
340000;3;1,75;2650;7378;1;3;47,7525;-122,315
5e+05;4;2;1680;3813;2;4;47,593;-122,293
459990;3;2,5;2680;5539;2;3;47,4761;-121,734
235000;1;1;810;2451;1;5;47,5188;-122,376
414000;2;1;800;5000;1;3;47,4914;-122,204
680000;3;2,5;1800;4400;1;5;47,6599;-122,396
716500;5;2,75;3630;38461;2;3;47,4289;-122,094
349950;3;2;1640;4714;1;3;47,3539;-122,021
359950;2;1;1240;7590;1;4;47,7061;-122,34
290000;5;2,5;2780;9652;1;4;47,3444;-122,271
697000;4;2,75;3650;48351;1,5;4;47,7632;-122,089
780000;3;2,75;1970;2600;2,5;3;47,663;-122,335
160134;3;1,5;1190;10116;1;3;47,385;-122,085
304000;2;1,5;950;676;2;3;47,6005;-122,306
465000;3;1;1150;18200;1;5;47,4262;-122,187
355000;4;1,5;2230;11536;1;4;47,4409;-122,348
260000;4;1;1220;7980;1,5;3;47,4924;-122,237
156601;2;1,75;1210;9750;1;3;47,3438;-122,037
252000;3;1;1530;9465;1;4;47,4915;-122,151
324950;3;1,5;1460;8710;1;3;47,4561;-122,357
751000;4;2,5;2790;6538;2;3;47,5349;-122,066
365000;3;2,25;1960;1985;2;3;47,5419;-122,289
605000;2;1;860;6510;1;3;47,6021;-122,202
247500;4;2;2460;5921;1;4;47,308;-122,209
311000;3;1;1120;8631;1;3;47,7077;-122,314
950000;3;3;3610;17483;2;4;47,4852;-122,357
405000;2;1;800;6016;1;3;47,6913;-122,369
421000;3;1,75;1100;8662;1;5;47,5368;-122,173
325000;3;1,75;1790;27427;1;3;47,532;-121,761
905000;4;3;3370;47959;2;4;47,733;-122,129
450000;3;1,5;1770;17208;1;3;47,5659;-122,117
989000;5;4,5;4030;13474;2;3;47,5812;-121,995
775000;3;1;1175;10454;1;4;47,6388;-122,218
379500;4;2,5;2560;5102;2;3;47,3404;-122,181
1030000;3;2,5;3545;9816;1;3;47,5534;-122,078
279000;3;1,5;1280;16738;1,5;4;47,3895;-122,023
455000;2;1;830;4000;1;4;47,6909;-122,381
855000;4;3;2550;5300;2;3;47,6786;-122,367
727500;3;2;2660;5000;1,5;3;47,5829;-122,382
340000;4;2,5;1954;4805;2;3;47,4297;-122,19
205000;3;1,75;1420;6980;1;5;47,2873;-122,367
445000;3;1,75;1490;10844;1;3;47,6208;-122,106
325000;3;1,75;2920;10573;1;4;47,4429;-122,195
496000;2;1;900;9260;1;3;47,6695;-122,36
465425;4;2,75;2430;20720;1;3;47,775;-122,139
415000;1;1;1230;3774;1;4;47,6886;-122,354
825000;3;1,75;2080;5000;2;5;47,6717;-122,356
475000;4;1,75;1910;8775;1;3;47,7396;-122,247
280000;3;1;1100;5132;1;3;47,7011;-122,336
526000;2;2;1550;2400;1,5;4;47,654;-122,346
465000;4;2,25;2070;7500;2;4;47,727;-122,217
555000;2;1,5;1190;1361;2;3;47,6161;-122,302
580500;3;2,5;2320;3980;2;3;47,5391;-122,07
3e+05;3;1,75;1210;7000;1;3;47,4572;-122,169
260000;2;1,5;980;1296;2;3;47,7075;-122,336
475000;5;3,5;2780;3583;2;3;47,4879;-122,152
685000;4;2,75;1660;5150;1,5;5;47,6835;-122,362
820000;3;2,5;2980;18935;1,5;3;47,7133;-122,079
380000;3;2;1470;1656;2;3;47,5653;-122,369
883000;4;2,25;2410;4000;2;5;47,6727;-122,316
336800;5;1,75;1830;16650;1,5;3;47,7734;-122,315
681500;5;2,75;3260;11700;1;3;47,6169;-122,104
825000;5;3;4080;7500;2;4;47,6722;-122,349
513000;3;2,25;1500;1312;3;3;47,6534;-122,346
253500;3;1;1220;20400;1;5;47,2063;-122,023
725995;4;2,5;3190;7869;2;3;47,5317;-121,866
299950;4;1;1170;5400;1;5;47,492;-122,172
365000;2;1,5;1160;8060;1;4;47,5146;-122,386
420000;4;1,75;1320;4978;1;4;47,5266;-122,379
940000;4;2,75;3270;9231;2;3;47,6539;-122,121
709950;4;3,25;3910;6293;2;3;47,5389;-121,86
469000;3;2,5;1190;1290;3;3;47,6762;-122,378
325000;4;3,5;2630;3435;1,5;3;47,4355;-122,272
666500;4;2,5;2860;6600;2;3;47,6067;-122,017
460000;4;3;2230;108900;1;3;47,52;-121,845
270000;5;2,5;2140;10320;1;4;47,3927;-122,194
680000;4;2,75;2720;54048;2;3;47,7181;-122,089
524000;4;2,25;2190;15491;2;3;47,6299;-122,039
1059500;5;3,25;3230;3825;2;3;47,6785;-122,392
685000;3;2,75;3150;219978;2;4;47,553;-121,946
243400;4;1,5;1730;7464;2;4;47,3782;-122,304
440000;3;1,75;1950;19747;1;3;47,7685;-122,162
415000;3;1,75;2410;8944;1;4;47,4494;-122,139
505000;2;2,5;1900;5065;2;3;47,7175;-122,034
625000;4;2;1760;5307;1,5;4;47,6714;-122,28
475000;3;1,5;2480;5280;1,5;5;47,5575;-122,303
342000;3;2,25;1200;2845;2;3;47,7151;-122,203
387500;6;2;2400;7684;1;3;47,7705;-122,269
650000;4;3,5;3270;15704;2;3;47,6256;-122,042
259950;2;1;790;8100;1;3;47,7159;-122,305
319000;2;1;750;6380;1;3;47,7033;-122,308
402395;4;2,5;2669;5385;2;3;47,3262;-122,165
330000;3;1;1160;7912;1;4;47,7336;-122,306
245000;3;2;2040;13125;1;3;47,478;-122,278
685000;3;2;2060;2900;1,5;5;47,5897;-122,292
358000;3;2,25;2510;12013;2;3;47,3473;-122,314
372220;3;1;1290;5500;1;3;47,5266;-122,392
452950;3;2,5;1150;1194;2;3;47,6684;-122,365
403000;2;1;894;1552;2;3;47,6911;-122,313
397000;3;2;1710;134489;1;5;47,2207;-121,984
507000;3;2,5;2120;7201;2;3;47,7174;-122,337
285000;2;1;1010;7200;1;3;47,7651;-122,291
436300;3;2;2320;9420;1;5;47,5133;-122,196
425000;2;1,5;830;1241;2;3;47,6363;-122,368
360000;2;2,5;1233;1244;2;3;47,5533;-122,381
474000;3;1,75;1530;8000;2;3;47,6971;-122,13
665000;4;2,5;2790;43091;2;4;47,7759;-122,08
235000;3;2;1900;7980;1;4;47,305;-122,373
435000;2;1;800;5000;1;3;47,6751;-122,372
367500;2;1;810;4800;1;3;47,5614;-122,27
625000;2;1;2160;2192;1;5;47,6364;-122,371
930800;5;2,5;4150;96574;2;3;47,6664;-122,045
472000;6;2,5;4410;14034;1;4;47,3376;-122,324
4e+05;5;2,5;2510;7525;1,5;4;47,5422;-122,359
299950;3;1;1410;81021;1;3;47,4303;-122,067
552000;2;2,5;1380;951;3;3;47,6654;-122,355
565000;3;2,75;2390;9966;1;5;47,5433;-122,185
375950;3;1,75;1480;7560;1;3;47,6985;-122,364
6e+05;3;2,5;2630;77972;2;3;47,745;-121,916
330000;3;2,5;1676;18778;2;3;47,6521;-121,905
397000;4;1,75;2020;6000;1;3;47,577;-122,302
460000;3;2,5;1610;2527;2;3;47,5674;-122,29
265953;3;1,75;1470;13068;1;4;47,3096;-122,197
635500;3;2;1660;3600;1;3;47,6789;-122,351
263500;3;1,75;1540;6273;1;4;47,5305;-122,277
380500;3;2,5;1900;7361;2;3;47,4324;-122,191
587500;4;1,75;2500;20868;1;3;47,431;-122,338
458000;4;3;3280;62726;1,5;3;47,7509;-122,056
435000;3;2,25;1230;1238;2;3;47,6519;-122,384
325000;3;2;1750;9000;1,5;4;47,7489;-122,35
327555;3;2,5;2329;5720;2;3;47,362;-122,2
527500;3;2,5;1380;1389;3;3;47,6427;-122,327
255000;3;1,75;1240;8659;1;5;47,3663;-122,089
160000;3;1;1350;8700;1,5;3;47,4497;-122,289
585000;3;1;1350;4800;1,5;3;47,5749;-122,412
219900;3;1;860;10426;1;3;47,4987;-122,341
395000;2;2,25;1350;1493;2;3;47,5421;-122,388
315000;2;1;780;7200;1;2;47,5609;-122,279
431000;3;2,5;1690;2752;2;3;47,6332;-122,108
285000;3;2,5;2090;10834;1;4;47,3537;-122,303
385000;3;1,75;1350;155073;1;4;47,4058;-121,994
205000;3;1,5;1120;8366;1;3;47,3632;-122,11
525000;3;2,25;1960;12350;1;4;47,5247;-122,052
339999;3;2,5;2360;8093;2;3;47,3257;-122,17
360000;3;1,75;1950;7260;1;3;47,7187;-122,33
682000;4;2,5;3600;203425;2;3;47,7597;-122,018
274250;3;1;910;8450;1;4;47,4787;-122,158
550000;4;1,75;2030;5688;2;4;47,5071;-122,387
575000;5;2,5;3070;7200;2;3;47,4939;-122,137
555000;3;2,5;2480;8676;2;4;47,53;-122,172
860000;3;1,75;1860;5584;1;3;47,637;-122,4
296500;3;2,75;2170;7900;1;4;47,362;-122,277
672600;3;2,25;1520;5750;2;3;47,5787;-122,388
435000;3;2,5;1420;2581;3;3;47,7027;-122,357
909000;4;2,5;3680;11648;2;3;47,5604;-122,107
169950;3;1;840;8470;1;4;47,3275;-122,338
