"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"condition";"yr_built"
510000;3;2,25;2750;219542;2;3;1981
260000;3;2,25;1610;7423;2;4;1990
527500;3;1,75;2310;78844;1;3;1977
451000;2;1;900;6000;1;3;1944
242000;2;1;960;21850;1;3;1947
323000;3;1;1590;7759;2;4;1912
710000;4;2,75;2710;41811;1,5;4;1995
188200;3;1;1260;7265;1;4;1954
799990;4;2,75;3110;6050;2;3;2014
825000;3;3;3730;35900;1;3;1979
856000;3;2,5;2160;3920;2;3;2014
587000;3;2,5;2150;5193;2;3;1995
110000;1;1;640;10280;1;2;1920
262000;4;2,5;2020;6236;2;3;2002
440500;3;2,5;2460;4399;2;3;2007
602500;4;1,75;2190;41000;2;3;1980
725000;3;3,5;3690;8837;2;3;2001
699950;4;3,25;3674;12793;2;3;1987
595000;3;2,75;3290;22649;2;4;1993
622200;3;1,75;1720;7200;1;3;1959
325000;4;2,5;2200;7719;2;3;2000
489950;3;2,25;1820;7326;2;3;1983
745000;3;2,75;3010;12432;1;4;1970
248000;3;1;1260;6000;1;4;1954
750000;4;2,5;3020;7465;2;3;2004
310000;4;2,25;1780;8820;1;4;1966
460000;2;1;880;3300;1;4;1909
765000;4;1;2520;5500;1,5;5;1912
335000;4;1,75;1670;9472;1;3;1960
450000;3;1,5;1770;17208;1;3;1959
678000;3;1,75;1670;7210;1;5;1967
468000;4;2,5;2100;8400;1;4;1976
439000;4;2,25;2240;8300;2;3;1978
587000;3;2,25;2370;217800;2;3;1979
395000;4;2,25;1780;10748;2;4;1964
5e+05;3;2,25;2990;216057;2;3;1994
123300;3;1;1150;8050;1,5;4;1956
779000;5;2,25;2830;7738;2;4;1977
230000;3;1;1300;14000;1;4;1958
275000;4;1,75;1960;6177;1;4;1967
871000;4;2,5;2150;8536;1;4;1967
490000;3;1,75;1510;8433;1;4;1967
449950;3;2,25;1540;1270;3;3;2014
635000;4;1,75;1950;13320;1;4;1969
429950;4;2,25;1740;10875;1;3;1967
535000;2;3,5;2560;5000;1;4;1944
455800;3;2,5;1690;4584;2;3;2002
812500;4;2,75;2810;10300;1;4;1978
308130;4;2,5;2300;7500;1;2;1959
588000;5;3;3110;4464;2;3;2007
435000;4;2,5;2130;10375;2;4;1986
822500;2;1;1450;7098;1;3;1924
7e+05;4;1;1300;1651359;1;4;1920
719000;3;3;1833;1706;3;3;1998
890000;5;3,25;4100;7578;2;3;2011
7e+05;3;1;1570;4000;2;5;1908
5e+05;4;2,25;2270;8196;1;5;1963
745000;5;3;2400;10126;2;3;1981
249950;3;1;1370;11658;1;4;1958
474900;3;2,25;1800;43647;1;4;1976
530000;4;2,25;1980;15086;2;3;1981
1100000;3;2;3010;5000;2;5;1931
394000;5;3,25;3620;4650;2;3;2004
895000;4;2,25;1950;5950;1;3;1947
652000;3;2;1700;4080;1;4;1941
906000;4;2,5;2480;5000;1;3;1951
6e+05;3;2,5;2630;77972;2;3;2004
7e+05;3;2,5;2490;23891;2;3;1993
250000;4;2;1960;7560;1;5;1978
273000;3;1;1500;6250;1;3;1945
575000;3;2,5;2120;4780;2;3;2004
350000;5;1,75;2330;14322;1;4;1968
250000;4;2;2010;7312;1;4;1976
525000;3;2,5;1740;2350;2;3;1996
450000;3;2,5;1800;4357;2;3;2013
910000;5;2,75;3750;8279;2;3;2001
423500;3;2;2000;10490;1;3;1978
345000;3;1;1060;5600;1;4;1943
399950;4;2,5;2350;5100;2;3;2003
562500;5;2,75;2920;6327;2;3;2007
255000;3;1,5;1110;10296;1;5;1964
305000;3;2;1680;8487;1;3;1993
405000;2;1;1020;8155;1;4;1948
316475;4;2,5;1740;4642;2;3;2012
239000;3;1;1200;7810;1;4;1967
429950;3;1,75;1430;9750;1;5;1962
437500;2;1;990;3120;1;5;1907
804100;4;2,5;3070;8086;2;3;2005
290000;4;2,5;1850;5674;2;3;1993
215000;2;1;1240;7200;1;3;1967
340000;3;2,25;1970;3716;2;3;1997
465000;4;2,25;1820;20349;1;5;1977
375000;3;2,5;1580;2407;2;3;2013
598850;4;2,5;2350;7245;2;3;1993
999999;3;2,5;2100;4097;2;3;2008
92000;2;1;760;5500;1,5;3;1947
1160000;4;3;2680;15438;2;3;1902
571500;4;1,75;1920;7455;1;4;1939
495000;2;1;970;4284;1;3;1905
215000;3;1,75;1210;8075;1;4;1983
284000;4;2,5;1830;6360;2;3;1994
425000;3;2,25;1670;9500;1;3;1977
249000;3;2,5;1850;7200;1;3;1979
459500;3;1,75;1470;4950;1;3;1984
420000;3;1,75;1720;8102;1;5;1940
492000;2;1,75;1300;22239;1;4;1945
450000;3;1;2020;8100;1;3;1956
285000;3;2,5;1660;6263;2;3;2003
234950;2;2,5;1720;3132;2;3;1999
359000;4;2,5;1820;11325;1;3;1976
520000;2;1,5;1840;3825;1;3;1928
371500;3;2;1370;8336;1;5;1964
574000;4;2,5;3240;22795;2;3;1998
4e+05;4;2,5;2398;5988;2;3;2008
480000;6;3,75;2940;5054;2;3;1942
269000;4;2,5;2060;3608;2;3;2004
400200;4;3,5;2260;30250;2;3;2013
185850;3;1,5;1630;11662;1;3;1943
587450;3;2,25;2190;8775;1,5;4;1927
292500;4;1,75;2140;8162;1;3;1968
480000;4;1,75;2220;6500;2;4;1964
230000;3;2;1450;11204;1;3;2003
463000;3;2,5;1640;29970;2;3;1992
608000;3;1,5;2240;3750;1;3;1952
675000;4;2,5;2040;9225;1;5;1968
550000;4;2,5;2090;6926;2;3;1990
610000;3;2,5;2630;5827;2;3;2001
1130000;5;2,5;4310;28008;2;3;1988
429000;3;1;1540;37950;1;4;1959
719950;5;2,75;3240;6863;2;3;2013
353000;3;2,5;2510;9240;2;4;2001
419000;3;2,5;2170;4517;2;3;2002
710000;4;1,75;2000;6000;1;5;1956
608000;4;2,5;2410;7140;2;3;1993
330000;3;2,5;1990;9995;2;3;1996
350000;3;1;1240;10800;1;5;1959
890000;4;2,75;3220;15467;2;3;1994
359000;3;1,5;1360;885;3;3;2008
520000;4;2;2000;6380;2;4;1949
269000;3;2,5;1440;3800;2;3;2005
615000;5;2,25;2480;12070;2;3;1978
550000;3;2;2380;17950;2;4;1934
475000;4;1,75;1650;7775;1;4;1950
665000;5;2,75;2670;4000;2;4;1914
385000;4;2;2340;9716;1;3;2009
3e+05;3;2,75;2340;12282;1;3;1978
580000;5;2,5;3110;15783;1;3;1974
935100;4;3,5;3200;8049;1;3;1980
439950;3;2,5;1770;2875;2;3;1990
362500;2;1,5;940;1768;2;3;2009
499950;5;2,5;3180;23809;1;3;1978
350000;2;1;830;5100;1;4;1942
313000;3;1;1510;10369;1;4;1968
320000;5;2,5;3020;21441;1;4;1978
377500;3;2;1370;7200;1;3;1926
295000;3;2,5;1660;8125;1;3;1999
365000;3;1,75;2080;7800;1;5;1955
675000;4;1,75;2460;5750;1,5;5;1919
455000;4;2,5;1770;13168;2;3;1990
960000;4;2,5;3180;10105;2;4;1986
578000;3;1,75;2120;10875;1;3;1977
447000;2;1;760;6035;1;3;1920
594000;3;2,25;1270;1406;2;3;2014
383000;3;1;1150;10196;1;4;1957
320000;4;2,5;2070;7007;2;3;1996
1150000;3;2,5;2850;10474;1;4;1954
844000;4;3,25;3090;67518;2;3;1988
545000;4;1,75;1940;8990;1;4;1956
280000;3;1,5;1670;11610;1;4;1963
780000;4;1;3390;4500;1,5;3;1924
5e+05;2;1;1010;3885;1,5;4;1906
554000;2;2;1670;4996;1;3;2004
670000;2;1,75;1650;7500;1;4;1959
765000;3;2,5;2700;8444;2;3;1992
330000;4;2;1590;9100;1;3;1967
520000;4;2,5;3060;7161;2;3;2005
232000;3;1,75;1290;6604;1;3;1984
350000;3;2,25;1322;1796;2;3;2005
480000;4;2,5;2080;7966;1;3;1970
348000;4;2,5;2070;3808;2;3;2003
433000;3;2,75;2000;7200;1;3;1954
490000;3;1;960;5750;1;3;1951
525000;3;1,5;1560;9350;1;4;1969
612125;2;1,5;1670;6000;1;3;1950
480000;2;1;820;4200;1;3;1980
249500;3;1;1180;7200;1;4;1968
270500;5;2,5;2406;7093;2;3;2006
527500;2;1;1170;3000;1,5;3;1910
317000;3;2;2020;7260;1,5;3;1926
357000;3;1,75;2400;14012;1;3;1971
261000;3;1;1780;7800;1;3;1957
570000;4;2,5;2280;4534;2;3;2003
430000;3;2;1730;9000;1;3;1978
925000;3;3,25;2610;4500;1,5;4;1909
525000;5;2,5;2360;10081;1;4;1961
550000;4;1,75;2480;14782;1;3;1958
260000;4;2,75;2250;7345;1;4;1984
825000;4;3,25;4110;14219;2;4;1979
580000;3;2,5;1740;1236;3;3;2008
465000;4;2,5;2820;39413;2;4;1989
275000;4;2,5;2060;5742;2;3;1999
420000;3;1;1150;5120;1;4;1946
275000;4;2,5;2120;6754;2;3;1998
502000;3;2,5;1600;3073;3;3;2009
320000;4;1,5;1890;43560;1;4;1974
442000;2;1;1410;5000;1;4;1918
330000;5;2,75;2390;6282;1;4;1966
560000;3;1;1440;5000;2;3;1910
1035000;4;2,5;2910;9131;2;3;2014
740000;4;2;2050;4400;1,5;4;1922
399500;4;1,75;1360;4840;1,5;4;1928
314950;3;1;1590;8470;1;4;1967
435000;2;0,75;750;16321;1;3;1936
290000;3;2,5;2200;4240;2;3;2003
187500;3;1;840;8400;1;3;1959
565000;4;2,75;1960;48787;1,5;4;1983
345000;2;1;970;5750;1;4;1932
358000;3;1;1150;4681;1;3;1955
690000;2;1;970;4560;1;4;1907
230000;2;1;720;5913;1;3;1920
415000;3;1,75;2650;7500;1,5;4;1962
6e+05;3;2;1460;2800;1;4;1921
303500;6;4,5;3390;7200;2;3;2007
795000;5;3,5;3330;3705;2;3;2008
672324;2;1,75;1600;5795;1,5;3;1940
1145000;4;3,5;4370;18361;2;3;2001
331500;4;1,75;1700;14756;1;3;1955
548500;3;1;1740;4400;1,5;3;1924
431000;4;2,5;1450;3600;1,5;3;1902
314950;3;1,75;1520;9600;1;4;1967
203700;2;1;770;2500;1;3;1913
345000;3;1;1250;7210;1;4;1964
535000;4;2,5;2610;4595;2;3;2008
1011000;3;2,5;1920;4480;2;3;1949
324950;4;2,5;2229;5723;2;3;2012
657100;4;1;1390;4240;1;3;1924
415000;3;1,75;2380;5650;1;4;1956
274900;3;2;1936;6612;2;3;2014
735000;4;2,5;3270;45537;2;3;1993
440000;3;2;1790;32379;1;3;2007
309933;3;1,75;1820;78408;1;3;1950
5e+05;3;1,5;1960;8815;1;4;1958
432100;3;1,75;1840;7350;1;3;1976
435000;3;1;1050;5500;1;3;1920
785000;4;2,5;3210;24527;1,5;3;1984
228000;0;1;390;5900;1;2;1953
565000;3;2,5;2030;217805;1;3;1999
243000;3;1;1500;6600;1;2;1970
122000;2;1;760;5280;1;3;1946
723000;4;2;2790;8793;1;4;1977
1157200;4;4,25;5860;52889;2;4;1996
325500;3;1,5;1540;8110;1;4;1959
407450;3;2;1810;10860;1;3;1967
562100;2;0,75;1440;3700;1;3;1914
598500;4;2,5;2520;3980;2;3;2005
375000;3;1,75;1370;19550;1;3;1978
420000;2;1;820;4025;1;5;1922
795000;4;2,5;3230;19193;1;4;1973
4e+05;4;1;1420;4875;1,5;3;1930
550000;2;1;980;4800;1;4;1910
499000;2;1,75;2040;114562;1;4;1968
275000;3;1,75;1840;14005;1;3;1983
677000;3;2;2000;3207;1;4;1916
270000;3;2,5;1770;8640;1;3;1986
410000;4;2,25;2510;4090;2;3;2012
510000;3;2,5;1890;5929;2;3;1993
333800;5;3;1980;3868;1;3;1990
255000;3;1,75;1590;7810;1;4;1959
649950;3;2,5;2150;15304;2;4;1979
546940;3;1;1470;7680;1;3;1946
680000;4;2,5;3490;3677;2;3;2007
650000;3;2,5;2430;12997;2;3;1992
210000;3;2;1580;4961;2;3;2006
410988;3;1,75;1000;14061;1;4;1967
595000;3;2,5;2250;8300;2;3;2003
515000;3;2,5;3370;19585;2;3;1951
818000;2;2,5;2380;9374;1;3;2011
460000;4;1,75;1560;7200;1;3;1943
216000;2;1;860;9000;1;4;1942
353000;4;2,75;2200;268329;1;3;1989
930800;5;2,5;4150;96574;2;3;1988
220000;3;1;1460;10200;1;4;1957
210000;3;2;1830;4992;1;3;1953
785000;4;3,5;3070;4684;2;3;2009
146300;3;1;1200;9668;1;5;1975
734000;4;2,25;2530;5000;1,5;4;1925
207200;4;2;1260;8400;1;3;1991
322000;3;1;1380;5864;1;3;1944
324000;2;1;1070;6000;1;3;1955
521000;3;1,75;1720;37363;1;4;1974
323000;3;1,75;1950;15037;1;3;1989
440000;3;1,75;1500;6180;1;4;1947
525000;4;1,75;2540;7200;1;4;1947
475000;2;2;1540;54450;2;3;1983
252500;3;2;1810;10684;2;3;1987
276000;3;2;1370;8137;1;4;1988
749000;4;2,75;2700;6000;2;4;1910
605125;2;1;1160;5029;1;3;1940
1098000;4;3,5;4570;16219;2;3;2002
515000;4;2,5;3200;6473;2;3;2005
691000;4;2,75;2550;8632;1;3;1972
604000;4;1,75;1490;4485;1;3;1960
195000;3;1,5;1430;5200;1;4;1977
375000;4;2,5;2310;7800;2;3;2011
305000;3;1;1150;9048;1;2;1922
4e+05;3;1;1060;12690;1;3;1969
342000;3;2,25;1200;2845;2;3;1986
325000;3;2,5;1800;8518;2;3;1996
660000;3;2,25;2280;6150;2;3;1984
230500;3;2,25;1690;7245;1;3;1973
693000;3;2,25;2090;45535;1;5;1952
401000;4;1;1940;5753;1,5;3;1947
167000;3;1,5;1280;5547;2;4;1985
765000;3;1,75;2440;5800;1;4;1945
815000;5;2,25;3410;35536;2;3;1974
575000;3;2,5;1750;4797;2;4;1991
359950;4;3,25;2290;4785;2;3;2007
475000;3;2,25;1580;12177;1;3;1981
795000;5;3;2750;10000;1;4;1957
506000;5;3;2430;8000;1;4;1957
460000;4;2,5;4190;7504;2;3;2004
410000;3;1,75;2000;7480;1;3;1972
667500;3;2;1880;3800;1;5;1927
520000;2;1;910;5000;1;3;1924
450000;3;1;1540;9028;1;4;1968
386000;5;2,5;2740;12413;2;3;1990
719521;4;1,75;1920;9500;1;4;1966
349900;3;2,5;1580;2765;2;3;2011
434000;3;2,75;1830;3200;2;3;1991
550000;4;1,75;2550;39460;1;3;1982
620000;4;2,5;2130;9139;2;3;1988
745000;4;2,5;3130;10860;2;3;1990
401000;3;2,75;2020;9505;1;3;1969
210490;3;1;990;8528;1;3;1966
950000;4;3,5;4140;13392;2;3;2000
814000;4;2,5;2840;8820;1;5;1952
210000;2;1;880;9750;1;5;1938
560000;4;2,5;2280;9874;2;3;1989
210500;3;1;1840;10178;1;3;1960
375000;3;2,5;1520;5649;2;4;1989
325000;3;1,75;2300;6200;1;4;1970
329950;4;2,25;2140;8874;2;3;1986
594000;4;2,75;2720;4613;2;3;2005
225000;2;1;1396;111949;1;3;1940
357000;3;1,5;1340;11744;1;2;1950
872000;4;2,25;2860;40284;2;3;1983
918000;5;3,5;3920;5150;2;3;2004
295000;2;1;820;288367;1;3;1930
263000;3;2,5;1584;3200;2;3;2011
332000;4;2,5;2300;4482;2;3;2013
799950;4;2,5;3320;7429;2;3;2014
457000;4;1,75;2100;10358;1;5;1959
195000;3;1;1070;22489;1;3;1967
567035;3;2;2064;46173;2;5;1903
