"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"M";"S";20;0;36;36;450;"0"
"M";"S";27;0;24;24;361;"1"
"M";"S";31;0;240;72;750;"0"
"M";"S";20;0;180;60;350;"1"
"M";"C";27;0;120;120;1200;"0"
"F";"V";67;0;372;0;716;"0"
"F";"V";64;0;360;12;445;"0"
"F";"S";40;0;12;12;312;"1"
"M";"S";25;0;12;24;850;"0"
"F";"S";35;0;24;84;1000;"0"
"M";"S";37;0;48;120;882;"1"
"M";"O";32;0;288;12;385;"0"
"F";"C";32;0;360;96;600;"1"
"F";"C";49;0;60;0;2271;"0"
"F";"C";62;0;120;120;628;"0"
"F";"S";18;0;216;0;400;"1"
"F";"S";26;0;120;0;450;"0"
"M";"S";21;0;24;24;277;"0"
"F";"S";27;0;24;12;291;"0"
"F";"C";72;0;360;0;854;"0"
"F";"S";26;0;120;0;0;"0"
"F";"D";39;0;12;0;390;"1"
"F";"C";52;0;84;12;288;"0"
"M";"S";18;0;216;12;316;"0"
"M";"S";32;0;144;12;800;"1"
"F";"V";59;0;300;384;314;"0"
"F";"S";22;0;12;12;400;"1"
"M";"S";58;0;12;0;900;"0"
"M";"S";34;0;24;120;600;"0"
"M";"C";33;0;60;60;810;"0"
"F";"S";26;0;240;0;0;"0"
"F";"C";37;0;144;120;300;"0"
"F";"C";42;0;240;228;464;"0"
"F";"S";18;0;12;12;500;"1"
"F";"C";43;0;36;12;570;"0"
"M";"C";75;0;336;252;821;"0"
"M";"S";32;0;12;0;226;"0"
"M";"S";53;0;120;72;252;"0"
"F";"S";19;0;180;24;300;"0"
"F";"C";51;0;48;24;250;"0"
"F";"S";66;0;480;48;2500;"0"
"F";"D";38;0;240;156;632;"0"
"F";"C";30;0;48;36;589;"0"
"F";"C";47;0;324;12;400;"0"
"M";"S";22;0;24;24;220;"0"
"F";"S";19;0;156;12;573;"0"
"F";"V";52;0;360;0;446;"0"
"F";"D";48;0;276;12;801;"0"
"F";"S";37;0;120;24;999;"0"
"F";"V";75;0;204;288;506;"0"
"F";"S";32;0;324;72;940;"0"
"F";"V";63;0;216;120;1059;"0"
"M";"V";55;0;144;48;506;"0"
"M";"C";37;0;120;12;300;"0"
"F";"S";21;0;252;12;220;"0"
"F";"S";27;0;12;12;360;"0"
"F";"C";50;0;540;132;220;"0"
"M";"S";20;0;240;24;760;"0"
"F";"C";36;0;156;36;250;"0"
"F";"S";20;0;24;24;280;"0"
"F";"S";51;0;12;0;0;"0"
"F";"S";37;0;288;60;613;"0"
"F";"S";25;0;300;0;440;"0"
"F";"C";25;0;12;36;360;"1"
"F";"S";18;0;12;0;300;"0"
"F";"S";20;0;180;12;350;"0"
"F";"V";57;0;36;48;400;"0"
"F";"S";19;0;156;24;400;"0"
"M";"S";32;0;240;0;0;"0"
"M";"S";21;0;240;0;180;"1"
"F";"O";39;0;360;48;226;"0"
"M";"C";67;0;240;0;2128;"0"
"F";"C";60;0;360;0;0;"0"
"F";"C";60;0;180;72;596;"0"
"F";"S";26;0;120;12;306;"0"
"F";"S";29;0;120;12;238;"0"
"F";"S";33;0;360;72;330;"0"
"F";"S";30;0;36;24;1000;"0"
"M";"S";31;0;12;0;800;"0"
"M";"S";19;0;0;0;188;"1"
"F";"S";19;0;12;0;380;"0"
"F";"O";18;0;204;12;202;"1"
"M";"O";30;0;96;60;610;"0"
"F";"S";20;0;12;12;287;"0"
"M";"C";36;0;36;0;605;"0"
"M";"C";44;0;12;276;597;"0"
"F";"S";19;0;0;0;300;"0"
"M";"S";29;0;336;12;613;"1"
"F";"C";32;0;96;0;471;"0"
"M";"C";45;0;204;84;460;"0"
"F";"S";19;0;228;12;205;"1"
"F";"S";30;0;168;24;318;"0"
"F";"C";42;0;60;0;0;"0"
"M";"S";43;0;144;24;672;"0"
"M";"C";39;0;120;12;266;"0"
"F";"S";19;0;120;24;370;"0"
"F";"C";42;0;228;0;0;"0"
"M";"S";36;0;360;0;450;"0"
"F";"S";19;0;12;12;340;"0"
"F";"V";50;0;216;0;226;"1"
"F";"O";39;0;156;12;350;"0"
"M";"C";44;0;516;120;337;"0"
"F";"C";48;0;12;180;500;"0"
"F";"C";49;0;192;84;1327;"0"
"F";"S";38;0;384;24;300;"0"
"M";"C";53;0;360;72;840;"0"
"F";"S";26;0;240;60;860;"0"
"F";"C";27;0;60;0;350;"0"
"M";"C";17;0;24;0;200;"0"
"F";"V";34;0;120;0;603;"0"
"F";"C";25;0;180;36;330;"0"
"F";"S";18;0;72;12;300;"1"
"F";"S";43;0;48;156;230;"0"
"M";"S";21;0;252;36;750;"0"
"F";"S";33;0;360;0;493;"0"
"F";"V";57;0;60;0;180;"0"
"F";"S";20;0;240;12;190;"0"
"F";"C";36;0;60;84;1460;"1"
"F";"S";40;0;120;132;807;"0"
"F";"O";42;0;144;48;892;"0"
"F";"O";48;0;108;0;0;"0"
"F";"C";43;0;24;180;850;"0"
"F";"S";24;0;168;0;280;"0"
"M";"C";28;0;336;24;798;"0"
"F";"S";26;0;36;84;547;"0"
"M";"C";46;0;60;180;741;"0"
"M";"C";37;0;120;12;249;"0"
"M";"S";35;0;24;60;600;"0"
"F";"S";38;0;420;156;256;"0"
"M";"S";19;0;216;12;408;"1"
"M";"C";30;0;240;48;1368;"0"
"M";"S";22;0;264;12;400;"0"
"F";"C";25;0;48;36;600;"1"
"F";"D";48;0;12;0;706;"0"
"F";"S";23;0;276;12;363;"0"
"F";"C";38;0;72;48;380;"0"
"F";"S";22;0;168;24;500;"0"
"F";"C";31;0;60;84;700;"0"
"F";"C";22;0;24;12;180;"0"
"F";"S";18;0;60;0;259;"0"
"F";"S";23;0;60;36;322;"0"
"F";"S";30;0;72;0;519;"0"
"F";"S";47;0;60;0;362;"0"
"F";"C";33;0;396;0;2500;"0"
"F";"C";30;0;408;0;0;"0"
"M";"C";39;0;60;84;1489;"0"
"F";"C";45;0;288;12;318;"0"
"F";"C";30;0;60;24;250;"1"
"M";"S";46;0;120;228;584;"0"
"M";"S";23;0;252;12;373;"1"
"F";"S";36;0;144;36;518;"0"
"F";"C";60;0;120;12;283;"0"
"F";"S";22;0;264;0;500;"1"
"F";"O";45;0;108;0;0;"1"
"F";"S";35;0;96;60;953;"0"
"F";"C";40;0;144;36;300;"0"
"F";"V";72;0;300;0;1130;"1"
"F";"O";72;0;240;228;1760;"0"
"M";"S";23;0;24;12;220;"1"
"F";"C";33;0;48;48;300;"0"
"M";"C";29;0;48;144;1500;"0"
"M";"C";38;0;372;36;490;"0"
"F";"C";28;0;72;0;1;"1"
"M";"C";46;0;168;24;180;"1"
"F";"S";57;0;600;120;620;"0"
"F";"S";65;0;360;156;243;"0"
"F";"S";38;0;24;144;1300;"0"
"F";"C";22;0;48;24;300;"0"
"F";"S";22;0;180;36;180;"0"
"F";"S";19;0;12;0;600;"1"
"F";"S";32;0;360;60;500;"0"
"F";"V";27;0;120;156;378;"0"
"F";"V";67;0;24;0;667;"1"
"M";"S";21;0;132;12;280;"0"
"F";"S";29;0;84;12;266;"1"
"M";"S";68;0;840;0;340;"0"
"F";"C";53;0;120;0;998;"0"
"F";"C";62;0;240;480;694;"0"
"F";"D";34;0;312;156;1000;"0"
"F";"S";26;0;48;24;350;"0"
"F";"C";27;0;12;60;510;"0"
"M";"S";24;0;12;24;510;"0"
"F";"S";27;0;324;12;201;"0"
"F";"S";32;0;348;24;400;"1"
"M";"C";39;0;96;120;700;"0"
"F";"S";40;0;96;0;310;"0"
"M";"S";19;0;48;12;300;"0"
"M";"C";65;0;12;0;2250;"0"
"F";"S";24;0;228;60;232;"0"
"F";"S";51;0;240;24;250;"1"
"F";"S";44;0;72;240;200;"0"
"F";"C";33;0;132;0;420;"0"
"F";"S";52;0;144;24;230;"0"
"F";"S";28;0;60;48;500;"0"
"F";"C";54;0;216;12;880;"0"
"M";"S";19;0;108;36;217;"0"
"M";"S";33;0;336;12;300;"0"
"F";"C";29;0;120;0;280;"0"
"F";"S";26;0;312;60;1000;"1"
"F";"C";46;0;132;0;360;"0"
"F";"C";34;0;192;12;230;"1"
"F";"C";23;0;24;0;410;"0"
"F";"O";21;0;36;0;300;"0"
"M";"C";35;0;36;228;2764;"0"
"F";"C";34;0;108;12;700;"0"
"F";"S";22;0;108;0;300;"0"
"M";"C";42;0;24;288;3486,83;"0"
"M";"C";45;0;96;24;304;"1"
"M";"S";24;0;12;12;350;"1"
"F";"O";38;0;456;24;210;"0"
"F";"D";38;0;312;60;1253;"0"
"F";"C";22;0;12;24;800;"0"
"M";"S";28;0;300;12;225;"0"
"M";"C";59;0;456;420;2000;"0"
"F";"C";33;0;36;72;400;"0"
"F";"S";22;0;120;12;340;"0"
"F";"V";45;0;456;216;631;"0"
"F";"S";57;0;384;12;360;"0"
"F";"C";25;0;240;12;424;"0"
"F";"S";27;0;36;36;600;"0"
"F";"S";21;0;12;12;200;"0"
"F";"S";30;0;84;24;206;"0"
"F";"S";21;0;24;0;467;"0"
"F";"S";70;0;276;108;220;"0"
"F";"S";48;0;24;60;735;"0"
"M";"S";71;0;264;0;2617;"0"
"F";"S";38;0;444;60;200;"0"
"M";"S";21;0;240;0;365;"1"
"M";"C";46;0;60;216;1000;"1"
"F";"S";56;0;360;240;500;"0"
"F";"C";43;0;300;24;2167;"0"
"F";"C";48;0;180;60;300;"0"
"F";"S";20;0;240;0;500;"1"
"F";"V";60;0;360;12;230;"0"
"F";"C";48;0;48;12;220;"0"
"M";"O";45;0;240;60;540;"0"
"M";"S";33;0;36;96;600;"1"
"F";"C";47;0;144;12;1000;"0"
"F";"C";32;0;0;60;500;"0"
"M";"C";39;0;24;180;890;"1"
"F";"C";31;0;12;72;1234;"0"
"F";"S";23;0;240;0;200;"0"
"F";"S";21;0;72;12;197;"0"
"M";"S";18;0;216;0;0;"0"
"F";"S";24;0;12;12;294;"0"
"M";"S";18;0;12;12;180;"0"
"M";"D";33;0;360;48;500;"0"
"F";"S";50;0;240;0;500;"0"
"F";"S";25;0;240;12;600;"0"
"F";"S";25;0;300;24;240;"1"
"F";"D";43;0;12;0;250;"1"
"F";"C";37;0;444;180;504;"0"
"M";"C";23;0;120;12;430;"0"
"F";"S";28;0;12;0;340;"0"
"F";"V";59;0;72;0;527;"0"
"F";"V";45;0;12;12;2000;"0"
"F";"S";24;0;276;12;370;"0"
"M";"S";18;0;36;12;318;"0"
"F";"S";29;0;312;24;350;"0"
"M";"D";49;0;144;48;830;"0"
"F";"S";22;0;180;12;320;"1"
"F";"C";45;0;240;24;221;"0"
"F";"C";38;0;12;12;800;"0"
"F";"C";65;0;288;0;4000;"0"
"F";"V";53;0;12;12;1347;"0"
"F";"C";58;0;360;72;500;"0"
"F";"C";38;0;108;0;270;"0"
"F";"C";39;0;24;240;1300;"0"
"F";"C";35;0;108;48;500;"0"
"F";"V";59;0;504;168;180;"0"
"F";"S";27;0;12;12;250;"0"
"F";"C";28;0;48;0;300;"0"
"F";"C";36;0;12;120;200;"0"
"F";"S";19;0;240;12;400;"1"
"F";"V";34;0;360;12;163;"0"
"M";"S";22;0;60;48;671;"0"
"M";"S";24;0;36;12;343;"0"
"F";"S";29;0;60;0;300;"0"
"F";"C";32;0;60;12;400;"1"
"F";"S";34;0;24;0;400;"0"
"F";"D";45;0;12;24;260;"0"
"F";"S";28;0;60;60;193;"0"
"F";"C";33;0;24;24;1000;"0"
"F";"S";22;0;36;12;600;"0"
"F";"S";19;0;180;12;194;"0"
"M";"S";22;0;24;12;294;"1"
"F";"O";29;0;60;24;1500;"0"
"F";"S";41;0;180;276;2300;"0"
"F";"V";72;0;24;0;360;"0"
"F";"S";27;0;144;0;360;"0"
"F";"S";46;0;60;312;1800;"0"
"F";"S";46;0;0;72;500;"0"
"M";"S";32;0;12;12;430;"1"
"F";"C";32;0;12;12;1455;"0"
"M";"C";51;0;360;240;1357;"0"
"M";"S";25;0;24;24;1500;"0"
"M";"S";23;0;240;12;222;"1"
"F";"C";38;0;84;180;2335;"0"
"M";"S";40;0;60;12;200;"0"
"F";"S";22;0;12;72;175;"1"
"F";"C";42;0;480;84;250;"0"
"F";"S";29;0;240;0;1068;"0"
"F";"S";67;0;48;240;808;"0"
"F";"S";42;0;24;0;280;"1"
"M";"S";21;0;240;72;386;"0"
"M";"C";28;0;48;24;368;"0"
"F";"V";54;0;144;72;683;"0"
"F";"S";26;0;72;72;280;"0"
"F";"S";23;0;276;0;287;"0"
"M";"C";35;0;180;12;520;"0"
"M";"S";18;0;24;12;377;"0"
"F";"S";19;0;72;12;328;"0"
"F";"S";24;0;288;12;300;"0"
"F";"S";38;0;180;60;265;"0"
"F";"D";50;0;264;60;2500;"0"
"F";"O";55;0;192;480;1200;"0"
